run_id,time_s,relative_to_t1_s,x_m,y_m,speed_mps,source_file,source_line
202607182026,1784377586.086057,-3.28269100189209,-187.5982360839844,-414.2486877441406,14.519345635908417,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,1
202607182026,1784377586.202272,-3.166476011276245,-189.0669860839844,-414.3311157226562,14.857861139005701,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,2
202607182026,1784377586.313903,-3.054844856262207,-190.5605163574219,-414.4085693359375,14.984114856827338,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,3
202607182026,1784377586.423424,-2.945323944091797,-192.0496978759766,-414.4796752929688,14.826372813744069,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,4
202607182026,1784377586.53251,-2.836237907409668,-193.5161895751953,-414.5431518554688,14.554478500943386,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,5
202607182026,1784377586.642634,-2.72611403465271,-194.9578247070312,-414.5982666015625,14.37629687264158,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,6
202607182026,1784377586.783062,-2.585685968399048,-196.3819274902344,-414.645263671875,14.025038197900752,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,7
202607182026,1784377586.895888,-2.4728598594665527,-197.7561492919922,-414.6832275390625,13.576492606613016,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,8
202607182026,1784377587.00561,-2.36313796043396,-199.1034698486328,-414.712646484375,13.433393747506308,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,9
202607182026,1784377587.117899,-2.2508490085601807,-200.4488220214844,-414.7345581054688,13.497588606971375,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,10
202607182026,1784377587.236484,-2.1322638988494873,-201.8099975585938,-414.7498779296875,13.731879692141572,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,11
202607182026,1784377587.348406,-2.0203418731689453,-203.2038879394531,-414.75927734375,14.122815969623817,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,12
202607182026,1784377587.463218,-1.9055299758911133,-204.6265411376953,-414.7631530761719,14.213966223665134,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,13
202607182026,1784377587.574933,-1.7938148975372314,-206.0631408691406,-414.7622680664062,14.60429667436926,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,14
202607182026,1784377587.686563,-1.6821849346160889,-207.5526733398438,-414.7571105957031,15.114102646768147,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,15
202607182026,1784377587.80443,-1.5643179416656494,-209.0887451171875,-414.7488098144531,15.555403741326868,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,16
202607182026,1784377587.911406,-1.4573419094085693,-210.6658325195312,-414.7381896972656,15.93489366055128,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,17
202607182026,1784377588.022445,-1.3463029861450195,-212.2714385986328,-414.724365234375,16.105710407235183,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,18
202607182026,1784377588.136,-1.232748031616211,-213.8750305175781,-414.7074584960938,15.955435230472226,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,19
202607182026,1784377588.247321,-1.121427059173584,-215.4553985595703,-414.6886901855469,15.677987948804816,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,20
202607182026,1784377588.35905,-1.0096979141235352,-217.0055847167969,-414.6687316894531,15.360880640338545,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,21
202607182026,1784377588.470772,-0.8979759216308594,-218.5237121582031,-414.6483154296875,15.039621821158233,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,22
202607182026,1784377588.58188,-0.7868678569793701,-220.0107421875,-414.6282958984375,14.737808660977239,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,23
202607182026,1784377588.701652,-0.6670958995819092,-221.4842376708984,-414.6094970703125,14.722029687819534,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,24
202607182026,1784377588.810729,-0.5580189228057861,-222.9301910400391,-414.592529296875,14.270277592264652,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,25
202607182026,1784377588.923647,-0.4451010227203369,-224.3479614257812,-414.5781860351562,14.143800806754758,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,26
202607182026,1784377589.035865,-0.3328828811645508,-225.7652740478516,-414.5664367675781,14.21281532316408,D:\data\300ms\202607182026\log\localization.log.INFO.20260718-202428.493204,27
