frame_index,trace_id,node,tid,enter_ns,exit_ns,duration_ms,completion_status,terminal_phase
560,17293982500799907114,container,3772848,1220053307059872,1220053307571104,0.511232,ok,container_exit
560,17293982500799907114,semantic_map_prepare,3772848,1220053308034432,1220053308084768,0.050336,ok,semantic_map_prepare_exit
560,17293982500799907114,semantic_base_copy,3772848,1220053308090592,1220053309400000,1.309408,ok,semantic_base_copy_exit
560,17293982500799907114,cyber_taskmanager_queue_enqueue,3772848,1220053309412864,1220053309422176,0.009312,ok,cyber_taskmanager_queue_enqueue_exit
560,17293982500799907114,cyber_taskmanager_notify_task,3772848,1220053309424544,1220053309452480,0.027936,ok,cyber_taskmanager_notify_task_exit
560,17293982500799907114,semantic_base_async_lock_wait,3772847,1220053309516320,1220053309517952,0.001632,ok,semantic_base_async_lock_wait_exit
560,17293982500799907114,semantic_draw_roads,3772847,1220053310134848,1220053312407296,2.272448,ok,semantic_draw_roads_exit
560,17293982500799907114,semantic_draw_junctions,3772847,1220053312413984,1220053312629312,0.215328,ok,semantic_draw_junctions_exit
560,17293982500799907114,semantic_draw_crosswalks,3772847,1220053312631744,1220053312637440,0.005696,ok,semantic_draw_crosswalks_exit
560,17293982500799907114,cyber_taskmanager_notify_task,3772848,1220053309454080,1220053313851328,4.397248,ok,cyber_taskmanager_notify_task_exit
560,17293982500799907114,cyber_taskmanager_notify_task,3772848,1220053313855264,1220053313877920,0.022656,ok,cyber_taskmanager_notify_task_exit
560,17293982500799907114,cyber_taskmanager_notify_task,3772848,1220053313879104,1220053313893824,0.01472,ok,cyber_taskmanager_notify_task_exit
560,17293982500799907114,cyber_taskmanager_notify_task,3772848,1220053313894880,1220053313911136,0.016256,ok,cyber_taskmanager_notify_task_exit
560,17293982500799907114,cyber_taskmanager_notify_task,3772848,1220053313912224,1220053313923488,0.011264,ok,cyber_taskmanager_notify_task_exit
560,17293982500799907114,cyber_taskmanager_notify_task,3772848,1220053313924608,1220053313936896,0.012288,ok,cyber_taskmanager_notify_task_exit
560,17293982500799907114,cyber_taskmanager_notify_task,3772848,1220053313937984,1220053313948832,0.010848,ok,cyber_taskmanager_notify_task_exit
560,17293982500799907114,cyber_taskmanager_notify_task,3772848,1220053313950016,1220053313960288,0.010272,ok,cyber_taskmanager_notify_task_exit
560,17293982500799907114,cyber_taskmanager_notify_task,3772848,1220053313961376,1220053313971872,0.010496,ok,cyber_taskmanager_notify_task_exit
560,17293982500799907114,cyber_taskmanager_notify_task,3772848,1220053313972992,1220053313983392,0.0104,ok,cyber_taskmanager_notify_task_exit
560,17293982500799907114,cyber_taskmanager_notify_task,3772848,1220053313984352,1220053313995584,0.011232,ok,cyber_taskmanager_notify_task_exit
560,17293982500799907114,cyber_taskmanager_notify_task,3772848,1220053313996352,1220053314006560,0.010208,ok,cyber_taskmanager_notify_task_exit
560,17293982500799907114,cyber_taskmanager_notify_task,3772848,1220053314007488,1220053314018272,0.010784,ok,cyber_taskmanager_notify_task_exit
560,17293982500799907114,cyber_taskmanager_notify_task,3772848,1220053314019296,1220053314030592,0.011296,ok,cyber_taskmanager_notify_task_exit
560,17293982500799907114,cyber_taskmanager_notify_task,3772848,1220053314031552,1220053322653440,8.621888,ok,cyber_taskmanager_notify_task_exit
560,17293982500799907114,cyber_taskmanager_notify_tasks,3772848,1220053309423584,1220053322657088,13.233504,ok,cyber_taskmanager_notify_tasks_exit
560,17293982500799907114,semantic_base_async_submit,3772848,1220053309405888,1220053322659296,13.253408,ok,semantic_base_async_submit_exit
560,17293982500799907114,semantic_base_async_future_replace,3772848,1220053322660864,1220053322662240,0.001376,ok,semantic_base_async_future_replace_exit
560,17293982500799907114,semantic_base_async_schedule,3772848,1220053309404608,1220053322663136,13.258528,ok,semantic_base_async_schedule_exit
560,17293982500799907114,semantic_base_image,3772848,1220053308089184,1220053322664448,14.575264,ok,semantic_base_image_exit
560,17293982500799907114,semantic_adc_draw,3772848,1220053322665536,1220053322667104,0.001568,ok,semantic_adc_draw_exit
560,17293982500799907114,semantic_obstacle_history_draw,3772848,1220053322667968,1220053322778624,0.110656,ok,semantic_obstacle_history_draw_exit
560,17293982500799907114,semantic_history_cache_copy,3772848,1220053322780288,1220053322790368,0.01008,ok,semantic_history_cache_copy_exit
560,17293982500799907114,semantic_map_run,3772848,1220053308086592,1220053322792064,14.705472,ok,semantic_map_run_exit
560,17293982500799907114,thread_pool_run,3772848,1220053322793344,1220053322797472,0.004128,ok,thread_pool_run_exit
560,17293982500799907114,evaluator,3772848,1220053308029184,1220053322798880,14.769696,ok,evaluator_exit
560,17293982500799907114,predictor,3772848,1220053322800544,1220053322804448,0.003904,ok,predictor_exit
560,17293982500799907114,perception,3772848,1220053307579904,1220053322807840,15.227936,ok,perception_exit
560,17293982500799907114,writer,3772848,1220053322819936,1220053322905888,0.085952,ok,writer_done
560,17293982500799907114,proc,3772848,1220053307054272,1220053322913664,15.859392,ok,proc_exit
560,17293982500799907114,semantic_draw_lanes,3772847,1220053312638560,1220053326603776,13.965216,ok,semantic_draw_lanes_exit
560,17293982500799907114,semantic_base_async_draw,3772847,1220053309513248,1220053326611040,17.097792,ok,semantic_base_async_draw_exit
