record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,planning_seq,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,trajectory_point_size,total_path_length,total_path_time,is_replan,replan_reason,trajectory_type,gear,lane_id_count,target_lane_id_count,estop_is_estop,estop_reason,engage_advice,engage_advice_reason,decision_json
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396547862683,1783598396.5478628,/apollo/planning,apollo.planning.ADCTrajectory,1783598396.546933,469,469,planning,1783598396383109799,0,0,136,32.67929026415384,7.113259315490715,0,,NORMAL,GEAR_DRIVE,3,3,0,,KEEP_ENGAGED,,"{
  ""main_decision"": {
    ""cruise"": {
      ""change_lane_type"": ""FORWARD""
    }
  },
  ""object_decision"": {
    ""decision"": [
      {
        ""id"": ""123"",
        ""perception_id"": 123,
        ""object_decision"": [
          {
            ""nudge"": {
              ""type"": ""LEFT_NUDGE"",
              ""distance_l"": 0.3
            }
          }
        ]
      }
    ]
  },
  ""vehicle_signal"": {
    ""turn_signal"": ""TURN_NONE""
  }
}"
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396634337125,1783598396.634337,/apollo/planning,apollo.planning.ADCTrajectory,1783598396.6334932,470,470,planning,1783598396483030737,0,0,136,33.08640859993174,7.104103088378898,0,,NORMAL,GEAR_DRIVE,3,3,0,,KEEP_ENGAGED,,"{
  ""main_decision"": {
    ""cruise"": {
      ""change_lane_type"": ""FORWARD""
    }
  },
  ""object_decision"": {
    ""decision"": [
      {
        ""id"": ""123"",
        ""perception_id"": 123,
        ""object_decision"": [
          {
            ""nudge"": {
              ""type"": ""LEFT_NUDGE"",
              ""distance_l"": 0.3
            }
          }
        ]
      }
    ]
  },
  ""vehicle_signal"": {
    ""turn_signal"": ""TURN_NONE""
  }
}"
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396732203815,1783598396.7322037,/apollo/planning,apollo.planning.ADCTrajectory,1783598396.73107,471,471,planning,1783598396583066288,0,0,136,32.90879805863912,7.110738039016716,0,,NORMAL,GEAR_DRIVE,3,3,0,,KEEP_ENGAGED,,"{
  ""main_decision"": {
    ""cruise"": {
      ""change_lane_type"": ""FORWARD""
    }
  },
  ""object_decision"": {},
  ""vehicle_signal"": {
    ""turn_signal"": ""TURN_NONE""
  }
}"
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396829049565,1783598396.8290496,/apollo/planning,apollo.planning.ADCTrajectory,1783598396.8278713,472,472,planning,1783598396683093080,0,0,136,33.37879391694921,7.109449386596672,0,,NORMAL,GEAR_DRIVE,3,3,0,,KEEP_ENGAGED,,"{
  ""main_decision"": {
    ""cruise"": {
      ""change_lane_type"": ""FORWARD""
    }
  },
  ""object_decision"": {},
  ""vehicle_signal"": {
    ""turn_signal"": ""TURN_NONE""
  }
}"
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397032392297,1783598397.0323923,/apollo/planning,apollo.planning.ADCTrajectory,1783598397.0316021,473,473,planning,1783598396783130228,0,0,136,35.25498656522817,7.109199047088615,0,,NORMAL,GEAR_DRIVE,3,3,0,,KEEP_ENGAGED,,"{
  ""main_decision"": {
    ""cruise"": {
      ""change_lane_type"": ""FORWARD""
    }
  },
  ""object_decision"": {},
  ""vehicle_signal"": {
    ""turn_signal"": ""TURN_NONE""
  }
}"
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397211344205,1783598397.2113442,/apollo/planning,apollo.planning.ADCTrajectory,1783598397.2104309,474,474,planning,1783598396883133201,0,0,137,37.06575275445708,7.10703754425048,0,,NORMAL,GEAR_DRIVE,3,3,0,,KEEP_ENGAGED,,"{
  ""main_decision"": {
    ""cruise"": {
      ""change_lane_type"": ""FORWARD""
    }
  },
  ""object_decision"": {},
  ""vehicle_signal"": {
    ""turn_signal"": ""TURN_NONE""
  }
}"
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397384378946,1783598397.384379,/apollo/planning,apollo.planning.ADCTrajectory,1783598397.383539,475,475,planning,1783598396983929106,0,0,141,37.26334818776061,7.114114046096794,0,,NORMAL,GEAR_DRIVE,3,3,0,,KEEP_ENGAGED,,"{
  ""main_decision"": {
    ""cruise"": {
      ""change_lane_type"": ""FORWARD""
    }
  },
  ""object_decision"": {},
  ""vehicle_signal"": {
    ""turn_signal"": ""TURN_NONE""
  }
}"
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397569473944,1783598397.569474,/apollo/planning,apollo.planning.ADCTrajectory,1783598397.5684485,476,476,planning,1783598397083030229,0,0,141,37.97963162877925,7.100671768188469,0,,NORMAL,GEAR_DRIVE,3,3,0,,KEEP_ENGAGED,,"{
  ""main_decision"": {
    ""cruise"": {
      ""change_lane_type"": ""FORWARD""
    }
  },
  ""object_decision"": {},
  ""vehicle_signal"": {
    ""turn_signal"": ""TURN_NONE""
  }
}"
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397726364052,1783598397.7263641,/apollo/planning,apollo.planning.ADCTrajectory,1783598397.725592,477,477,planning,1783598397183238877,0,0,140,37.78759227231694,7.110746860504142,0,,NORMAL,GEAR_DRIVE,3,3,0,,KEEP_ENGAGED,,"{
  ""main_decision"": {
    ""cruise"": {
      ""change_lane_type"": ""FORWARD""
    }
  },
  ""object_decision"": {},
  ""vehicle_signal"": {
    ""turn_signal"": ""TURN_NONE""
  }
}"
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397810436606,1783598397.8104367,/apollo/planning,apollo.planning.ADCTrajectory,1783598397.8094568,478,478,planning,1783598397283246524,0,0,144,38.1060213767767,7.109920024871818,0,,NORMAL,GEAR_DRIVE,3,3,0,,KEEP_ENGAGED,,"{
  ""main_decision"": {
    ""cruise"": {
      ""change_lane_type"": ""FORWARD""
    }
  },
  ""object_decision"": {},
  ""vehicle_signal"": {
    ""turn_signal"": ""TURN_NONE""
  }
}"
