record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,planning_seq,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,routing_header_timestamp_sec,routing_header_sequence_num,routing_header_module_name,routing_header_lidar_timestamp,routing_header_camera_timestamp,routing_header_radar_timestamp
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396547862683,1783598396.5478628,/apollo/planning,apollo.planning.ADCTrajectory,1783598396.546933,469,469,planning,1783598396383109799,0,0,1783598393.1682575,0,dreamview,0,0,0
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396634337125,1783598396.634337,/apollo/planning,apollo.planning.ADCTrajectory,1783598396.6334932,470,470,planning,1783598396483030737,0,0,1783598393.1682575,0,dreamview,0,0,0
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396732203815,1783598396.7322037,/apollo/planning,apollo.planning.ADCTrajectory,1783598396.73107,471,471,planning,1783598396583066288,0,0,1783598393.1682575,0,dreamview,0,0,0
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396829049565,1783598396.8290496,/apollo/planning,apollo.planning.ADCTrajectory,1783598396.8278713,472,472,planning,1783598396683093080,0,0,1783598393.1682575,0,dreamview,0,0,0
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397032392297,1783598397.0323923,/apollo/planning,apollo.planning.ADCTrajectory,1783598397.0316021,473,473,planning,1783598396783130228,0,0,1783598393.1682575,0,dreamview,0,0,0
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397211344205,1783598397.2113442,/apollo/planning,apollo.planning.ADCTrajectory,1783598397.2104309,474,474,planning,1783598396883133201,0,0,1783598393.1682575,0,dreamview,0,0,0
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397384378946,1783598397.384379,/apollo/planning,apollo.planning.ADCTrajectory,1783598397.383539,475,475,planning,1783598396983929106,0,0,1783598393.1682575,0,dreamview,0,0,0
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397569473944,1783598397.569474,/apollo/planning,apollo.planning.ADCTrajectory,1783598397.5684485,476,476,planning,1783598397083030229,0,0,1783598393.1682575,0,dreamview,0,0,0
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397726364052,1783598397.7263641,/apollo/planning,apollo.planning.ADCTrajectory,1783598397.725592,477,477,planning,1783598397183238877,0,0,1783598393.1682575,0,dreamview,0,0,0
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397810436606,1783598397.8104367,/apollo/planning,apollo.planning.ADCTrajectory,1783598397.8094568,478,478,planning,1783598397283246524,0,0,1783598393.1682575,0,dreamview,0,0,0
