record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,planning_seq,point_index,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,trajectory_point_size,trajectory_type,gear,lane_ids_json,target_lane_ids_json,traj_relative_time,traj_s,traj_x,traj_y,traj_z,traj_theta,traj_kappa,traj_dkappa,traj_ddkappa,traj_v,traj_a,traj_da,traj_steer
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396547862683,1783598396.5478628,/apollo/planning,apollo.planning.ADCTrajectory,1783598396.546933,469,469,0,planning,1783598396383109799,0,0,136,NORMAL,GEAR_DRIVE,"[""road_23_lane_0_1"", ""road_319_lane_0_1"", ""road_4_lane_0_-1""]","[""road_23_lane_0_1"", ""road_319_lane_0_1"", ""road_4_lane_0_-1""]",-0.41225552558898926,-0.9233725714562002,108.2262686658979,-133.0013533590479,0.0,-0.0014115790530735417,-0.0009637037134902045,-7.65574856023017e-06,0.0,1.548935198366254,1.155517806259754,0.0,0.0
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396547862683,1783598396.5478628,/apollo/planning,apollo.planning.ADCTrajectory,1783598396.546933,469,469,1,planning,1783598396383109799,0,0,136,NORMAL,GEAR_DRIVE,"[""road_23_lane_0_1"", ""road_319_lane_0_1"", ""road_4_lane_0_-1""]","[""road_23_lane_0_1"", ""road_319_lane_0_1"", ""road_4_lane_0_-1""]",-0.3922555446624756,-0.89169973736792,108.2579414392047,-133.0014154093539,0.0,-0.001448795535067493,-0.0009713601496523787,-1.5311325452852398e-05,0.0,1.5723518562995888,1.1657256270843175,0.0,0.0
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396547862683,1783598396.5478628,/apollo/planning,apollo.planning.ADCTrajectory,1783598396.546933,469,469,2,planning,1783598396383109799,0,0,136,NORMAL,GEAR_DRIVE,"[""road_23_lane_0_1"", ""road_319_lane_0_1"", ""road_4_lane_0_-1""]","[""road_23_lane_0_1"", ""road_319_lane_0_1"", ""road_4_lane_0_-1""]",-0.3722555637359619,-0.8600269032796397,108.2896142125115,-133.0014774596599,0.0,-0.0014860120170610003,-0.000979016585814553,-2.2966902345474633e-05,0.0,1.5957685142329239,1.1759334479088812,0.0,0.0
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396547862683,1783598396.5478628,/apollo/planning,apollo.planning.ADCTrajectory,1783598396.546933,469,469,3,planning,1783598396383109799,0,0,136,NORMAL,GEAR_DRIVE,"[""road_23_lane_0_1"", ""road_319_lane_0_1"", ""road_4_lane_0_-1""]","[""road_23_lane_0_1"", ""road_319_lane_0_1"", ""road_4_lane_0_-1""]",-0.35225558280944824,-0.8283540691913595,108.32128698581828,-133.0015395099659,0.0,-0.0015232284990549516,-0.000986673021976727,-3.062247923809686e-05,0.0,1.6191851721662587,1.1861412687334447,0.0,0.0
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396547862683,1783598396.5478628,/apollo/planning,apollo.planning.ADCTrajectory,1783598396.546933,469,469,4,planning,1783598396383109799,0,0,136,NORMAL,GEAR_DRIVE,"[""road_23_lane_0_1"", ""road_319_lane_0_1"", ""road_4_lane_0_-1""]","[""road_23_lane_0_1"", ""road_319_lane_0_1"", ""road_4_lane_0_-1""]",-0.33225560188293457,-0.7966812351030792,108.35295975912507,-133.00160156027192,0.0,-0.0015604449810484589,-0.0009943294581389013,-3.8278056130719086e-05,0.0,1.6426018300995935,1.1963490895580084,0.0,0.0
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396547862683,1783598396.5478628,/apollo/planning,apollo.planning.ADCTrajectory,1783598396.546933,469,469,5,planning,1783598396383109799,0,0,136,NORMAL,GEAR_DRIVE,"[""road_23_lane_0_1"", ""road_319_lane_0_1"", ""road_4_lane_0_-1""]","[""road_23_lane_0_1"", ""road_319_lane_0_1"", ""road_4_lane_0_-1""]",-0.3122556209564209,-0.76264049167866,108.38700039436299,-133.00166824807465,0.0,-0.0016004438239449748,-0.0010025583011193215,-4.974654814010814e-14,0.0,1.6662954165528714,1.1916803675328718,0.0,0.0
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396547862683,1783598396.5478628,/apollo/planning,apollo.planning.ADCTrajectory,1783598396.546933,469,469,6,planning,1783598396383109799,0,0,136,NORMAL,GEAR_DRIVE,"[""road_23_lane_0_1"", ""road_319_lane_0_1"", ""road_4_lane_0_-1""]","[""road_23_lane_0_1"", ""road_319_lane_0_1"", ""road_4_lane_0_-1""]",-0.2922556400299072,-0.7281305736094098,108.42151022739357,-133.00174485974878,0.0,-0.0016413038091855903,-0.0010089382756381172,-6.3792738420581325e-06,0.0,1.6898989034657363,1.1870779580603017,0.0,0.0
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396547862683,1783598396.5478628,/apollo/planning,apollo.planning.ADCTrajectory,1783598396.546933,469,469,7,planning,1783598396383109799,0,0,136,NORMAL,GEAR_DRIVE,"[""road_23_lane_0_1"", ""road_319_lane_0_1"", ""road_4_lane_0_-1""]","[""road_23_lane_0_1"", ""road_319_lane_0_1"", ""road_4_lane_0_-1""]",-0.27225565910339355,-0.6936206555401595,108.45602006042412,-133.00182147142294,0.0,-0.0016821637944262058,-0.0010153182501569126,-1.2758547634369715e-05,0.0,1.7135023903786015,1.1824755485877316,0.0,0.0
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396547862683,1783598396.5478628,/apollo/planning,apollo.planning.ADCTrajectory,1783598396.546933,469,469,8,planning,1783598396383109799,0,0,136,NORMAL,GEAR_DRIVE,"[""road_23_lane_0_1"", ""road_319_lane_0_1"", ""road_4_lane_0_-1""]","[""road_23_lane_0_1"", ""road_319_lane_0_1"", ""road_4_lane_0_-1""]",-0.2522556781768799,-0.6591107374709093,108.4905298934547,-133.00189808309707,0.0,-0.0017230237796668213,-0.0010216982246757083,-1.9137821426681303e-05,0.0,1.7371058772914665,1.1778731391151613,0.0,0.0
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396547862683,1783598396.5478628,/apollo/planning,apollo.planning.ADCTrajectory,1783598396.546933,469,469,9,planning,1783598396383109799,0,0,136,NORMAL,GEAR_DRIVE,"[""road_23_lane_0_1"", ""road_319_lane_0_1"", ""road_4_lane_0_-1""]","[""road_23_lane_0_1"", ""road_319_lane_0_1"", ""road_4_lane_0_-1""]",-0.2322556972503662,-0.624600819401659,108.52503972648526,-133.0019746947712,0.0,-0.0017638837649069927,-0.0010280781991945038,-2.5517095218992884e-05,0.0,1.7607093642043317,1.1732707296425913,0.0,0.0
