group_name,run_id,run_directory,source_file,relative_path,category,extension,size_bytes,line_count,modified_time_iso,sha256
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/events/perception.radar_detection.176848.csv,202607271054/trace/events/perception.radar_detection.176848.csv,trace_events,.csv,79951,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/events/planning.176842.csv,202607271054/trace/events/planning.176842.csv,trace_events,.csv,643133,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/events/prediction.176838.csv,202607271054/trace/events/prediction.176838.csv,trace_events,.csv,428204,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/fusion_inputs/perception.multi_sensor_fusion.176848.csv,202607271054/trace/fusion_inputs/perception.multi_sensor_fusion.176848.csv,trace_fusion_inputs,.csv,84710,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/message_context/control.176844.csv,202607271054/trace/message_context/control.176844.csv,trace_message_context,.csv,1087763,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/message_context/guardian.176840.csv,202607271054/trace/message_context/guardian.176840.csv,trace_message_context,.csv,1081380,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/message_context/perception.lidar_detection.176848.csv,202607271054/trace/message_context/perception.lidar_detection.176848.csv,trace_message_context,.csv,119291,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/message_context/perception.lidar_detection_filter.176848.csv,202607271054/trace/message_context/perception.lidar_detection_filter.176848.csv,trace_message_context,.csv,120292,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/message_context/perception.lidar_tracking.176848.csv,202607271054/trace/message_context/perception.lidar_tracking.176848.csv,trace_message_context,.csv,116953,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/message_context/perception.multi_sensor_fusion.176848.csv,202607271054/trace/message_context/perception.multi_sensor_fusion.176848.csv,trace_message_context,.csv,181637,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/message_context/perception.pointcloud_ground_detection.176848.csv,202607271054/trace/message_context/perception.pointcloud_ground_detection.176848.csv,trace_message_context,.csv,135485,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/message_context/perception.pointcloud_map_based_roi.176848.csv,202607271054/trace/message_context/perception.pointcloud_map_based_roi.176848.csv,trace_message_context,.csv,131380,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/message_context/perception.pointcloud_preprocess.176848.csv,202607271054/trace/message_context/perception.pointcloud_preprocess.176848.csv,trace_message_context,.csv,131722,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/message_context/perception.radar_detection.176848.csv,202607271054/trace/message_context/perception.radar_detection.176848.csv,trace_message_context,.csv,118365,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/message_context/planning.176842.csv,202607271054/trace/message_context/planning.176842.csv,trace_message_context,.csv,109424,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/message_context/prediction.176838.csv,202607271054/trace/message_context/prediction.176838.csv,trace_message_context,.csv,114218,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271054/trace/trace_anchor/perception.176848.csv,202607271054/trace/trace_anchor/perception.176848.csv,trace_anchor,.csv,83723,-1,2026-07-27T17:23:00+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/collect_time.txt,202607271059/collect_time.txt,collection_window,.txt,63,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/log/localization.log.INFO.20260727-105737.231932,202607271059/log/localization.log.INFO.20260727-105737.231932,localization_log,.231932,192326,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/log/perception.log.INFO.20260727-105743.231975,202607271059/log/perception.log.INFO.20260727-105743.231975,perception_log,.231975,3371647,-1,2026-07-27T17:23:08+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/log/planning.log.INFO.20260727-105738.231940,202607271059/log/planning.log.INFO.20260727-105738.231940,planning_log,.231940,144264073,-1,2026-07-27T17:23:46+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/log/prediction.log.INFO.20260727-105738.231936,202607271059/log/prediction.log.INFO.20260727-105738.231936,prediction_log,.231936,97639,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/log/scb_control_delay_20260727105718_147327.csv,202607271059/log/scb_control_delay_20260727105718_147327.csv,control_delay_evidence,.csv,2154,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/events/control.231942.csv,202607271059/trace/events/control.231942.csv,trace_events,.csv,6940647,-1,2026-07-27T17:23:10+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/events/guardian.231938.csv,202607271059/trace/events/guardian.231938.csv,trace_events,.csv,1153013,-1,2026-07-27T17:23:08+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/events/perception.lidar_detection.231975.csv,202607271059/trace/events/perception.lidar_detection.231975.csv,trace_events,.csv,124201,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/events/perception.lidar_detection_filter.231975.csv,202607271059/trace/events/perception.lidar_detection_filter.231975.csv,trace_events,.csv,131633,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/events/perception.lidar_tracking.231975.csv,202607271059/trace/events/perception.lidar_tracking.231975.csv,trace_events,.csv,123137,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/events/perception.multi_sensor_fusion.231975.csv,202607271059/trace/events/perception.multi_sensor_fusion.231975.csv,trace_events,.csv,195125,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/events/perception.pointcloud_ground_detection.231975.csv,202607271059/trace/events/perception.pointcloud_ground_detection.231975.csv,trace_events,.csv,140043,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/events/perception.pointcloud_map_based_roi.231975.csv,202607271059/trace/events/perception.pointcloud_map_based_roi.231975.csv,trace_events,.csv,136782,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/events/perception.pointcloud_preprocess.231975.csv,202607271059/trace/events/perception.pointcloud_preprocess.231975.csv,trace_events,.csv,133524,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/events/perception.radar_detection.231975.csv,202607271059/trace/events/perception.radar_detection.231975.csv,trace_events,.csv,126442,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/events/planning.231940.csv,202607271059/trace/events/planning.231940.csv,trace_events,.csv,1027295,-1,2026-07-27T17:23:08+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/events/prediction.231936.csv,202607271059/trace/events/prediction.231936.csv,trace_events,.csv,683426,-1,2026-07-27T17:23:08+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/fusion_inputs/perception.multi_sensor_fusion.231975.csv,202607271059/trace/fusion_inputs/perception.multi_sensor_fusion.231975.csv,trace_fusion_inputs,.csv,134618,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/message_context/control.231942.csv,202607271059/trace/message_context/control.231942.csv,trace_message_context,.csv,1726475,-1,2026-07-27T17:23:08+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/message_context/guardian.231938.csv,202607271059/trace/message_context/guardian.231938.csv,trace_message_context,.csv,1729606,-1,2026-07-27T17:23:08+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/message_context/perception.lidar_detection.231975.csv,202607271059/trace/message_context/perception.lidar_detection.231975.csv,trace_message_context,.csv,189621,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/message_context/perception.lidar_detection_filter.231975.csv,202607271059/trace/message_context/perception.lidar_detection_filter.231975.csv,trace_message_context,.csv,191212,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/message_context/perception.lidar_tracking.231975.csv,202607271059/trace/message_context/perception.lidar_tracking.231975.csv,trace_message_context,.csv,185902,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/message_context/perception.multi_sensor_fusion.231975.csv,202607271059/trace/message_context/perception.multi_sensor_fusion.231975.csv,trace_message_context,.csv,288695,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/message_context/perception.pointcloud_ground_detection.231975.csv,202607271059/trace/message_context/perception.pointcloud_ground_detection.231975.csv,trace_message_context,.csv,215084,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/message_context/perception.pointcloud_map_based_roi.231975.csv,202607271059/trace/message_context/perception.pointcloud_map_based_roi.231975.csv,trace_message_context,.csv,208565,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/message_context/perception.pointcloud_preprocess.231975.csv,202607271059/trace/message_context/perception.pointcloud_preprocess.231975.csv,trace_message_context,.csv,209108,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/message_context/perception.radar_detection.231975.csv,202607271059/trace/message_context/perception.radar_detection.231975.csv,trace_message_context,.csv,186979,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/message_context/planning.231940.csv,202607271059/trace/message_context/planning.231940.csv,trace_message_context,.csv,173769,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/message_context/prediction.231936.csv,202607271059/trace/message_context/prediction.231936.csv,trace_message_context,.csv,181612,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271059/trace/trace_anchor/perception.231975.csv,202607271059/trace/trace_anchor/perception.231975.csv,trace_anchor,.csv,132611,-1,2026-07-27T17:23:06+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/collect_time.txt,202607271104/collect_time.txt,collection_window,.txt,63,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/log/localization.log.INFO.20260727-110232.286141,202607271104/log/localization.log.INFO.20260727-110232.286141,localization_log,.286141,135276,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/log/perception.log.INFO.20260727-110240.286153,202607271104/log/perception.log.INFO.20260727-110240.286153,perception_log,.286153,2388512,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/log/planning.log.INFO.20260727-110234.286149,202607271104/log/planning.log.INFO.20260727-110234.286149,planning_log,.286149,98817709,-1,2026-07-27T17:23:44+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/log/prediction.log.INFO.20260727-110233.286145,202607271104/log/prediction.log.INFO.20260727-110233.286145,prediction_log,.286145,85458,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/log/scb_control_delay_20260727110213_588586.csv,202607271104/log/scb_control_delay_20260727110213_588586.csv,control_delay_evidence,.csv,2154,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/events/control.286151.csv,202607271104/trace/events/control.286151.csv,trace_events,.csv,5107551,-1,2026-07-27T17:23:20+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/events/guardian.286147.csv,202607271104/trace/events/guardian.286147.csv,trace_events,.csv,849226,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/events/perception.lidar_detection.286153.csv,202607271104/trace/events/perception.lidar_detection.286153.csv,trace_events,.csv,89576,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/events/perception.lidar_detection_filter.286153.csv,202607271104/trace/events/perception.lidar_detection_filter.286153.csv,trace_events,.csv,94939,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/events/perception.lidar_tracking.286153.csv,202607271104/trace/events/perception.lidar_tracking.286153.csv,trace_events,.csv,88813,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/events/perception.multi_sensor_fusion.286153.csv,202607271104/trace/events/perception.multi_sensor_fusion.286153.csv,trace_events,.csv,141423,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/events/perception.pointcloud_ground_detection.286153.csv,202607271104/trace/events/perception.pointcloud_ground_detection.286153.csv,trace_events,.csv,102107,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/events/perception.pointcloud_map_based_roi.286153.csv,202607271104/trace/events/perception.pointcloud_map_based_roi.286153.csv,trace_events,.csv,99731,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/events/perception.pointcloud_preprocess.286153.csv,202607271104/trace/events/perception.pointcloud_preprocess.286153.csv,trace_events,.csv,97354,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/events/perception.radar_detection.286153.csv,202607271104/trace/events/perception.radar_detection.286153.csv,trace_events,.csv,92451,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/events/planning.286149.csv,202607271104/trace/events/planning.286149.csv,trace_events,.csv,741971,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/events/prediction.286145.csv,202607271104/trace/events/prediction.286145.csv,trace_events,.csv,492654,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/fusion_inputs/perception.multi_sensor_fusion.286153.csv,202607271104/trace/fusion_inputs/perception.multi_sensor_fusion.286153.csv,trace_fusion_inputs,.csv,97282,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/message_context/control.286151.csv,202607271104/trace/message_context/control.286151.csv,trace_message_context,.csv,1269659,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/message_context/guardian.286147.csv,202607271104/trace/message_context/guardian.286147.csv,trace_message_context,.csv,1273939,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/message_context/perception.lidar_detection.286153.csv,202607271104/trace/message_context/perception.lidar_detection.286153.csv,trace_message_context,.csv,136792,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/message_context/perception.lidar_detection_filter.286153.csv,202607271104/trace/message_context/perception.lidar_detection_filter.286153.csv,trace_message_context,.csv,137942,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/message_context/perception.lidar_tracking.286153.csv,202607271104/trace/message_context/perception.lidar_tracking.286153.csv,trace_message_context,.csv,134114,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/message_context/perception.multi_sensor_fusion.286153.csv,202607271104/trace/message_context/perception.multi_sensor_fusion.286153.csv,trace_message_context,.csv,209081,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/message_context/perception.pointcloud_ground_detection.286153.csv,202607271104/trace/message_context/perception.pointcloud_ground_detection.286153.csv,trace_message_context,.csv,156862,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/message_context/perception.pointcloud_map_based_roi.286153.csv,202607271104/trace/message_context/perception.pointcloud_map_based_roi.286153.csv,trace_message_context,.csv,152110,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/message_context/perception.pointcloud_preprocess.286153.csv,202607271104/trace/message_context/perception.pointcloud_preprocess.286153.csv,trace_message_context,.csv,152505,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/message_context/perception.radar_detection.286153.csv,202607271104/trace/message_context/perception.radar_detection.286153.csv,trace_message_context,.csv,136654,-1,2026-07-27T17:23:18+08:00,SKIPPED
baseline,202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/baseline/202607271104/trace/message_context/planning.286149.csv,202607271104/trace/message_context/planning.286149.csv,trace_message_context,.csv,125432,-1,2026-07-27T17:23:18+08:00,SKIPPED
