frame_index,worker_model_count,worker_tid,model_ordinal,state,start_sched_s,end_sched_s,duration_ms,waker_tid,waker_comm,wake_event
833,1,1646947,1,blocked,968501.516578,968501.516582,0.003999914042651653,1646945,mainboard,sched_waking
833,1,1646947,1,blocked,968501.516812,968501.517047,0.23500004317611456,174,irq/134-host_sy,sched_waking
833,1,1646947,1,blocked,968501.517468,968501.517479,0.01100008375942707,1646945,mainboard,sched_waking
833,1,1646947,1,blocked,968501.517611,968501.518046,0.4350000526756048,1646945,mainboard,sched_waking
833,1,1646947,1,blocked,968501.518636,968501.518686,0.05000003147870302,1646945,mainboard,sched_waking
833,1,1646947,1,blocked,968501.518848,968501.518985,0.13699999544769526,1646945,mainboard,sched_waking
833,1,1646947,1,blocked,968501.519118,968501.519182,0.06399990525096655,1646945,mainboard,sched_waking
833,1,1646947,1,blocked,968501.519399,968501.519412,0.012999982573091984,1646945,mainboard,sched_waking
833,1,1646947,1,blocked,968501.519566,968501.519655,0.08899997919797897,1646943,mainboard,sched_waking
833,1,1646947,1,blocked,968501.519834,968501.51988,0.04600000102072954,1646943,mainboard,sched_waking
833,1,1646947,1,blocked,968501.519963,968501.519998,0.0350000336766243,1646943,mainboard,sched_waking
833,1,1646947,1,blocked,968501.520103,968501.520106,0.00300002284348011,1646943,mainboard,sched_waking
833,1,1646947,1,blocked,968501.520188,968501.520326,0.13800000306218863,1646945,mainboard,sched_waking
833,1,1646947,1,blocked,968501.520759,968501.520766,0.00700005330145359,1646945,mainboard,sched_waking
833,1,1646947,1,blocked,968501.521037,968501.52108,0.04299997817724943,1646945,mainboard,sched_waking
833,1,1646947,1,blocked,968501.521107,968501.521152,0.04499999340623617,1646959,mainboard,sched_waking
833,1,1646947,1,blocked,968501.521224,968501.521307,0.08299993351101875,1646943,mainboard,sched_waking
833,1,1646947,1,blocked,968501.521433,968501.521481,0.04800001624971628,1646943,mainboard,sched_waking
833,1,1646947,1,blocked,968501.521508,968501.521549,0.04100007936358452,1646945,mainboard,sched_waking
833,1,1646947,1,blocked,968501.521617,968501.521663,0.04600000102072954,1646943,mainboard,sched_waking
833,1,1646947,1,blocked,968501.521772,968501.521804,0.03200001083314419,1646943,mainboard,sched_waking
833,1,1646947,1,blocked,968501.521828,968501.521873,0.04499999340623617,1646945,mainboard,sched_waking
833,1,1646947,1,blocked,968501.521945,968501.521951,0.005999929271638393,1646943,mainboard,sched_waking
833,1,1646947,1,blocked,968501.522071,968501.522075,0.00400003045797348,1646943,mainboard,sched_waking
833,1,1646947,1,blocked,968501.522117,968501.522165,0.04800001624971628,1646959,mainboard,sched_waking
833,1,1646947,1,blocked,968501.522232,968501.522283,0.05100003909319639,1646943,mainboard,sched_waking
833,1,1646947,1,blocked,968501.523627,968501.523781,0.15400000847876072,1646943,mainboard,sched_waking
833,1,1646947,1,blocked,968501.523884,968501.523962,0.07800001185387373,1646943,mainboard,sched_waking
833,1,1646947,1,blocked,968501.523994,968501.524057,0.06299989763647318,1646943,mainboard,sched_waking
833,1,1646947,1,blocked,968501.524366,968501.524485,0.11899997480213642,1646943,mainboard,sched_waking
833,1,1646947,1,blocked,968501.524605,968501.524727,0.12199999764561653,1646945,mainboard,sched_waking
833,1,1646947,1,blocked,968501.524759,968501.524792,0.03299990203231573,1646959,mainboard,sched_waking
833,1,1646947,1,blocked,968501.524861,968501.52493,0.0689999433234334,1646945,mainboard,sched_waking
833,1,1646947,1,blocked,968501.525064,968501.525151,0.08699996396899223,1646943,mainboard,sched_waking
833,1,1646947,1,blocked,968501.525181,968501.52522,0.03899994771927595,1646943,mainboard,sched_waking
833,1,1646947,1,blocked,968501.52529,968501.525353,0.063000014051795,1646943,mainboard,sched_waking
833,1,1646947,1,blocked,968501.525531,968501.525543,0.011999974958598614,1646945,mainboard,sched_waking
833,1,1646947,1,blocked,968501.525629,968501.525696,0.06699992809444666,1646943,mainboard,sched_waking
833,1,1646947,1,blocked,968501.525921,968501.52626,0.33899990376085043,174,irq/134-host_sy,sched_waking
833,1,1646947,1,blocked,968501.52647,968501.527332,0.8619999280199409,1646959,mainboard,sched_waking
833,1,1646947,1,blocked,968501.527964,968501.528246,0.28199993539601564,1646959,mainboard,sched_waking
