frame_index,worker_model_count,worker_tid,cpu,running_ms
836,1,1646949,9,2.483000047504902
836,1,1646949,10,3.703400492668152
836,1,1646949,11,6.013999576680362
836,2,1646952,2,0.1580000389367342
836,2,1646952,8,1.7569996416568756
836,2,1646952,9,11.139440117403865
836,2,1646952,10,3.1646238639950752
836,2,1646952,11,6.868575350381434
836,3,1646961,1,1.0772799141705036
836,3,1646961,2,0.48999988939613104
836,3,1646961,8,4.529000259935856
836,3,1646961,9,4.212224157527089
836,3,1646961,10,8.176495903171599
836,3,1646961,11,5.159000167623162
836,3,1646946,0,0.04800001624971628
836,3,1646946,1,2.4975601118057966
836,3,1646946,2,0.16199995297938585
836,3,1646946,3,0.6865039467811584
836,3,1646946,8,6.044143694452941
836,3,1646946,9,2.7480003191158175
836,3,1646946,10,6.489520194008946
836,3,1646946,11,6.134999915957451
837,1,1646947,0,0.3343760035932064
837,1,1646947,1,0.6290001329034567
837,1,1646947,3,1.9850000971928239
837,1,1646947,8,2.7179355965927243
837,1,1646947,9,1.4839998912066221
837,1,1646947,10,0.7159998640418053
837,1,1646947,11,4.367999732494354
837,2,1646945,8,7.355000474490225
837,2,1646945,9,5.527000059373677
837,2,1646945,10,5.085559794679284
837,2,1646945,11,7.745719864033163
837,3,1646943,3,1.9843039335682988
837,3,1646943,8,9.064191486686468
837,3,1646943,9,9.376048459671438
837,3,1646943,10,5.423000897280872
837,3,1646943,11,1.7760000191628933
837,3,1646959,0,0.46600017230957747
837,3,1646959,1,0.09899993892759085
837,3,1646959,3,0.26000000070780516
837,3,1646959,4,1.545487786643207
837,3,1646959,8,3.979440312832594
837,3,1646959,9,6.800856674090028
837,3,1646959,10,8.2292320439592
837,3,1646959,11,4.188999999314547
838,1,1646946,0,1.8260001670569181
838,1,1646946,1,3.773735254071653
838,1,1646946,2,1.2755601201206446
838,1,1646946,3,4.768999642692506
838,1,1646946,9,0.031000003218650818
838,1,1646946,10,0.997000141069293
838,2,1646952,0,4.4560645474120975
838,2,1646952,1,3.677999833598733
838,2,1646952,2,11.490631732158363
838,2,1646952,3,2.9679996659979224
838,2,1646952,11,0.54343999363482
838,3,1646961,0,3.210999653674662
838,3,1646961,1,9.430071688257158
838,3,1646961,2,5.917728412896395
838,3,1646961,3,5.002016085200012
838,3,1646961,9,2.0080002723261714
838,3,1646961,10,0.3699997905641794
838,3,1646961,11,0.5765599198639393
838,3,1646949,0,6.740999990142882
838,3,1646949,1,2.2230001632124186
838,3,1646949,2,8.841631934046745
838,3,1646949,3,5.178144201636314
838,3,1646949,9,0.7200000109151006
838,3,1646949,10,1.1678958544507623
839,1,1646945,0,1.1389994760975242
839,1,1646945,1,0.6989999674260616
839,1,1646945,2,1.9850003300234675
839,1,1646945,3,3.8773524574935436
839,1,1646945,8,0.9370001498609781
839,1,1646945,9,2.277999883517623
839,1,1646945,11,2.1433760412037373
839,2,1646943,0,2.46900029014796
839,2,1646943,1,7.169632241129875
839,2,1646943,2,8.089000592008233
839,2,1646943,3,4.468631348572671
839,2,1646943,8,0.9350000182166696
839,2,1646943,9,2.77623999863863
839,2,1646943,11,0.6589997792616487
839,3,1646947,0,5.556896212510765
839,3,1646947,1,5.924544180743396
839,3,1646947,2,4.149000160396099
839,3,1646947,3,4.897679667919874
839,3,1646947,8,1.9160002702847123
839,3,1646947,9,2.1760001545771956
839,3,1646947,11,0.23699994198977947
839,3,1646959,0,5.441680084913969
839,3,1646959,1,5.6762880412861705
839,3,1646959,2,7.898215786553919
839,3,1646959,3,4.293000791221857
839,3,1646959,5,0.7249999325722456
839,3,1646959,8,1.9466396188363433
839,3,1646959,9,1.2950001982972026
839,3,1646959,11,1.4399999054148793
840,1,1646952,0,1.1729999678209424
840,1,1646952,1,3.178999642841518
840,1,1646952,2,2.6667279889807105
840,1,1646952,3,0.7843682542443275
840,1,1646952,4,0.29499991796910763
840,1,1646952,5,1.614999957382679
840,1,1646952,6,0.4330000374466181
840,1,1646952,7,2.6660000439733267
840,2,1646949,0,3.087999764829874
840,2,1646949,1,2.6300559984520078
840,2,1646949,2,3.020175965502858
840,2,1646949,3,1.3090003049001098
840,2,1646949,4,4.83134388923645
840,2,1646949,5,0.3549999091774225
840,2,1646949,6,4.808000288903713
840,2,1646949,7,3.7520001642405987
840,3,1646961,0,2.7879998087882996
840,3,1646961,1,2.4350001476705074
840,3,1646961,2,2.773999935016036
840,3,1646961,3,2.6481200475245714
840,3,1646961,4,2.937000128440559
840,3,1646961,5,2.835000166669488
840,3,1646961,6,6.293248268775642
840,3,1646961,7,3.3133761025965214
840,3,1646946,0,2.3839998757466674
840,3,1646946,1,5.0669515039771795
840,3,1646946,2,5.645440076477826
840,3,1646946,3,0.47300010919570923
840,3,1646946,4,1.8940001027658582
840,3,1646946,5,3.625999786891043
840,3,1646946,6,7.719296030700207
840,3,1646946,7,1.1729998514056206
841,1,1646943,0,1.4539998956024647
841,1,1646943,1,4.2514801025390625
841,1,1646943,2,4.423999576829374
841,1,1646943,3,3.2830002019181848
841,2,1646959,0,8.04934382904321
841,2,1646959,1,6.866583600640297
841,2,1646959,2,3.336000139825046
841,2,1646959,3,4.758999915793538
841,3,1646945,0,5.210999981500208
841,3,1646945,1,3.149727708660066
841,3,1646945,2,10.754208196885884
841,3,1646945,3,3.258591634221375
841,3,1646947,0,4.426783765666187
841,3,1646947,1,7.083976175636053
841,3,1646947,2,11.112936306744814
841,3,1646947,3,3.7639999063685536
842,1,1646946,0,1.2260000221431255
842,1,1646946,1,3.497192286886275
842,1,1646946,2,0.4429998807609081
842,1,1646946,3,5.616000038571656
842,1,1646946,6,0.6170319393277168
842,2,1646951,0,3.6470002960413694
842,2,1646951,1,3.1205678824335337
842,2,1646951,2,1.6319998539984226
842,2,1646951,3,11.512960656546056
842,2,1646951,8,0.6595279555767775
842,2,1646951,9,0.6169999251142144
842,2,1646951,11,0.5240000318735838
842,3,1646961,0,2.196000423282385
842,3,1646961,1,4.9550001276656985
842,3,1646961,2,9.498855681158602
842,3,1646961,3,5.307991872541606
842,3,1646961,4,0.6148318061605096
842,3,1646949,0,5.7539999252185225
842,3,1646949,1,8.087552385404706
842,3,1646949,2,6.242000148631632
842,3,1646949,3,4.430591478012502
842,3,1646949,5,0.4292558878660202
842,3,1646949,6,0.05200004670768976
842,3,1646949,10,0.0849999487400055
