frame_index,worker_model_count,worker_tid,model_ordinal,obstacle_id,model_duration_ms,inference_count,inference_sum_ms,running_ms,blocked_ms,runnable_ms,unknown_ms,max_runnable_ms,cpu_list,running_segment_count,stack_sample_count,stack_categories
833,1,1646947,1,27,82.754496,3,73.591936,13.339495868422091,62.82099976669997,6.59400038421154,0,2.09199998062104,0;1;2;3,132,1,libtorch CUDA路径:1
833,2,1646959,1,26,67.581824,3,58.510912,11.195824015885592,53.869000053964555,2.516999840736389,0,0.8039999520406127,0;1;2;3;5,100,0,
833,2,1646959,2,66,55.967456,3,49.215008,11.784456437453628,38.78399939276278,5.399000132456422,0,2.085000043734908,0;1;2;3,79,0,
833,3,1646945,1,28,54.909632,2,52.895328000000006,8.546632016077638,42.590000317431986,3.7729996256530285,0,0.9009999921545386,0;1;2;3,115,0,
833,3,1646945,2,64,64.555424,2,60.338656,8.782423916272819,46.55399976763874,9.219000348821282,0,3.30400001257658,0;1;2;3,71,1,libtorch CPU路径:1
833,3,1646945,3,68,11.620256,3,9.122304,7.505256216973066,3.9160000160336494,0.19899976905435324,0,0.028999987989664078,1;2;3,22,1,libtorch CPU路径:1
833,3,1646943,1,29,28.057216,2,26.3568,9.003215818665922,17.140000010840595,1.9140001386404037,0,0.11999998241662979,0;1;2;3,96,0,
833,3,1646943,2,65,81.368864,2,69.436736,8.476863731630147,70.92800037935376,1.9639998208731413,0,0.5439999513328075,0;1;2;3,59,1,libtorch CPU路径:1
833,3,1646943,3,69,11.514176,2,9.876512,6.320175947621465,4.282999667339027,0.9110004175454378,0,0.21299999207258224,2;3,32,1,libtorch CUDA路径:1
834,1,1646961,1,27,95.846464,3,78.549408,12.507464154623449,78.15200032200664,5.186999565921724,0,1.1409999569877982,0;1;2;3,99,0,
834,2,1646946,1,26,92.181504,3,82.24831999999999,11.131504084914923,78.96600058302283,2.083999221213162,0,0.15400000847876072,0;1;2;3,89,1,cuDNN路径:1
834,2,1646946,2,66,20.1656,3,18.607808,9.4015997601673,9.878999786451459,0.8850004523992538,0,0.25500007905066013,0;1;2;3,44,0,
834,3,1646952,1,29,46.051392,2,37.05408,8.049391908571124,34.90800003055483,3.094000043347478,0,0.7739999564364552,0;1;2;3,50,0,
834,3,1646952,2,65,64.652544,2,59.800799999999995,7.870543631725013,43.33000024780631,13.452000101096928,0,6.067999987863004,0;1;2;3,61,1,libtorch CPU路径:1
834,3,1646952,3,69,5.764704,2,4.636608,4.88370459061116,0.5279997130855918,0.35299977753311396,0,0.14299992471933365,1;2,28,2,libtorch CPU路径:2
834,3,1646949,1,28,58.338944,2,55.33424,8.645944180898368,47.789999982342124,1.902999822050333,0,0.24500000290572643,0;1;2;3,52,2,cuDNN路径:1;其他路径:1
834,3,1646949,2,64,48.965536,2,40.561375999999996,9.831536561250687,33.46100018825382,5.672999192029238,0,1.3370000524446368,0;1;3,68,1,libtorch CPU路径:1
834,3,1646949,3,68,8.430848,3,7.33744,7.7308486215770245,0.4009995609521866,0.2989998320117593,0,0.024999957531690598,0,38,1,libtorch CUDA路径:1
835,1,1646959,1,27,95.724032,3,86.92278400000001,11.60503167193383,79.78800032287836,4.331000032834709,0,0.5019999807700515,0;1;2;3;4,93,2,CUDA流同步:1;libtorch CUDA路径:1
835,2,1646945,1,26,92.826112,3,84.918592,11.704111937433481,78.03200045600533,3.089999547228217,0,0.3450000658631325,0;1;2;3;5,109,2,CUDA流同步:1;其他路径:1
835,2,1646945,2,66,26.175552,3,19.742336,11.150551959872246,13.252999633550644,1.7720003379508853,0,0.39499998092651367,1;5;6;7;8;9;10,71,1,其他路径:1
835,3,1646947,1,28,47.967936,2,37.050848,7.606936269439757,38.87099982239306,1.4899999368935823,0,0.4069999558851123,0;1;2;3,63,0,
835,3,1646947,2,64,51.885472,2,42.254208,7.335472037084401,43.47399959806353,1.076000276952982,0,0.19799999427050352,0;1;2;3,45,1,libtorch CPU路径:1
835,3,1646947,3,68,19.641088,3,16.90832,10.396088706329465,5.8969996171072125,3.3479996491223574,0,1.9650000613182783,0;1;5;6;11,59,2,PI互斥锁慢路径:1;其他路径:1
835,3,1646943,1,29,50.87136,2,42.47808,8.336360566318035,40.95899988897145,1.5759995440021157,0,0.42699999175965786,0;1;2;3,72,2,PI互斥锁释放:1;其他路径:1
835,3,1646943,2,65,50.34912,2,45.813472000000004,7.0671197026968,41.79800022393465,1.484000007621944,0,0.517000094987452,0;1;2;3;5,47,0,
835,3,1646943,3,69,14.400128,2,11.679616,7.57312832865864,5.646000034175813,1.180999563075602,0,0.4879999905824661,1;2;7;8;9;11,38,1,其他路径:1
836,1,1646949,1,27,94.819296,3,89.020512,13.442295836284757,78.59499985352159,2.7820002287626266,0,0.1829999964684248,1;3;8;9;10;11,121,1,PI互斥锁释放:1
836,2,1646952,1,26,96.617504,3,86.58729600000001,12.58950331248343,78.00200011115521,6.026000599376857,0,1.6469999682158232,2;8;9;10;11,131,1,libtorch CPU路径:1
836,2,1646952,2,66,25.495136,3,21.594912,10.498135699890554,13.74700025189668,1.2500000884756446,0,0.17399992793798447,9;11,63,2,PI互斥锁释放:1;cuBLASLt启发式查询:1
836,3,1646961,1,29,39.786848,2,35.204480000000004,8.408847730606794,29.71599984448403,1.6620004316791892,0,0.12999994214624166,1;2;9;10;11,68,0,
836,3,1646961,2,65,68.269024,2,61.281952000000004,8.371024043299258,58.7880004895851,1.10999948810786,0,0.1829999964684248,1;8;9;10;11,61,2,PI互斥锁释放:1;libtorch CPU路径:1
836,3,1646961,3,69,13.864128,2,11.579392,6.864128517918289,6.1350001487880945,0.8649993687868118,0,0.1300000585615635,1;8;9;10;11,51,2,其他路径:2
836,3,1646946,1,28,72.354912,2,68.968,8.089912123978138,57.99899995326996,6.265999865718186,0,2.3529999889433384,0;1;2;3;8;9;10;11,94,1,其他路径:1
836,3,1646946,2,64,40.25456,2,31.771968,8.161560166627169,30.723999603651464,1.3690001796931028,0,0.24399999529123306,8;9;10;11,55,1,libtorch CPU路径:1
836,3,1646946,3,68,14.820256,3,12.741664,8.559255860745907,5.378999747335911,0.8820004295557737,0,0.2859999658539891,1;8;9;10;11,43,1,libtorch CUDA路径:1
837,1,1646947,1,27,65.033312,3,59.049632,12.234311318024993,50.59100070502609,2.208000048995018,0,0.6059999577701092,0;1;3;8;9;10;11,84,1,其他路径:1
837,2,1646945,1,26,94.867936,3,88.94479999999999,13.650935725308955,77.00900011695921,4.208000143989921,0,0.5660000024363399,8;9;10;11,100,2,PI互斥锁释放:1;libtorch CUDA路径:1
837,2,1646945,2,66,27.505344,3,23.000096,12.062344467267394,13.925999868661165,1.516999676823616,0,0.10199996177107096,8;9;10;11,85,0,
837,3,1646943,1,28,74.782496,2,71.372128,9.598495555110276,59.377000434324145,5.806999979540706,0,1.9639999372884631,3;8;9;10;11,87,1,libtorch CUDA路径:1
837,3,1646943,2,64,35.95392,2,27.716768000000002,8.664920344017446,26.224000030197203,1.0649996111169457,0,0.1039999770000577,8;9;10;11,53,0,
837,3,1646943,3,68,15.612128,3,13.738688,9.360128897242248,5.447999574244022,0.8039996027946472,0,0.0879999715834856,8;9;10,54,1,libtorch CUDA路径:1
837,3,1646959,1,29,42.221536,2,37.6904,8.731536334380507,31.766000320203602,1.7239993903785944,0,0.2679999452084303,0;1;3;4;8;9;10;11,66,2,libtorch CPU路径:2
837,3,1646959,2,65,64.306752,2,57.242751999999996,8.836752153001726,52.22599965054542,3.244000254198909,0,1.9340000580996275,8;9;10;11,53,0,
837,3,1646959,3,69,15.193728,2,12.997824000000001,8.000728441402316,5.641999770887196,1.5509998193010688,0,0.4130000015720725,8;9;10;11,66,2,cuDNN路径:1;libtorch CPU路径:1
838,1,1646946,1,27,95.103296,3,79.842016,12.672295328229666,78.22600018698722,4.205000470392406,0,1.231999951414764,0;1;2;3;9;10,106,1,PI互斥锁释放:1
838,2,1646952,1,26,103.185056,3,95.69872,12.903055641800165,86.56800026074052,3.7140001077204943,0,0.5639999872073531,0;1;2;3;11,110,1,其他路径:1
838,2,1646952,2,66,20.88608,3,14.227584,10.23308013100177,1.792999915778637,8.859999943524599,0,1.9259999971836805,0;2,47,1,其他路径:1
838,3,1646961,1,28,56.216288,2,53.215807999999996,9.450288722291589,44.685999397188425,2.0799998892471194,0,0.2749999985098839,0;1;2;3;9;10;11,70,0,
