frame_index,worker_model_count,worker_tid,cpu,running_ms
887,3,1646944,0,11.958344490267336
887,3,1646944,1,4.429616034030914
887,3,1646944,2,5.589735694229603
887,3,1646944,3,5.304999882355332
887,4,1646955,0,11.594103765673935
887,4,1646955,1,8.556752000004053
887,4,1646955,2,10.038528474979103
887,4,1646955,3,2.949999994598329
887,4,1646955,4,0.6917119026184082
887,4,1646955,7,0.13099994976073503
888,1,1646953,0,2.9349998803809285
888,1,1646953,1,0.0790000194683671
888,1,1646953,2,2.274000085890293
888,1,1646953,3,8.656960097141564
888,1,1646953,6,0.5990559002384543
888,1,1646953,7,0.725999940186739
888,2,1646959,0,12.0619599474594
888,2,1646959,1,0.7406481308862567
888,2,1646959,2,0.6270000012591481
888,2,1646959,3,15.164001262746751
888,2,1646959,8,1.857199938967824
888,3,1646949,0,14.632593025453389
888,3,1646949,1,1.208239933475852
888,3,1646949,2,0.4960000514984131
888,3,1646949,3,17.8612720919773
888,3,1646949,10,3.322000033222139
888,3,1646949,11,2.780664130114019
888,4,1646942,0,8.663999964483082
888,4,1646942,1,7.3999997694045305
888,4,1646942,2,0.9554157732054591
888,4,1646942,3,26.6715195029974
889,1,1646950,4,0.9478398133069277
889,1,1646950,7,1.4540001284331083
889,1,1646950,8,0.9830002672970295
889,1,1646950,9,0.6099998718127608
889,1,1646950,10,6.397024495527148
889,1,1646950,11,2.60999973397702
889,2,1646945,4,1.0319999419152737
889,2,1646945,7,2.091487869620323
889,2,1646945,8,3.422871930524707
889,2,1646945,9,2.112999791279435
889,2,1646945,10,4.458000534214079
889,2,1646945,11,7.046272046864033
889,3,1646955,1,0.09999994654208422
889,3,1646955,8,12.831392115913332
889,3,1646955,9,2.5539996568113565
889,3,1646955,10,11.17244060151279
889,3,1646955,11,2.9140000697225332
889,4,1646944,8,3.2140002585947514
889,4,1646944,9,12.662392109632492
889,4,1646944,10,16.86351140961051
889,4,1646944,11,5.931767751462758
890,1,1646958,8,6.935624172911048
890,1,1646958,9,2.692471840418875
890,1,1646958,10,1.259000040590763
890,1,1646958,11,3.8209997583180666
890,2,1646942,0,0.04600000102072954
890,2,1646942,1,0.1678640255704522
890,2,1646942,8,2.9589994810521603
890,2,1646942,9,4.05600038357079
890,2,1646942,10,5.445824936032295
890,2,1646942,11,8.68454365991056
890,3,1646954,0,1.0989997535943985
890,3,1646954,1,7.498951978050172
890,3,1646954,3,0.6410001078620553
890,3,1646954,8,4.501000163145363
890,3,1646954,9,7.180872140452266
890,3,1646954,10,2.4560000747442245
890,3,1646954,11,7.019768352620304
890,4,1646949,1,3.701999899931252
890,4,1646949,3,11.91755139734596
890,4,1646949,8,6.094624986872077
890,4,1646949,9,3.6719992058351636
890,4,1646949,10,8.744639810174704
890,4,1646949,11,2.01770372223109
891,1,1646946,0,0.1770000671967864
891,1,1646946,1,0.6679999642074108
891,1,1646946,3,2.007000148296356
891,1,1646946,8,2.0490001188591123
891,1,1646946,9,2.2723760921508074
891,1,1646946,10,5.750744021497667
891,1,1646946,11,1.8750001909211278
891,2,1646944,0,0.18900004215538502
891,2,1646944,8,4.83911985065788
891,2,1646944,9,8.860464091412723
891,2,1646944,10,2.855999511666596
891,2,1646944,11,5.330999847501516
891,3,1646948,0,1.702880603261292
891,3,1646948,3,0.6253118626773357
891,3,1646948,8,9.122999850660563
891,3,1646948,9,4.950999864377081
891,3,1646948,10,9.135567233897746
891,3,1646948,11,5.82190346904099
891,4,1646955,0,11.845655273646116
891,4,1646955,1,1.5530000673606992
891,4,1646955,3,0.4594159545376897
891,4,1646955,8,9.95472853537649
891,4,1646955,9,5.891471984796226
891,4,1646955,10,8.405528380535543
891,4,1646955,11,2.2730003111064434
