frame_index,trace_id,node,tid,enter_ns,exit_ns,duration_ms
888,17293852238736786880,container,1645396,968508800484384,968508800981792,0.497408
888,17293852238736786880,semantic_map_prepare,1645396,968508809007072,968508810106592,1.09952
888,17293852238736786880,semantic_base_copy,1645396,968508810114208,968508811563520,1.449312
888,17293852238736786880,cyber_taskmanager_queue_enqueue,1645396,968508811575136,968508811583104,0.007968
888,17293852238736786880,cyber_taskmanager_notify_task,1645396,968508811584704,968508811608256,0.023552
888,17293852238736786880,cyber_taskmanager_notify_task,1645396,968508811609376,968508811619200,0.009824
888,17293852238736786880,semantic_base_async_lock_wait,1645398,968508811654944,968508811656512,0.001568
888,17293852238736786880,cyber_taskmanager_notify_task,1645396,968508811620000,968508811676128,0.056128
888,17293852238736786880,cyber_taskmanager_notify_task,1645396,968508811677728,968508811692480,0.014752
888,17293852238736786880,cyber_taskmanager_notify_task,1645396,968508811693344,968508811704256,0.010912
888,17293852238736786880,cyber_taskmanager_notify_task,1645396,968508811705280,968508811714944,0.009664
888,17293852238736786880,cyber_taskmanager_notify_task,1645396,968508811715776,968508811726016,0.01024
888,17293852238736786880,cyber_taskmanager_notify_task,1645396,968508811726784,968508811736928,0.010144
888,17293852238736786880,cyber_taskmanager_notify_task,1645396,968508811737664,968508811748704,0.01104
888,17293852238736786880,cyber_taskmanager_notify_task,1645396,968508811749504,968508811759648,0.010144
888,17293852238736786880,cyber_taskmanager_notify_task,1645396,968508811760448,968508811769952,0.009504
888,17293852238736786880,cyber_taskmanager_notify_task,1645396,968508811770848,968508811780704,0.009856
888,17293852238736786880,cyber_taskmanager_notify_task,1645396,968508811781632,968508811792352,0.01072
888,17293852238736786880,cyber_taskmanager_notify_task,1645396,968508811793184,968508811802816,0.009632
888,17293852238736786880,cyber_taskmanager_notify_task,1645396,968508811803392,968508811814016,0.010624
888,17293852238736786880,cyber_taskmanager_notify_task,1645396,968508811814848,968508811816480,0.001632
888,17293852238736786880,cyber_taskmanager_notify_tasks,1645396,968508811584064,968508811817216,0.233152
888,17293852238736786880,semantic_base_async_submit,1645396,968508811569152,968508811818240,0.249088
888,17293852238736786880,semantic_base_async_future_replace,1645396,968508811819168,968508811820448,0.00128
888,17293852238736786880,semantic_base_async_schedule,1645396,968508811568064,968508811821056,0.252992
888,17293852238736786880,semantic_base_image,1645396,968508810112608,968508811821824,1.709216
888,17293852238736786880,semantic_adc_draw,1645396,968508811822720,968508811823968,0.001248
888,17293852238736786880,semantic_obstacle_history_draw,1645396,968508811824672,968508812332640,0.507968
888,17293852238736786880,semantic_history_cache_copy,1645396,968508812335712,968508812578560,0.242848
888,17293852238736786880,semantic_map_run,1645396,968508810110368,968508812580384,2.470016
888,17293852238736786880,semantic_draw_roads,1645398,968508812145152,968508813801376,1.656224
888,17293852238736786880,semantic_draw_junctions,1645398,968508813804800,968508813972896,0.168096
888,17293852238736786880,semantic_draw_crosswalks,1645398,968508813975456,968508813981024,0.005568
888,17293852238736786880,semantic_draw_lanes,1645398,968508813981920,968508822932736,8.950816
888,17293852238736786880,semantic_base_async_draw,1645398,968508811651808,968508822937312,11.285504
888,17293852238736786880,cruise_mlp_inference,1646942,968508815094784,968508835481216,20.386432
888,17293852238736786880,cruise_mlp_inference,1646953,968508815113024,968508842777984,27.66496
888,17293852238736786880,cruise_mlp_inference,1646949,968508815371744,968508855175936,39.804192
888,17293852238736786880,cruise_mlp_inference,1646959,968508815142240,968508857494528,42.352288
888,17293852238736786880,cruise_mlp_inference,1646953,968508844973088,968508905153760,60.180672
888,17293852238736786880,cruise_mlp_inference,1646942,968508842682240,968508906788128,64.105888
888,17293852238736786880,model_cruise_mlp,1646942,968508812724320,968508906795264,94.070944
888,17293852238736786880,cruise_mlp_inference,1646959,968508859880992,968508916994400,57.113408
888,17293852238736786880,model_cruise_mlp,1646959,968508812757536,968508917005792,104.248256
888,17293852238736786880,cruise_mlp_inference,1646949,968508859990880,968508922974176,62.983296
888,17293852238736786880,cruise_mlp_inference,1646942,968508908352544,968508928292512,19.939968
888,17293852238736786880,cruise_mlp_inference,1646953,968508906463936,968508932650848,26.186912
888,17293852238736786880,model_cruise_mlp,1646953,968508812747680,968508932661696,119.914016
888,17293852238736786880,cruise_mlp_inference,1646949,968508923916128,968508949109184,25.193056
888,17293852238736786880,model_cruise_mlp,1646949,968508812729024,968508949122144,136.39312
888,17293852238736786880,cruise_mlp_inference,1646959,968508919976576,968508959873536,39.89696
888,17293852238736786880,cruise_mlp_inference,1646942,968508933060640,968508970613504,37.552864
888,17293852238736786880,model_cruise_mlp,1646942,968508906835680,968508970640832,63.805152
888,17293852238736786880,cruise_mlp_inference,1646959,968508962072032,968508987279744,25.207712
888,17293852238736786880,cruise_mlp_inference,1646942,968508972032544,968508989617696,17.585152
888,17293852238736786880,cruise_mlp_inference,1646949,968508952271904,968508999479744,47.20784
888,17293852238736786880,cruise_mlp_inference,1646942,968508997441536,968509012015136,14.5736
888,17293852238736786880,cruise_mlp_inference,1646959,968508991997280,968509022223456,30.226176
888,17293852238736786880,model_cruise_mlp,1646959,968508917244832,968509022256384,105.011552
888,17293852238736786880,cruise_mlp_inference,1646942,968509014337280,968509034512096,20.174816
888,17293852238736786880,model_cruise_mlp,1646942,968508970691040,968509034521056,63.830016
888,17293852238736786880,cruise_mlp_inference,1646949,968509002143424,968509036848192,34.704768
888,17293852238736786880,model_cruise_mlp,1646949,968508949171584,968509036859328,87.687744
888,17293852238736786880,cruise_mlp_inference,1646942,968509037214912,968509040255808,3.040896
888,17293852238736786880,cruise_mlp_inference,1646942,968509041190848,968509044562240,3.371392
888,17293852238736786880,cruise_mlp_inference,1646942,968509048219872,968509054756096,6.536224
888,17293852238736786880,model_cruise_mlp,1646942,968509034563552,968509054765376,20.201824
888,17293852238736786880,cruise_mlp_inference,1646949,968509051936672,968509058579616,6.642944
888,17293852238736786880,cruise_mlp_inference,1646949,968509059729184,968509062270592,2.541408
888,17293852238736786880,cruise_mlp_inference,1646949,968509063040800,968509065884832,2.844032
888,17293852238736786880,model_cruise_mlp,1646949,968509047206496,968509065894400,18.687904
888,17293852238736786880,thread_pool_run,1645396,968508812581728,968509065943520,253.361792
888,17293852238736786880,evaluator,1645396,968508809000992,968509065949120,256.948128
888,17293852238736786880,predictor,1645396,968509065950784,968509068701728,2.750944
888,17293852238736786880,perception,1645396,968508801034272,968509068843808,267.809536
888,17293852238736786880,writer,1645396,968509068857760,968509069512896,0.655136
888,17293852238736786880,proc,1645396,968508800481632,968509069612672,269.13104
