frame_index,trace_id,input_perception_seq,prediction_output_seq,lidar_trace_id,lidar_frame_index,lidar_data_ts_ns,callback_tid,log_tid,lidar_enter_ns,perception_output_ns,prediction_enter_ns,prediction_exit_ns,complete,execution_ms,upstream_perception_ms,dispatch_proxy_ms,lidar_to_prediction_complete_ms,perception_to_prediction_complete_ms,container_calls,container_sum_ms,container_max_ms,cruise_mlp_inference_calls,cruise_mlp_inference_sum_ms,cruise_mlp_inference_max_ms,cyber_taskmanager_notify_task_calls,cyber_taskmanager_notify_task_sum_ms,cyber_taskmanager_notify_task_max_ms,cyber_taskmanager_notify_tasks_calls,cyber_taskmanager_notify_tasks_sum_ms,cyber_taskmanager_notify_tasks_max_ms,cyber_taskmanager_queue_enqueue_calls,cyber_taskmanager_queue_enqueue_sum_ms,cyber_taskmanager_queue_enqueue_max_ms,evaluator_calls,evaluator_sum_ms,evaluator_max_ms,model_cruise_mlp_calls,model_cruise_mlp_sum_ms,model_cruise_mlp_max_ms,perception_calls,perception_sum_ms,perception_max_ms,predictor_calls,predictor_sum_ms,predictor_max_ms,proc_calls,proc_sum_ms,proc_max_ms,semantic_adc_draw_calls,semantic_adc_draw_sum_ms,semantic_adc_draw_max_ms,semantic_base_async_draw_calls,semantic_base_async_draw_sum_ms,semantic_base_async_draw_max_ms,semantic_base_async_future_replace_calls,semantic_base_async_future_replace_sum_ms,semantic_base_async_future_replace_max_ms,semantic_base_async_lock_wait_calls,semantic_base_async_lock_wait_sum_ms,semantic_base_async_lock_wait_max_ms,semantic_base_async_schedule_calls,semantic_base_async_schedule_sum_ms,semantic_base_async_schedule_max_ms,semantic_base_async_submit_calls,semantic_base_async_submit_sum_ms,semantic_base_async_submit_max_ms,semantic_base_copy_calls,semantic_base_copy_sum_ms,semantic_base_copy_max_ms,semantic_base_image_calls,semantic_base_image_sum_ms,semantic_base_image_max_ms,semantic_draw_crosswalks_calls,semantic_draw_crosswalks_sum_ms,semantic_draw_crosswalks_max_ms,semantic_draw_junctions_calls,semantic_draw_junctions_sum_ms,semantic_draw_junctions_max_ms,semantic_draw_lanes_calls,semantic_draw_lanes_sum_ms,semantic_draw_lanes_max_ms,semantic_draw_roads_calls,semantic_draw_roads_sum_ms,semantic_draw_roads_max_ms,semantic_history_cache_copy_calls,semantic_history_cache_copy_sum_ms,semantic_history_cache_copy_max_ms,semantic_map_prepare_calls,semantic_map_prepare_sum_ms,semantic_map_prepare_max_ms,semantic_map_run_calls,semantic_map_run_sum_ms,semantic_map_run_max_ms,semantic_obstacle_history_draw_calls,semantic_obstacle_history_draw_sum_ms,semantic_obstacle_history_draw_max_ms,thread_pool_run_calls,thread_pool_run_sum_ms,thread_pool_run_max_ms,writer_calls,writer_sum_ms,writer_max_ms,all_traced_span_ms,execution_ms_p99_tail,dispatch_proxy_ms_p99_tail,upstream_perception_ms_p99_tail,lidar_to_prediction_complete_ms_p99_tail,perception_to_prediction_complete_ms_p99_tail,all_traced_span_ms_p99_tail,previous20_execution_median_ms,local_execution_jump,anomaly_categories,jointly_prediction_planning_inference_calls,jointly_prediction_planning_inference_sum_ms,jointly_prediction_planning_inference_max_ms,model_jointly_prediction_planning_calls,model_jointly_prediction_planning_sum_ms,model_jointly_prediction_planning_max_ms
888,17293852238736786880,1523,1242,72087263672010227,915,1788865100329002892,1645396,1645396,968508625798336,968508773416544,968508800481632,968509069612672,True,269.13104,147.618208,27.065088,443.814336,296.196128,1,0.497408,0.497408,26,738.0178559999999,64.105888,16,0.218368,0.056128,1,0.233152,0.233152,1,0.007968,0.007968,1,256.948128,256.948128,10,813.8505279999998,136.39312,1,267.809536,267.809536,1,2.750944,2.750944,1,269.13104,269.13104,1,0.001248,0.001248,1,11.285504,11.285504,1,0.00128,0.00128,1,0.001568,0.001568,1,0.252992,0.252992,1,0.249088,0.249088,1,1.449312,1.449312,1,1.709216,1.709216,1,0.005568,0.005568,1,0.168096,0.168096,1,8.950816,8.950816,1,1.656224,1.656224,1,0.242848,0.242848,1,1.09952,1.09952,1,2.470016,2.470016,1,0.507968,0.507968,1,253.361792,253.361792,1,0.655136,0.655136,269.13104,True,True,False,True,True,True,138.815008,False,execution_ms;dispatch_proxy_ms;lidar_to_prediction_complete_ms;perception_to_prediction_complete_ms;all_traced_span_ms,,,,,,
