role,actor_id,actor_type,role_name,carla_frame,carla_timestamp_sec,wall_time_unix_ns,location_x,location_y,location_z,rotation_yaw,velocity_x,velocity_y,velocity_z
ego,147,vehicle.lincoln.mkz_2017,hero,853,85.74653206951916,1783834558812091063,-6.308767795562744,-207.60354614257812,0.03297334536910057,89.29125213623047,0.10946489870548248,8.497228622436523,1.6498564946232364e-05
ego,147,vehicle.lincoln.mkz_2017,hero,854,85.84653207100928,1783834558931114785,-6.298084735870361,-206.7691192626953,0.03361986204981804,89.27236938476562,0.10857062041759491,8.271320343017578,8.459091077384073e-06
ego,147,vehicle.lincoln.mkz_2017,hero,855,85.9465320724994,1783834559053864434,-6.287384033203125,-205.9516143798828,0.033927593380212784,89.25513458251953,0.10930242389440536,8.152420997619629,2.0122527075727703e-06
ego,147,vehicle.lincoln.mkz_2017,hero,856,86.04653207398951,1783834559175123324,-6.2765350341796875,-205.13922119140625,0.03397466614842415,89.239501953125,0.11116836965084076,8.152613639831543,1.3542174883696134e-06
ego,147,vehicle.lincoln.mkz_2017,hero,857,86.14653207547963,1783834559300329035,-6.26540470123291,-204.3200225830078,0.033870257437229156,89.22566223144531,0.11444787681102753,8.27267837524414,1.3923644246460753e-06
ego,147,vehicle.lincoln.mkz_2017,hero,858,86.24653207696974,1783834559428839864,-6.253844261169434,-203.48216247558594,0.03368386998772621,89.21318817138672,0.11930906027555466,8.511940956115723,-2.6035309019789565e-06
ego,147,vehicle.lincoln.mkz_2017,hero,859,86.34653207845986,1783834559552815834,-6.241718769073486,-202.61407470703125,0.03345823287963867,89.20243835449219,0.12529458105564117,8.859268188476562,-2.079010073430254e-06
ego,147,vehicle.lincoln.mkz_2017,hero,860,86.44653207994998,1783834559676248878,-6.2289347648620605,-201.70655822753906,0.033236559480428696,89.19416046142578,0.13192671537399292,9.285922050476074,-4.38690176451928e-06
ego,147,vehicle.lincoln.mkz_2017,hero,861,86.54653208144009,1783834559798547905,-6.215461254119873,-200.75372314453125,0.0330549031496048,89.18939208984375,0.13836120069026947,9.749937057495117,-4.0531158447265625e-06
ego,147,vehicle.lincoln.mkz_2017,hero,862,86.64653208293021,1783834559920884769,-6.201354026794434,-199.75454711914062,0.0329468734562397,89.18915557861328,0.14378617703914642,10.203741073608398,-1.821517912503623e-06
ego,147,vehicle.lincoln.mkz_2017,hero,863,86.74653208442032,1783834560045327367,-6.18671989440918,-198.71200561523438,0.03292001783847809,89.19341278076172,0.1480576992034912,10.615729331970215,-3.042220896531944e-06
