schema_version,bridge_entry_file,settings_source_file,injector_source_file,process_id,process_working_directory,activation_speed_mps,brake_threshold_percentage,log_all_delayed_commands,sequence,control_header_time_sec,receive_wall_time_unix_ns,receive_monotonic_ns,receive_carla_frame,receive_carla_elapsed_sec,release_wall_time_unix_ns,release_monotonic_ns,apply_call_start_wall_time_unix_ns,apply_call_start_monotonic_ns,apply_call_end_wall_time_unix_ns,apply_call_end_monotonic_ns,apply_wall_time_unix_ns,apply_monotonic_ns,apply_carla_frame,apply_carla_elapsed_sec,requested_delay_ms,actual_delay_ms,api_completion_delay_ms,api_call_duration_ms,actual_frame_delay,actual_sim_delay_ms,ego_speed_mps_at_receive,throttle_percentage,brake_percentage,steering_target_percentage,first_effective_brake,queue_depth,status
scb_control_delay_v3,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/main.py,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/config/settings.yaml,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/control_delay_injector.py,3292445,/apollo,15.0,20.0,0,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,0,BRIDGE_CONFIG_LOADED
scb_control_delay_v3,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/main.py,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/config/settings.yaml,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/control_delay_injector.py,3292445,/apollo,15.0,20.0,0,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,0,INITIALIZED
scb_control_delay_v3,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/main.py,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/config/settings.yaml,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/control_delay_injector.py,3292445,/apollo,15.0,20.0,0,1,1785124928.5937235,1785124928595887030,329860591579285,1095,109.95253106183372,1785124928896176821,329860891896947,1785124928896177063,329860891897478,1785124928896224508,329860891944626,1785124928896224508,329860891944626,1098,110.25253106630407,300.0,300.317662,300.365341,0.047148,3,300.00000447034836,12.375411419480804,0.0,20.236135823486038,0.31472228802641855,1,1,APPLIED
