frame_index,trace_id,node,tid,enter_ns,exit_ns,duration_ms
891,17293852238736786884,container,1645404,968509386301248,968509387044448,0.7432
891,17293852238736786884,semantic_map_prepare,1645404,968509394787840,968509396053056,1.265216
891,17293852238736786884,semantic_base_copy,1645404,968509396063520,968509397724032,1.660512
891,17293852238736786884,cyber_taskmanager_queue_enqueue,1645404,968509397738656,968509397748352,0.009696
891,17293852238736786884,cyber_taskmanager_notify_task,1645404,968509397750368,968509397775808,0.02544
891,17293852238736786884,cyber_taskmanager_notify_task,1645404,968509397776960,968509397790528,0.013568
891,17293852238736786884,semantic_base_async_lock_wait,1645391,968509397820704,968509397822176,0.001472
891,17293852238736786884,cyber_taskmanager_notify_task,1645404,968509397791456,968509397828672,0.037216
891,17293852238736786884,cyber_taskmanager_notify_task,1645404,968509397829920,968509397843648,0.013728
891,17293852238736786884,cyber_taskmanager_notify_task,1645404,968509397844544,968509397878688,0.034144
891,17293852238736786884,cyber_taskmanager_notify_task,1645404,968509397879552,968509397911712,0.03216
891,17293852238736786884,cyber_taskmanager_notify_task,1645404,968509397912608,968509397945728,0.03312
891,17293852238736786884,cyber_taskmanager_notify_task,1645404,968509397946912,968509397976992,0.03008
891,17293852238736786884,cyber_taskmanager_notify_task,1645404,968509397978176,968509397990560,0.012384
891,17293852238736786884,cyber_taskmanager_notify_task,1645404,968509397991680,968509398018752,0.027072
891,17293852238736786884,cyber_taskmanager_notify_task,1645404,968509398020416,968509398063872,0.043456
891,17293852238736786884,cyber_taskmanager_notify_task,1645404,968509398065472,968509399019360,0.953888
891,17293852238736786884,cyber_taskmanager_notify_task,1645404,968509399022624,968509399041408,0.018784
891,17293852238736786884,cyber_taskmanager_notify_task,1645404,968509399042592,968509399125888,0.083296
891,17293852238736786884,cyber_taskmanager_notify_task,1645404,968509399127776,968509399144512,0.016736
891,17293852238736786884,cyber_taskmanager_notify_task,1645404,968509399145632,968509399159936,0.014304
891,17293852238736786884,cyber_taskmanager_notify_tasks,1645404,968509397749376,968509399161440,1.412064
891,17293852238736786884,semantic_base_async_submit,1645404,968509397729920,968509399164064,1.434144
891,17293852238736786884,semantic_base_async_future_replace,1645404,968509399165312,968509399166816,0.001504
891,17293852238736786884,semantic_base_async_schedule,1645404,968509397728864,968509399167552,1.438688
891,17293852238736786884,semantic_base_image,1645404,968509396062016,968509399168384,3.106368
891,17293852238736786884,semantic_adc_draw,1645404,968509399169952,968509399172160,0.002208
891,17293852238736786884,semantic_obstacle_history_draw,1645404,968509399172576,968509400021312,0.848736
891,17293852238736786884,semantic_history_cache_copy,1645404,968509400025568,968509400355840,0.330272
891,17293852238736786884,semantic_map_run,1645404,968509396056832,968509400358752,4.30192
891,17293852238736786884,semantic_draw_roads,1645391,968509398445504,968509400396480,1.950976
891,17293852238736786884,semantic_draw_junctions,1645391,968509400399392,968509400631328,0.231936
891,17293852238736786884,semantic_draw_crosswalks,1645391,968509400634240,968509400640992,0.006752
891,17293852238736786884,semantic_draw_lanes,1645391,968509400641824,968509414547488,13.905664
891,17293852238736786884,semantic_base_async_draw,1645391,968509397818336,968509414553568,16.735232
891,17293852238736786884,cruise_mlp_inference,1646955,968509403254464,968509421103072,17.848608
891,17293852238736786884,cruise_mlp_inference,1646944,968509403263648,968509430861280,27.597632
891,17293852238736786884,cruise_mlp_inference,1646948,968509404378784,968509433289376,28.910592
891,17293852238736786884,cruise_mlp_inference,1646946,968509403253248,968509440870976,37.617728
891,17293852238736786884,cruise_mlp_inference,1646955,968509423275456,968509455999552,32.724096
891,17293852238736786884,model_cruise_mlp,1646955,968509400551008,968509456007904,55.456896
891,17293852238736786884,cruise_mlp_inference,1646948,968509439160224,968509465817440,26.657216
891,17293852238736786884,cruise_mlp_inference,1646944,968509438107840,968509475689088,37.581248
891,17293852238736786884,model_cruise_mlp,1646944,968509401191616,968509475698336,74.50672
891,17293852238736786884,cruise_mlp_inference,1646946,968509443066144,968509477496128,34.429984
891,17293852238736786884,cruise_mlp_inference,1646955,968509463126880,968509486589376,23.462496
891,17293852238736786884,cruise_mlp_inference,1646948,968509472960672,968509488425504,15.464832
891,17293852238736786884,model_cruise_mlp,1646948,968509400587424,968509488433280,87.845856
891,17293852238736786884,cruise_mlp_inference,1646946,968509478217856,968509489681248,11.463392
891,17293852238736786884,model_cruise_mlp,1646946,968509400555360,968509489700480,89.14512
891,17293852238736786884,cruise_mlp_inference,1646944,968509476682528,968509492107840,15.425312
891,17293852238736786884,cruise_mlp_inference,1646955,968509487892832,968509494777536,6.884704
891,17293852238736786884,model_cruise_mlp,1646955,968509456062432,968509494786496,38.724064
891,17293852238736786884,cruise_mlp_inference,1646948,968509489868128,968509495777152,5.909024
891,17293852238736786884,cruise_mlp_inference,1646944,968509492790048,968509497918848,5.1288
891,17293852238736786884,cruise_mlp_inference,1646948,968509496201760,968509499325056,3.123296
891,17293852238736786884,model_cruise_mlp,1646948,968509488474400,968509499364736,10.890336
891,17293852238736786884,cruise_mlp_inference,1646944,968509498774624,968509503032832,4.258208
891,17293852238736786884,model_cruise_mlp,1646944,968509475736608,968509503041472,27.304864
891,17293852238736786884,cruise_mlp_inference,1646955,968509495858848,968509503306240,7.447392
891,17293852238736786884,cruise_mlp_inference,1646948,968509500017216,968509504568800,4.551584
891,17293852238736786884,cruise_mlp_inference,1646955,968509503735968,968509506626240,2.890272
891,17293852238736786884,cruise_mlp_inference,1646948,968509505128768,968509508890080,3.761312
891,17293852238736786884,cruise_mlp_inference,1646955,968509507047840,968509509328384,2.280544
891,17293852238736786884,model_cruise_mlp,1646955,968509494875840,968509509334336,14.458496
891,17293852238736786884,cruise_mlp_inference,1646948,968509509254560,968509512170080,2.91552
891,17293852238736786884,model_cruise_mlp,1646948,968509499407168,968509512176640,12.769472
891,17293852238736786884,cruise_mlp_inference,1646955,968509509960416,968509514115520,4.155104
891,17293852238736786884,cruise_mlp_inference,1646955,968509515818880,968509524385536,8.566656
891,17293852238736786884,cruise_mlp_inference,1646955,968509526537408,968509539102688,12.56528
891,17293852238736786884,model_cruise_mlp,1646955,968509509371808,968509539113152,29.741344
891,17293852238736786884,thread_pool_run,1645404,968509400360768,968509539193088,138.83232
891,17293852238736786884,evaluator,1645404,968509394782944,968509539200352,144.417408
891,17293852238736786884,predictor,1645404,968509539202240,968509540473536,1.271296
891,17293852238736786884,perception,1645404,968509387107136,968509540583936,153.4768
891,17293852238736786884,writer,1645404,968509540596192,968509541038560,0.442368
891,17293852238736786884,proc,1645404,968509386297056,968509541117984,154.820928
