sensor_channel,sensor_record_time_sec,sensor_header_timestamp_sec,sensor_sequence_num,control_count_until_next_sensor,first_control_seq,reaction_time_ms,last_control_seq,data_age_ms
/apollo/sensor/gnss/corrected_imu,1783598396.486568,1783598396.4830308,0,0,,,,
/apollo/sensor/gnss/corrected_imu,1783598396.5890434,1783598396.5830665,0,9,8821,11.5509033203125,8829,91.705322265625
/apollo/sensor/gnss/corrected_imu,1783598396.6863575,1783598396.683093,0,10,8830,4.147529602050781,8839,94.49267387390137
/apollo/sensor/gnss/corrected_imu,1783598396.7855785,1783598396.7831302,0,10,8840,8.213281631469727,8849,94.74968910217285
/apollo/sensor/gnss/corrected_imu,1783598396.886171,1783598396.8831332,0,10,8850,4.193544387817383,8859,96.58575057983398
/apollo/sensor/gnss/corrected_imu,1783598396.986187,1783598396.9839292,0,10,8860,4.647493362426758,8869,94.58374977111816
/apollo/sensor/gnss/corrected_imu,1783598397.085383,1783598397.0830302,0,10,8870,5.388021469116211,8879,94.96021270751953
/apollo/sensor/gnss/corrected_imu,1783598397.1862395,1783598397.183239,0,10,8880,4.286289215087891,8889,94.3453311920166
/apollo/sensor/gnss/corrected_imu,1783598397.2858026,1783598397.2832465,0,10,8890,4.774332046508789,8899,94.83528137207031
/apollo/sensor/gnss/corrected_imu,1783598397.3866265,1783598397.3831363,0,10,8900,4.238367080688477,8909,93.83988380432129
/apollo/sensor/gnss/corrected_imu,1783598397.4858682,1783598397.483131,0,10,8910,4.723310470581055,8919,94.79379653930664
/apollo/sensor/gnss/corrected_imu,1783598397.5861325,1783598397.5832176,0,10,8920,4.732370376586914,8929,94.41542625427246
/apollo/sensor/gnss/corrected_imu,1783598397.6854308,1783598397.6828961,0,10,8930,5.049467086791992,8939,95.00956535339355
/apollo/sensor/gnss/corrected_imu,1783598397.7859495,1783598397.7829494,0,10,8940,4.7245025634765625,8949,94.78545188903809
/apollo/sensor/gnss/corrected_imu,1783598397.886241,1783598397.8831058,0,10,8950,4.410028457641602,8959,94.03109550476074
/apollo/sensor/gnss/corrected_imu,1783598397.9859998,1783598397.9831069,0,10,8960,4.401922225952148,8969,94.3598747253418
/apollo/sensor/gnss/corrected_imu,1783598398.0858805,1783598398.0831192,0,10,8970,4.5680999755859375,8979,94.75922584533691
/apollo/sensor/gnss/corrected_imu,1783598398.1865475,1783598398.1831174,0,10,8980,3.940582275390625,8989,93.98388862609863
/apollo/sensor/gnss/corrected_imu,1783598398.2856705,1783598398.283151,0,10,8990,5.084991455078125,8999,94.69127655029297
/apollo/sensor/gnss/corrected_imu,1783598398.3861842,1783598398.3829467,0,10,9000,4.2057037353515625,9009,94.02942657470703
