record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,control_seq,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,input_trajectory_header_timestamp_sec,input_trajectory_header_sequence_num,input_trajectory_header_module_name,input_trajectory_header_lidar_timestamp,input_trajectory_header_camera_timestamp,input_trajectory_header_radar_timestamp,latest_replan_trajectory_header_timestamp_sec,latest_replan_trajectory_header_sequence_num,latest_replan_trajectory_header_module_name,latest_replan_trajectory_header_lidar_timestamp,latest_replan_trajectory_header_camera_timestamp,latest_replan_trajectory_header_radar_timestamp,input_localization_header_timestamp_sec,input_localization_header_sequence_num,input_localization_header_module_name,input_localization_header_lidar_timestamp,input_localization_header_camera_timestamp,input_localization_header_radar_timestamp,input_canbus_header_timestamp_sec,input_canbus_header_sequence_num,input_canbus_header_module_name,input_canbus_header_lidar_timestamp,input_canbus_header_camera_timestamp,input_canbus_header_radar_timestamp
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785256813687,1783596785.2568135,/apollo/control,apollo.control.ControlCommand,1783596785.2565382,12659,12659,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.1653254,1268,localization,0,0,0,1783596785.1624124,0,carla_bridge,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785266752697,1783596785.2667527,/apollo/control,apollo.control.ControlCommand,1783596785.2664878,12660,12660,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,0,carla_bridge,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785277020319,1783596785.2770205,/apollo/control,apollo.control.ControlCommand,1783596785.2766206,12661,12661,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,0,carla_bridge,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785286700766,1783596785.2867007,/apollo/control,apollo.control.ControlCommand,1783596785.2864614,12662,12662,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,0,carla_bridge,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785297082822,1783596785.297083,/apollo/control,apollo.control.ControlCommand,1783596785.2967675,12663,12663,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,0,carla_bridge,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785306871719,1783596785.306872,/apollo/control,apollo.control.ControlCommand,1783596785.3066165,12664,12664,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,0,carla_bridge,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785316899818,1783596785.3168998,/apollo/control,apollo.control.ControlCommand,1783596785.3166454,12665,12665,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,0,carla_bridge,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785326808492,1783596785.3268087,/apollo/control,apollo.control.ControlCommand,1783596785.3265476,12666,12666,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,0,carla_bridge,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785336777742,1783596785.3367777,/apollo/control,apollo.control.ControlCommand,1783596785.3365383,12667,12667,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,0,carla_bridge,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785346717041,1783596785.346717,/apollo/control,apollo.control.ControlCommand,1783596785.3464396,12668,12668,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,0,carla_bridge,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785357023160,1783596785.3570232,/apollo/control,apollo.control.ControlCommand,1783596785.3565915,12669,12669,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,0,carla_bridge,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785367048667,1783596785.3670487,/apollo/control,apollo.control.ControlCommand,1783596785.3667207,12670,12670,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,0,carla_bridge,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785377053470,1783596785.3770535,/apollo/control,apollo.control.ControlCommand,1783596785.3766708,12671,12671,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.3660758,1270,localization,0,0,0,1783596785.3636112,0,carla_bridge,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785387239587,1783596785.3872397,/apollo/control,apollo.control.ControlCommand,1783596785.3869107,12672,12672,control,1783596784762397524,0,0,1783596785.376567,232,planning,1783596784762397524,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.3660758,1270,localization,0,0,0,1783596785.3636112,0,carla_bridge,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785397217254,1783596785.3972173,/apollo/control,apollo.control.ControlCommand,1783596785.3968909,12673,12673,control,1783596784762397524,0,0,1783596785.376567,232,planning,1783596784762397524,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.3660758,1270,localization,0,0,0,1783596785.3636112,0,carla_bridge,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785405334257,1783596785.4053342,/apollo/control,apollo.control.ControlCommand,1783596785.4049058,12674,12674,control,1783596784762397524,0,0,1783596785.376567,232,planning,1783596784762397524,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.3660758,1270,localization,0,0,0,1783596785.3636112,0,carla_bridge,0,0,0
