record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,control_seq,point_kind,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,input_trajectory_header_timestamp_sec,input_trajectory_header_sequence_num,input_trajectory_header_module_name,input_trajectory_header_lidar_timestamp,input_trajectory_header_camera_timestamp,input_trajectory_header_radar_timestamp,latest_replan_trajectory_header_timestamp_sec,latest_replan_trajectory_header_sequence_num,latest_replan_trajectory_header_module_name,latest_replan_trajectory_header_lidar_timestamp,latest_replan_trajectory_header_camera_timestamp,latest_replan_trajectory_header_radar_timestamp,input_localization_header_timestamp_sec,input_localization_header_sequence_num,input_localization_header_module_name,input_localization_header_lidar_timestamp,input_localization_header_camera_timestamp,input_localization_header_radar_timestamp,input_canbus_header_timestamp_sec,input_canbus_header_sequence_num,input_canbus_header_module_name,input_canbus_header_lidar_timestamp,input_canbus_header_camera_timestamp,input_canbus_header_radar_timestamp,point_relative_time,point_s,point_x,point_y,point_z,point_theta,point_kappa,point_dkappa,point_ddkappa,point_v,point_a,point_da,point_steer
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785256813687,1783596785.2568135,/apollo/control,apollo.control.ControlCommand,1783596785.2565382,12659,12659,lon_current_matched_point,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.1653254,1268,localization,0,0,0,1783596785.1624124,0,carla_bridge,0,0,0,0.0,0.0,109.23287335083334,-132.99873213417627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785256813687,1783596785.2568135,/apollo/control,apollo.control.ControlCommand,1783596785.2565382,12659,12659,lon_current_reference_point,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.1653254,1268,localization,0,0,0,1783596785.1624124,0,carla_bridge,0,0,0,0.0,0.0,109.4421401277791,-132.99854751279526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785256813687,1783596785.2568135,/apollo/control,apollo.control.ControlCommand,1783596785.2565382,12659,12659,lon_preview_reference_point,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.1653254,1268,localization,0,0,0,1783596785.1624124,0,carla_bridge,0,0,0,0.0,0.0,109.94496975235948,-132.99803912377487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785256813687,1783596785.2568135,/apollo/control,apollo.control.ControlCommand,1783596785.2565382,12659,12659,lat_current_target_point,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.1653254,1268,localization,0,0,0,1783596785.1624124,0,carla_bridge,0,0,0,0.0,0.0,110.67698698681033,-132.99764229682154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785266752697,1783596785.2667527,/apollo/control,apollo.control.ControlCommand,1783596785.2664878,12660,12660,lon_current_matched_point,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,0,carla_bridge,0,0,0,0.0,0.0,109.432281050213,-132.99855621076702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785266752697,1783596785.2667527,/apollo/control,apollo.control.ControlCommand,1783596785.2664878,12660,12660,lon_current_reference_point,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,0,carla_bridge,0,0,0,0.0,0.0,109.4907398431576,-132.99850463667943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785266752697,1783596785.2667527,/apollo/control,apollo.control.ControlCommand,1783596785.2664878,12660,12660,lon_preview_reference_point,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,0,carla_bridge,0,0,0,0.0,0.0,109.99750896210625,-132.99798322992095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785266752697,1783596785.2667527,/apollo/control,apollo.control.ControlCommand,1783596785.2664878,12660,12660,lat_current_target_point,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,0,carla_bridge,0,0,0,0.0,0.0,110.86453967669019,-132.9974147032164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785277020319,1783596785.2770205,/apollo/control,apollo.control.ControlCommand,1783596785.2766206,12661,12661,lon_current_matched_point,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,0,carla_bridge,0,0,0,0.0,0.0,109.432281050213,-132.99855621076702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785277020319,1783596785.2770205,/apollo/control,apollo.control.ControlCommand,1783596785.2766206,12661,12661,lon_current_reference_point,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,0,carla_bridge,0,0,0,0.0,0.0,109.4907398431576,-132.99850463667943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785277020319,1783596785.2770205,/apollo/control,apollo.control.ControlCommand,1783596785.2766206,12661,12661,lon_preview_reference_point,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,0,carla_bridge,0,0,0,0.0,0.0,109.99750896210625,-132.99798322992095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785277020319,1783596785.2770205,/apollo/control,apollo.control.ControlCommand,1783596785.2766206,12661,12661,lat_current_target_point,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,0,carla_bridge,0,0,0,0.0,0.0,110.86453967669019,-132.9974147032164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785286700766,1783596785.2867007,/apollo/control,apollo.control.ControlCommand,1783596785.2864614,12662,12662,lon_current_matched_point,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,0,carla_bridge,0,0,0,0.0,0.0,109.432281050213,-132.99855621076702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785286700766,1783596785.2867007,/apollo/control,apollo.control.ControlCommand,1783596785.2864614,12662,12662,lon_current_reference_point,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,0,carla_bridge,0,0,0,0.0,0.0,109.53933955853608,-132.99846176056357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785286700766,1783596785.2867007,/apollo/control,apollo.control.ControlCommand,1783596785.2864614,12662,12662,lon_preview_reference_point,control,1783596784662504469,0,0,1783596785.21971,231,planning,1783596784662504469,0,0,1783596782.8859563,212,planning,1783596782762285610,0,0,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,0,carla_bridge,0,0,0,0.0,0.0,110.05004817185304,-132.99792733606705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
