planning_seq,planning_start,planning_pub_time,input_prediction_seq,prediction_timestamp,lidar_timestamp,planning_data_age_ms,planning_interval_ms,trajectory_point_count,first_v,first_a,decision_type
756,1788414564.142345428,1788414564.156747341,758,1788414564.142153025,1788414563931441112,225.306273,93.930006,136,15.865556406,0.514561505,cruise
757,1788414564.249412060,1788414564.271118402,759,1788414564.249184608,1788414564032187003,238.931417,114.371061,136,15.910151267,0.387566777,cruise
758,1788414564.349519014,1788414564.363239527,760,1788414564.349346161,1788414564131834721,231.405020,92.121124,136,15.945169944,0.312807136,cruise
759,1788414564.450897932,1788414564.472563267,761,1788414564.447030544,1788414564231304724,241.258621,109.323740,136,15.975251877,0.288831972,cruise
760,1788414564.552393198,1788414564.568216324,762,1788414564.552115679,1788414564331219679,236.996651,95.653057,136,16.003067378,0.267489379,cruise
761,1788414564.652077913,1788414564.666302681,763,1788414564.651935816,1788414564432269706,234.032869,98.086357,136,16.027708230,0.225335846,cruise
762,1788414564.743863106,1788414564.759726763,764,1788414564.740966082,1788414564531335979,228.390932,93.424082,136,16.049355911,0.207621411,cruise
763,1788414564.848348856,1788414564.862423658,765,1788414564.848194838,1788414564632266131,230.157375,102.696896,136,16.069650824,0.198282585,cruise
764,1788414564.952385664,1788414564.973795652,766,1788414564.952152729,1788414564731035573,242.759943,111.371994,136,16.087527619,0.159280055,cruise
765,1788414565.060192108,1788414565.074902296,767,1788414565.060062408,1788414564831633951,243.268490,101.106644,136,16.104118769,0.122078975,cruise
766,1788414565.164833784,1788414565.184989929,768,1788414565.164594889,1788414564931395867,253.594160,110.087633,136,16.115028534,0.096112182,cruise
767,1788414565.256223679,1788414565.270247221,769,1788414565.256059885,1788414565031433836,238.813400,85.257292,136,16.122178196,0.046878447,cruise
768,1788414565.339826345,1788414565.359121084,770,1788414565.338185549,1788414565131115242,228.005886,88.873863,138,16.123352959,0.023532590,cruise
769,1788414565.452130079,1788414565.467638493,771,1788414565.452013016,1788414565231370098,236.268520,108.517408,136,16.123748965,-0.015734448,cruise
770,1788414565.544146299,1788414565.559553385,772,1788414565.543976784,1788414565331225228,228.327990,91.914892,136,16.121404759,-0.031152943,cruise
771,1788414565.644817352,1788414565.659834385,773,1788414565.644600391,1788414565431366152,228.468180,100.281000,136,16.116569543,-0.054942229,cruise
772,1788414565.742872477,1788414565.758672953,774,1788414565.742670298,1788414565531732999,226.939917,98.838568,136,16.109760232,-0.081246856,cruise
773,1788414565.848523617,1788414565.863198757,775,1788414565.848361969,1788414565631646839,231.552124,104.525805,136,16.099670159,-0.120555795,cruise
774,1788414565.946524143,1788414565.960061789,776,1788414565.946328640,1788414565731695171,228.366613,96.863031,136,16.085696272,-0.158921150,cruise
775,1788414566.044168234,1788414566.058997393,777,1788414566.043991327,1788414565831332601,227.664709,98.935604,136,16.067874232,-0.197519342,cruise
776,1788414566.148177624,1788414566.176560163,778,1788414566.147993326,1788414565932435555,244.124651,117.562771,136,16.047332597,-0.213313280,cruise
777,1788414566.248481750,1788414566.265796185,779,1788414566.248151541,1788414566031806340,233.989716,89.236021,136,16.025194494,-0.229448135,cruise
778,1788414566.356169462,1788414566.370728254,780,1788414566.356032848,1788414566131677007,239.051342,104.932070,136,15.995908618,-0.255352186,cruise
779,1788414566.444325924,1788414566.477080107,781,1788414566.444154739,1788414566231695208,245.384932,106.351852,136,15.975112815,-0.267605498,cruise
780,1788414566.564210653,1788414566.589243650,782,1788414566.563976049,1788414566331573618,257.670164,112.163544,136,15.938552794,-0.333584932,cruise
781,1788414566.652787924,1788414566.677866220,783,1788414566.652539492,1788414566431732061,246.134281,88.622570,136,15.910838386,-0.367835242,cruise
782,1788414566.748428822,1788414566.767157078,784,1788414566.748161554,1788414566532086327,235.070705,89.290857,136,15.872415229,-0.400624061,cruise
783,1788414566.847076893,1788414566.864128113,785,1788414566.846884012,1788414566631220108,232.907772,96.971035,136,15.831776647,-0.412145128,cruise
784,1788414566.940593719,1788414566.964238167,786,1788414566.940163374,1788414566731060463,233.177662,100.110054,140,15.823213504,-0.418548512,cruise
785,1788414567.051749468,1788414567.076910257,787,1788414567.051540136,1788414566830978834,245.931387,112.672091,136,15.745682906,-0.472059632,cruise
786,1788414567.152381420,1788414567.180271149,788,1788414567.152230263,1788414566931059835,249.211550,103.360891,136,15.695758207,-0.515745247,cruise
787,1788414567.248636246,1788414567.268826723,789,1788414567.248380899,1788414567032291289,236.535311,88.555574,136,15.642413366,-0.551147633,cruise
788,1788414567.340672255,1788414567.372694969,790,1788414567.339951515,1788414567131024207,241.670847,103.868246,136,15.586904927,-0.559016009,cruise
789,1788414567.452624321,1788414567.483820200,791,1788414567.452404261,1788414567231680462,252.139807,111.125231,136,15.530453569,-0.570008108,cruise
790,1788414567.544094801,1788414567.573651314,792,1788414567.543964863,1788414567331319023,242.332220,89.831114,136,15.471905527,-0.600949687,cruise
791,1788414567.651920080,1788414567.685623407,793,1788414567.644009113,1788414567431648858,253.974676,111.972094,136,15.411292846,-0.611302046,cruise
792,1788414567.741074562,1788414567.759300709,794,1788414567.740248680,1788414567532037230,227.263689,73.677301,141,15.411292846,-0.611302046,cruise
793,1788414567.842650414,1788414567.863401175,795,1788414567.842425585,1788414567632638188,230.762959,104.100466,137,15.295262155,-0.673442274,cruise
794,1788414567.952114344,1788414567.977209568,796,1788414567.951982737,1788414567732082642,245.126963,113.808393,137,15.224514457,-0.741510185,cruise
795,1788414568.048163414,1788414568.083462000,797,1788414568.047978163,1788414567831771612,251.690388,106.252432,137,15.147909364,-0.790591618,cruise
796,1788414568.164070129,1788414568.179256678,798,1788414568.163978577,1788414567931192872,248.063803,95.794678,139,15.084658159,-0.794038256,cruise
797,1788414568.249400854,1788414568.263560295,799,1788414568.249085665,1788414568032376279,231.184006,84.303617,137,14.989326275,-0.796310944,cruise
798,1788414568.352252960,1788414568.370753527,800,1788414568.352044582,1788414568131350557,239.403009,107.193232,138,14.924197443,-0.825351973,cruise
799,1788414568.448563814,1788414568.471426964,801,1788414568.448009253,1788414568232158926,239.268064,100.673437,137,14.822297235,-0.875135989,cruise
800,1788414568.548280716,1788414568.571172953,802,1788414568.548073053,1788414568331371356,239.801645,99.745989,138,14.750915972,-0.905678428,cruise
801,1788414568.640093565,1788414568.664961576,803,1788414568.639719963,1788414568431859278,233.102322,93.788624,143,14.750915972,-0.905678428,cruise
802,1788414568.740180492,1788414568.758901596,804,1788414568.738855600,1788414568530943339,227.958441,93.940020,144,14.678143465,-0.918095022,cruise
803,1788414568.908302546,1788414568.927974701,805,1788414568.908054590,1788414568631528437,296.446323,169.073105,142,14.491368059,-0.957735642,cruise
804,1788414568.991820812,1788414569.017499447,806,1788414568.991564274,1788414568731623884,285.875559,89.524746,142,14.413532181,-0.992340722,cruise
805,1788414569.080054522,1788414569.098484755,807,1788414569.079880953,1788414568832294439,266.190290,80.985308,142,14.312106237,-1.036174524,cruise
806,1788414569.166501284,1788414569.189556837,808,1788414569.166270494,1788414568931348013,258.208752,91.072083,141,14.206456905,-1.076811669,cruise
807,1788414569.252774715,1788414569.272870302,809,1788414569.252611160,1788414569031282146,241.588116,83.313465,140,14.096640667,-1.119513796,cruise
808,1788414569.344302893,1788414569.359704018,810,1788414569.344051361,1788414569131449325,228.254557,86.833715,140,13.983670969,-1.139877259,cruise
809,1788414569.452150106,1788414569.466486216,811,1788414569.451846838,1788414569231330294,235.155821,106.782198,141,13.894560116,-1.070563092,cruise
810,1788414569.545268297,1788414569.559986115,812,1788414569.545031071,1788414569331454096,228.531837,93.499899,141,13.784080602,-1.123800613,cruise
811,1788414569.641760588,1788414569.660212278,813,1788414569.641607285,1788414569432201472,228.010893,100.226164,141,13.667707717,-1.189967481,cruise
812,1788414569.749275208,1788414569.766676188,814,1788414569.744253159,1788414569531850367,234.825850,106.463909,141,13.548727694,-1.189628558,cruise
813,1788414569.838334322,1788414569.855345249,815,1788414569.838190079,1788414569631567019,223.778248,88.669062,111,11.785842865,0.008752579,cruise
814,1788414569.938641548,1788414569.952810526,816,1788414569.938304186,1788414569731124589,221.686125,97.465277,117,11.785842865,0.008752579,cruise
815,1788414570.043870449,1788414570.060396433,817,1788414570.037896395,1788414569831017840,229.378700,107.585907,122,11.785842865,0.008752579,cruise
816,1788414570.145938635,1788414570.164630890,818,1788414570.145797729,1788414569931003306,233.627558,104.234457,127,11.785842865,0.008752579,cruise
817,1788414570.244225740,1788414570.258908272,819,1788414570.244007349,1788414570031053347,227.854967,94.277382,132,11.785842865,0.008752579,cruise
818,1788414570.341902018,1788414570.357864618,820,1788414570.341659069,1788414570131566779,226.297855,98.956347,136,11.782017805,-0.071250411,cruise
819,1788414570.444308043,1788414570.473443508,821,1788414570.444043875,1788414570231467498,241.976023,115.578890,136,11.754892309,-0.471264473,cruise
820,1788414570.550832033,1788414570.567987680,822,1788414570.550666809,1788414570331211047,236.776590,94.544172,136,11.687766313,-0.871256219,cruise
821,1788414570.672534943,1788414570.688949347,823,1788414570.672246933,1788414570431810816,257.138491,120.961666,137,11.592894740,-1.026174949,cruise
822,1788414570.757871866,1788414570.772350311,824,1788414570.757548094,1788414570540493769,231.856585,83.400965,137,11.512351725,-0.995155365,cruise
823,1788414570.852132559,1788414570.868493080,825,1788414570.851969957,1788414570631398504,237.094641,96.142769,137,11.412095825,-1.009962878,cruise
824,1788414570.942123175,1788414570.958878517,826,1788414570.941961765,1788414570731990522,226.887941,90.385437,137,11.309995428,-1.032038783,cruise
825,1788414571.044270754,1788414571.059318066,827,1788414571.043968678,1788414570831525379,227.792740,100.439548,138,11.226892924,-1.044465390,cruise
826,1788414571.149565935,1788414571.166569948,828,1788414571.148030996,1788414570931601360,234.968424,107.251883,138,11.123119011,-1.031015335,cruise
827,1788414571.256219149,1788414571.275525093,829,1788414571.256007195,1788414571031006572,244.518518,108.955145,139,11.040583106,-1.026344495,cruise
828,1788414571.339129448,1788414571.355188847,830,1788414571.338825464,1788414571131302681,223.886251,79.663754,144,11.040583106,-1.026344495,cruise
829,1788414571.448156834,1788414571.469277143,831,1788414571.448004723,1788414571231366324,237.910748,114.088297,139,10.828367655,-1.073900031,cruise
830,1788414571.548210382,1788414571.564225674,832,1788414571.547968626,1788414571331155894,233.069658,94.948530,140,10.743619917,-1.033058493,cruise
831,1788414571.641595602,1788414571.665397167,833,1788414571.641427279,1788414571431834749,233.562469,101.171494,140,10.639432665,-1.050693764,cruise
832,1788414571.742386103,1788414571.772827625,834,1788414571.741898060,1788414571531570936,241.256714,107.430458,141,10.554726078,-1.072401276,cruise
833,1788414571.847871304,1788414571.863065958,835,1788414571.845983982,1788414571631778295,231.287718,90.238333,141,10.446484420,-1.092430540,cruise
834,1788414571.944280863,1788414571.959944010,836,1788414571.944135427,1788414571731273677,228.670359,96.878052,142,10.358563782,-1.102954470,cruise
835,1788414572.054791212,1788414572.072372675,837,1788414572.054310560,1788414571831260537,241.112232,112.428665,143,10.271635220,-1.077851439,cruise
836,1788414572.151818514,1788414572.170738459,838,1788414572.147984982,1788414571931846467,238.892078,98.365784,142,10.143317387,-1.064762083,cruise
837,1788414572.245830774,1788414572.263770103,839,1788414572.245675087,1788414572031814471,231.955767,93.031645,143,10.057622278,-1.075587879,cruise
838,1788414572.342349052,1788414572.361397028,840,1788414572.342204809,1788414572132146315,229.250669,97.626925,143,9.948986425,-1.097131824,cruise
839,1788414572.452403069,1788414572.472311974,841,1788414572.452214479,1788414572231308198,241.003752,110.914946,144,9.860750720,-1.110497987,cruise
840,1788414572.544646978,1788414572.569012165,842,1788414572.544225216,1788414572331109549,237.902641,96.700191,149,9.860750720,-1.110497987,cruise
841,1788414572.688605309,1788414572.712426424,843,1788414572.688324928,1788414572431218506,281.208038,143.414259,148,9.685338569,-1.059364593,cruise
842,1788414572.775745869,1788414572.796890974,844,1788414572.775301218,1788414572552004362,244.886637,84.464550,147,9.578952460,-1.068362223,cruise
843,1788414572.868283033,1788414572.884297609,845,1788414572.868008852,1788414572635793410,248.504162,87.406635,148,9.492504029,-1.087952946,cruise
844,1788414572.961825371,1788414572.979596615,846,1788414572.961615086,1788414572731241239,248.355389,95.299006,148,9.381948891,-1.123157834,cruise
845,1788414573.053173065,1788414573.069723129,847,1788414573.053006649,1788414572831564603,238.158703,90.126514,148,9.292163154,-1.124850611,cruise
846,1788414573.159057140,1788414573.178696156,848,1788414573.158810854,1788414572931459620,247.236490,108.973026,149,9.182513238,-1.068145880,cruise
847,1788414573.253693342,1788414573.271602154,849,1788414573.253548384,1788414573031933372,239.668608,92.905998,148,9.077493736,-1.032246858,cruise
848,1788414573.364189625,1788414573.397681475,850,1788414573.363969088,1788414573131593285,266.088247,126.079321,150,8.995204613,-1.026247705,cruise
849,1788414573.457687855,1788414573.475973368,851,1788414573.457503557,1788414573231347559,244.625807,78.291893,149,8.893020350,-1.017436648,cruise
850,1788414573.565388680,1788414573.583483934,852,1788414573.565144300,1788414573331825949,251.657963,107.510567,150,8.783397541,-1.128450132,cruise
851,1788414573.660206318,1788414573.675455809,853,1788414573.659994841,1788414573431079939,244.375944,91.971874,151,8.693765106,-1.106963223,cruise
852,1788414573.761070251,1788414573.776806593,854,1788414573.758723259,1788414573531620510,245.186090,101.350784,111,7.218733001,-0.697501651,cruise
853,1788414573.856414795,1788414573.870790482,855,1788414573.856236696,1788414573631340165,239.450216,93.983889,111,7.128402913,-0.613205940,cruise
854,1788414573.950263023,1788414573.964129210,856,1788414573.949958324,1788414573732131650,231.997728,93.338728,111,6.971438324,-0.481091391,cruise
855,1788414574.044830322,1788414574.058524847,857,1788414574.044608593,1788414573831226842,227.298021,94.395638,111,6.857212013,-0.475974618,cruise
856,1788414574.148193359,1788414574.177294254,858,1788414574.146952391,1788414573931392346,245.902061,118.769407,117,6.857212013,-0.475974618,cruise
857,1788414574.252623796,1788414574.267593622,859,1788414574.252393723,1788414574031029344,236.564398,90.299368,122,6.857212013,-0.475974618,cruise
858,1788414574.360497475,1788414574.373925447,860,1788414574.360058784,1788414574131234446,242.690802,106.331825,127,6.857212013,-0.475974618,cruise
859,1788414574.468471766,1788414574.491580248,861,1788414574.468225002,1788414574231635389,259.944677,117.654800,133,6.857212013,-0.475974618,cruise
860,1788414574.559799671,1788414574.578001738,862,1788414574.559508324,1788414574331768531,246.233225,86.421490,137,6.857212013,-0.475974618,cruise
861,1788414574.659064293,1788414574.673343897,863,1788414574.658914804,1788414574431549557,241.794348,95.342159,138,6.827155495,-0.315546436,cruise
862,1788414574.756271124,1788414574.773353815,864,1788414574.756041527,1788414574531309136,242.044687,100.009918,138,6.807858477,-0.118972223,cruise
863,1788414574.850123167,1788414574.865300894,865,1788414574.849884987,1788414574631691874,233.609200,91.947079,136,6.798203862,-0.041344108,cruise
864,1788414574.947946787,1788414574.962898970,866,1788414574.947731495,1788414574731542131,231.356859,97.598076,136,6.795851483,-0.005897284,cruise
865,1788414575.055133104,1788414575.069495201,867,1788414575.054996729,1788414574831455344,238.039970,106.596231,137,6.795314472,-0.006898207,cruise
866,1788414575.156198740,1788414575.179460764,868,1788414575.155997276,1788414574931360229,248.100519,109.965563,137,6.794625637,-0.006798947,cruise
867,1788414575.249773502,1788414575.265117168,869,1788414575.249559402,1788414575031695713,233.421564,85.656404,136,6.793798111,-0.007106210,cruise
868,1788414575.349081039,1788414575.366216898,870,1788414575.348840952,1788414575131198997,235.018015,101.099730,136,6.793072119,-0.007451844,cruise
869,1788414575.462536573,1788414575.476580620,871,1788414575.462434530,1788414575231132744,245.447874,110.363722,136,6.792315742,-0.007727114,cruise
870,1788414575.560299397,1788414575.577474117,872,1788414575.560075760,1788414575333097581,244.376659,100.893497,136,6.791475869,-0.009134319,cruise
871,1788414575.659529686,1788414575.676190376,873,1788414575.658325911,1788414575431924133,244.266033,98.716259,136,6.790564128,-0.009170774,cruise
872,1788414575.760511875,1788414575.775940895,874,1788414575.760122538,1788414575531180949,244.759798,99.750519,136,6.789696826,-0.008260500,cruise
873,1788414575.852354288,1788414575.869600773,875,1788414575.851893425,1788414575631142195,238.458633,93.659878,136,6.788870106,-0.008368468,cruise
874,1788414575.959607601,1788414575.972980738,876,1788414575.958320618,1788414575731319833,241.660833,103.379965,136,6.788086472,-0.007398942,cruise
875,1788414576.046314955,1788414576.060420036,877,1788414576.046106815,1788414575831796072,228.624105,87.439299,136,6.787357395,-0.007307308,cruise
876,1788414576.147822142,1788414576.162177324,878,1788414576.147620916,1788414575931336226,230.841160,101.757288,136,6.786573085,-0.008559778,cruise
877,1788414576.249440193,1788414576.266515255,879,1788414576.249288797,1788414576031284159,235.230923,104.337931,136,6.785731578,-0.008449637,cruise
878,1788414576.350131273,1788414576.366645098,880,1788414576.349975109,1788414576131178058,235.467196,100.129843,136,6.784898761,-0.008279922,cruise
879,1788414576.459921837,1788414576.477397680,881,1788414576.459685087,1788414576231705861,245.691776,110.752583,136,6.784199099,-0.005759891,cruise
880,1788414576.560155869,1788414576.577438116,882,1788414576.560015678,1788414576332229576,245.208502,100.040436,136,6.783713127,-0.004052164,cruise
881,1788414576.656141281,1788414576.673834324,883,1788414576.656004906,1788414576431526820,242.307425,96.396208,136,6.783321001,-0.003915637,cruise
882,1788414576.757350206,1788414576.775138855,884,1788414576.757151127,1788414576531475288,243.663549,101.304531,136,6.782897220,-0.004727780,cruise
883,1788414576.861073256,1788414576.875718355,885,1788414576.860925198,1788414576632174970,243.543625,100.579500,136,6.782438408,-0.004558703,cruise
884,1788414576.952487230,1788414576.965054512,886,1788414576.952143431,1788414576731290071,233.764410,89.336157,136,6.781998049,-0.004270008,cruise
885,1788414577.056422949,1788414577.068878412,887,1788414577.056229591,1788414576831171776,237.706661,103.823900,136,6.781593091,-0.003893124,cruise
886,1788414577.150941372,1788414577.164394140,888,1788414577.150675297,1788414576931360281,233.033895,95.515728,136,6.781286115,-0.002309221,cruise
887,1788414577.252057552,1788414577.266679049,889,1788414577.251822710,1788414577031806829,234.872341,102.284908,136,6.781076247,-0.001894191,cruise
888,1788414577.355908155,1788414577.367940426,890,1788414577.352050543,1788414577132202747,235.737562,101.261377,136,6.780908942,-0.001459424,cruise
889,1788414577.451816559,1788414577.467739582,891,1788414577.451510191,1788414577230972432,236.767054,99.799156,136,6.780786735,-0.000986838,cruise
890,1788414577.551109791,1788414577.567382812,892,1788414577.550878525,1788414577331835424,235.547304,99.643230,136,6.780713578,-0.000476667,cruise
891,1788414577.664616585,1788414577.679476261,893,1788414577.664305210,1788414577431670663,247.805595,112.093449,136,6.780693261,0.000070163,cruise
892,1788414577.752926111,1788414577.766807556,894,1788414577.752659082,1788414577531775823,235.031843,87.331295,136,6.780729517,0.000654254,cruise
893,1788414577.855920076,1788414577.868305683,895,1788414577.855232239,1788414577631785456,236.520290,101.498127,136,6.780884917,0.002416607,cruise
894,1788414577.952711105,1788414577.965214014,896,1788414577.952271461,1788414577731562324,233.651876,96.908331,136,6.781183415,0.003479515,cruise
895,1788414578.051112175,1788414578.063144684,897,1788414578.050812244,1788414577831955602,231.189013,97.930670,136,6.781565545,0.004088236,cruise
896,1788414578.148319960,1788414578.160593748,898,1788414578.148011684,1788414577932012918,228.580952,97.449064,136,6.782010165,0.004732589,cruise
897,1788414578.260089636,1788414578.272167921,899,1788414578.254976273,1788414578032010772,240.157127,111.574173,136,6.782576155,0.006519071,cruise
898,1788414578.369888067,1788414578.384980679,900,1788414578.369521618,1788414578131560474,253.420115,112.812757,136,6.783338583,0.006224675,cruise
899,1788414578.473532677,1788414578.490689754,901,1788414578.472110748,1788414578231738873,258.950949,105.709076,136,6.784003158,0.006995867,cruise
900,1788414578.557740927,1788414578.570192814,902,1788414578.557467937,1788414578331960447,238.232613,79.503059,136,6.784585253,0.007636806,cruise
901,1788414578.676297188,1788414578.691286802,903,1788414578.676077366,1788414578431929156,259.357691,121.093988,136,6.785585540,0.008902236,cruise
902,1788414578.764493704,1788414578.777925014,904,1788414578.764201164,1788414578531351927,246.573210,86.638212,136,6.786349289,0.010534471,cruise
903,1788414578.856519938,1788414578.870281458,905,1788414578.856373787,1788414578631756062,238.525391,92.356443,136,6.787456741,0.011585442,cruise
904,1788414578.968135357,1788414578.982625484,906,1788414578.968008280,1788414578731083708,251.541615,112.344027,136,6.788895684,0.012752611,cruise
905,1788414579.055366516,1788414579.067080021,907,1788414579.055172920,1788414578832311702,234.768152,84.454536,136,6.789960816,0.013563160,cruise
906,1788414579.151827574,1788414579.163705587,908,1788414579.151635647,1788414578931957159,231.748343,96.625566,136,6.791306525,0.013295584,cruise
907,1788414579.250692844,1788414579.263347626,909,1788414579.250546932,1788414579032032223,231.315374,99.642038,136,6.792742823,0.015492190,cruise
908,1788414579.359666348,1788414579.373086929,910,1788414579.359422922,1788414579131860002,241.226912,109.739304,136,6.794309122,0.015697748,cruise
909,1788414579.456022978,1788414579.474783421,911,1788414579.455786943,1788414579231276680,243.506670,101.696491,136,6.795949367,0.017040330,cruise
910,1788414579.572320461,1788414579.586953402,912,1788414579.572043180,1788414579331737507,255.215883,112.169981,136,6.798451912,0.023295465,cruise
911,1788414579.663901567,1788414579.676221609,913,1788414579.660063982,1788414579431989400,244.232178,89.268208,136,6.800370300,0.024042022,cruise
912,1788414579.756280184,1788414579.772296429,914,1788414579.756117344,1788414579531720841,240.575552,96.074820,136,6.802905009,0.025894549,cruise
913,1788414579.860352278,1788414579.878731728,915,1788414579.860110760,1788414579631724147,247.007608,106.435299,136,6.805554017,0.026338113,cruise
914,1788414579.960214853,1788414579.977632523,916,1788414579.958833218,1788414579731188094,246.444464,98.900795,136,6.808363761,0.029078862,cruise
915,1788414580.075338364,1788414580.088991165,917,1788414580.071923971,1788414579831958868,257.032394,111.358643,136,6.811914689,0.029280257,cruise
916,1788414580.168598175,1788414580.181898594,918,1788414580.168350458,1788414579941498057,240.400553,92.907429,136,6.815141475,0.032964287,cruise
917,1788414580.252520084,1788414580.264907598,919,1788414580.252247810,1788414580031866785,233.040810,83.009005,136,6.817837340,0.033549922,cruise
918,1788414580.352303505,1788414580.363922596,920,1788414580.352022409,1788414580131787861,232.134819,99.014997,136,6.821331662,0.035395295,cruise
919,1788414580.456457853,1788414580.468936682,921,1788414580.456125259,1788414580231877094,237.059593,105.014086,136,6.825044420,0.037764103,cruise
920,1788414580.555532694,1788414580.568588734,922,1788414580.555356264,1788414580331686895,236.901760,99.652052,136,6.832914639,0.119035625,cruise
921,1788414580.652670145,1788414580.667275667,923,1788414580.652449131,1788414580430993809,236.281633,98.686934,136,6.845028212,0.120797083,cruise
922,1788414580.771189690,1788414580.786075354,924,1788414580.770935059,1788414580531039077,255.036354,118.799686,136,6.860292880,0.127756050,cruise
923,1788414580.864144564,1788414580.879190207,925,1788414580.863962173,1788414580631148640,248.041630,93.114853,136,6.870773476,0.129525253,cruise
924,1788414580.954770327,1788414580.973925352,926,1788414580.954584837,1788414580731168967,242.756367,94.735146,136,6.884089429,0.132264626,cruise
925,1788414581.047009230,1788414581.060369492,927,1788414581.046761751,1788414580831275003,229.094505,86.444139,136,6.897673146,0.136052568,cruise
926,1788414581.148162365,1788414581.161473989,928,1788414581.147951126,1788414580931280003,230.193853,101.104498,136,6.911696947,0.140268571,cruise
927,1788414581.248842478,1788414581.271436691,929,1788414581.248675346,1788414581031172601,240.264177,109.962702,136,6.926048821,0.143980159,cruise
928,1788414581.356170654,1788414581.380925894,930,1788414581.355976105,1788414581131335843,249.589920,109.489202,136,6.940873586,0.149153802,cruise
929,1788414581.448158979,1788414581.478855610,931,1788414581.448003769,1788414581231751813,247.103691,97.929716,136,6.956074524,0.154825993,cruise
930,1788414581.560171366,1788414581.590444326,932,1788414581.560012102,1788414581331729368,258.714914,111.588717,136,6.971777014,0.159232843,cruise
931,1788414581.653170586,1788414581.671514273,933,1788414581.653037310,1788414581432228906,239.285469,81.069946,136,6.986500662,0.135251286,cruise
932,1788414581.768648148,1788414581.803216934,934,1788414581.768511772,1788414581531696573,271.520376,131.702662,136,7.003736540,0.151994334,cruise
933,1788414581.865373373,1788414581.886832237,935,1788414581.865164757,1788414581632016879,254.815340,83.615303,136,7.020510367,0.183479543,cruise
934,1788414581.980278492,1788414582.006538153,936,1788414581.980130672,1788414581731858713,274.679422,119.705915,136,7.038453654,0.175384995,cruise
935,1788414582.079960585,1788414582.099536896,937,1788414582.079722643,1788414581831138854,268.398046,92.998743,136,7.055804139,0.171630610,cruise
936,1788414582.175109148,1788414582.191419840,938,1788414582.174957514,1788414581931229958,260.189772,91.882944,136,7.073198285,0.176255899,cruise
937,1788414582.256203890,1788414582.274198532,939,1788414582.255995035,1788414582031076040,243.122339,82.778692,136,7.086989730,0.165954645,cruise
938,1788414582.354763031,1788414582.373041868,940,1788414582.354460239,1788414582132150087,240.891933,98.843336,136,7.103813198,0.170695744,cruise
939,1788414582.448267698,1788414582.471536875,941,1788414582.448077679,1788414582231749524,239.787340,98.495007,136,7.120857728,0.170195785,cruise
940,1788414582.552001238,1788414582.573992014,942,1788414582.551791906,1788414582331208430,242.783546,102.455139,136,7.137914508,0.170959809,cruise
941,1788414582.656238794,1788414582.678743124,943,1788414582.656030655,1788414582431432324,247.310638,104.751110,136,7.155028906,0.171350421,cruise
942,1788414582.752925396,1788414582.789136887,944,1788414582.752787352,1788414582531324589,257.812262,110.393763,136,7.172017235,0.168431087,cruise
943,1788414582.852091789,1788414582.882733345,945,1788414582.851952076,1788414582631936488,250.796795,93.596458,136,7.186977583,0.130793747,cruise
944,1788414582.953474283,1788414582.978020668,946,1788414582.953260660,1788414582731500005,246.520519,95.287323,136,7.199899659,0.127664224,cruise
945,1788414583.054651260,1788414583.076225042,947,1788414583.054315567,1788414582832043158,244.181871,98.204374,136,7.211303812,0.100419843,cruise
946,1788414583.152981281,1788414583.175370455,948,1788414583.152754545,1788414582931280881,244.089603,99.145412,136,7.223839255,0.150287637,cruise
947,1788414583.247335672,1788414583.277176380,949,1788414583.247156382,1788414583031766920,245.409250,101.805925,136,7.237363634,0.120197703,cruise
948,1788414583.347568750,1788414583.385369301,950,1788414583.347395897,1788414583131457986,253.911257,108.192921,136,7.242370202,-0.020126197,cruise
949,1788414583.455876112,1788414583.482979059,951,1788414583.452042341,1788414583231141830,251.837254,97.609758,136,7.231676316,-0.193788061,cruise
950,1788414583.552210569,1788414583.569306612,952,1788414583.552023888,1788414583331312211,237.994432,86.327553,136,7.222297445,0.006209373,cruise
951,1788414583.655910254,1788414583.674979210,953,1788414583.654149055,1788414583431305878,243.673325,105.672598,136,7.232918459,0.206210557,cruise
952,1788414583.757318258,1788414583.780405283,954,1788414583.756997108,1788414583531579163,248.826265,105.426073,136,7.256045433,0.256329505,cruise
953,1788414583.852675915,1788414583.871221304,955,1788414583.852330923,1788414583631126312,240.095139,90.816021,136,7.281714912,0.000000101,cruise
954,1788414583.944266796,1788414583.964948416,956,1788414583.944096327,1788414583731680060,233.268499,93.727112,136,7.274625186,-0.141826859,cruise
955,1788414584.046845198,1788414584.097033739,957,1788414584.046640396,1788414583831245989,265.787601,132.085323,136,7.265124627,0.022720825,cruise
956,1788414584.148287535,1788414584.185232162,958,1788414584.148122787,1788414583931947852,253.284454,88.198423,136,7.277396857,0.222721790,cruise
957,1788414584.240759134,1788414584.275313854,959,1788414584.239266872,1788414584031598815,243.715048,90.081692,139,7.283851151,0.262720047,cruise
958,1788414584.340170145,1788414584.363785505,960,1788414584.339967966,1788414584131610979,232.174635,88.471651,139,7.318703739,0.434337704,cruise
959,1788414584.444533587,1788414584.468812704,961,1788414584.444323063,1788414584232175174,236.637592,105.027199,136,7.392481977,0.464225628,cruise
960,1788414584.547534227,1788414584.574648142,962,1788414584.547204256,1788414584331674974,242.973328,105.835438,136,7.450529053,0.000000393,cruise
