run_id,group_name,event,unified_timestamp_s,relative_to_t1_ms,original_timestamp,original_clock_domain,carla_frame,ego_speed_mps,longitudinal_clearance_m,target_id,source_file,source_line,detection_method,confidence,remarks
202607171721,baseline,t_spawn,,,,unavailable,,,,13,,,not archived,UNAVAILABLE,
202607171721,baseline,t_sensor_first_visible,1784280146.853629,0.0,1784280146.853629,Apollo_epoch/wall_epoch,,15.697547483340998,,13,D:\data\baseline\202607171721\log\perception.log.INFO.20260717-172029.633871,19085,first Fusion target source observation,HIGH,
202607171721,baseline,t_perception_first,1784280147.082135,228.50584983825684,1784280147.082135,Apollo_epoch/wall_epoch,,15.742432491081134,36.417300727636665,13,D:\data\baseline\202607171721\log\perception.log.INFO.20260717-172029.633871,19085,first Fusion target output,HIGH,
202607171721,baseline,t_sensor_origin,1784280146.853629,0.0,1784280146.853629,Apollo_epoch/wall_epoch,,15.697547483340998,,13,D:\data\baseline\202607171721\log\perception.log.INFO.20260717-172029.633871,19085,first source frame in 3-frame stable sequence,HIGH,
202607171721,baseline,t_perception_stable,1784280147.082135,228.50584983825684,1784280147.082135,Apollo_epoch/wall_epoch,,15.742432491081134,36.417300727636665,13,D:\data\baseline\202607171721\log\perception.log.INFO.20260717-172029.633871,19085,output time of stable sequence first frame,HIGH,
202607171721,baseline,t_prediction_first,1784280147.0903406,236.7115020751953,1784280147.0903406,Apollo_epoch/wall_epoch,,15.742432491081134,36.288270947318175,13,D:\data\baseline\202607171721\log\prediction.log.INFO.20260717-172026.633862,614,target prediction output,HIGH,
202607171721,baseline,t_prediction_static,1784280147.0903406,236.7115020751953,1784280147.0903406,Apollo_epoch/wall_epoch,,15.742432491081134,36.288270947318175,13,D:\data\baseline\202607171721\log\prediction.log.INFO.20260717-172026.633862,614,pred_has_is_static=1 and pred_is_static=1,HIGH,
202607171721,baseline,t_planning_stop,1784280147.104425,250.79584121704102,1784280147.104425,Apollo_epoch/wall_epoch,,15.742432491081134,36.06703413936735,13,D:\data\baseline\202607171721\log\planning.log.INFO.20260717-172026.633866,295498,first STOP decision for target,HIGH,
202607171721,baseline,t_planning_decel,1784280147.107455,253.82590293884277,1784280147.107455,Apollo_epoch/wall_epoch,,15.742432491081134,36.01947631428499,13,D:\data\baseline\202607171721\log\planning.log.INFO.20260717-172026.633866,295521,first target stop trajectory output,HIGH,
202607171721,baseline,t_control_brake_command,1784280147.1209853,267.35615730285645,1784280147.1209853,Apollo_epoch/wall_epoch,,15.742432491081134,35.80728033685742,13,D:\data\baseline\202607171721\trace\message_context\control.633868.csv,,first /apollo/control output inheriting target trace; payload unavailable,MEDIUM,
202607171721,baseline,t_brake_effective,1784280147.183501,329.87189292907715,1784280147.183501,Apollo_epoch/wall_epoch,,15.580507035902432,34.830360521135326,13,D:\data\baseline\202607171721\log\localization.log.INFO.20260717-172025.633858,,two consecutive deceleration intervals,HIGH,
202607171721,baseline,t_stop,,,,unavailable,,,,13,D:\data\baseline\202607171721\log\localization.log.INFO.20260717-172025.633858,,speed <0.1 m/s for 0.5 s,UNAVAILABLE,
202607171721,baseline,t_collision,,,,unavailable,,,,13,,,first CollisionSensor event,UNAVAILABLE,
202607171721,baseline,t_end,1784280154.0,7146.370887756348,1784280154.0,Apollo_epoch/wall_epoch,,1.159943298968554,5.812953542610643,13,D:\data\baseline\202607171721\collect_time.txt,,collection end_log,HIGH,
