scope,run_id,n,T_R_observed_ms,D_response_observed_m,impact_speed_observed_mps,notes
single_run_only_not_group_comparison,202607271131,1,799.6358871459961,13.432027958524642,7.988017222183252,No cross-run baseline or group statistic is used.
