group_name,nominal_injected_delay_ms,run_id,included_main_analysis,analysis_status,outcome_data_observed,collision_event_data_observed,impact_speed_data_observed_mps,target_id,t1_wall_s,t2_wall_s,T_e2e_data_observed_ms,v1_data_observed_mps,v2_data_observed_mps,D1_center_data_observed_m,D1_clear_data_observed_m,D_delay_wall_integral_data_observed_m,D2_clear_data_observed_m,D2_clear_direct_diagnostic_m,D_brake_data_observed_m,D_brake_path_integral_diagnostic_m,D_brake_near_stop_data_observed_m,D_brake_strict_stop_data_observed_m,D_brake_truncated_to_collision_data_observed_m,M_collision_0m_data_observed_m,M_safety_6m_data_observed_m,T_deadline_collision_0m_data_observed_ms,T_deadline_safety_6m_data_observed_ms,deadline_collision_minus_observed_ms,deadline_safety_minus_observed_ms,final_clearance_projected_data_observed_m,sensor_to_fusion_ms,fusion_to_prediction_ms,prediction_to_planning_stop_ms,planning_stop_to_control_ms,control_to_t2_ms,sensor_to_control_ms,scb_requested_delay_ms,scb_actual_wall_delay_ms,scb_actual_frame_delay,scb_lifecycle_complete,scb_trigger_relative_t1_s,planning_stop_count,planning_empty_trajectory_count,planning_primal_infeasible_count,planning_speed_fallback_count,control_payload_archived,clock_alignment_status,clock_alignment_p95_residual_ms,source_localization_file,source_perception_file,source_collision_file,ground_output_count,detection_output_count,ground_detection_matched_count,ground_detection_completion_ratio,ground_to_detection_queue_median_ms,ground_to_detection_process_median_ms,ground_to_detection_total_median_ms,ground_to_detection_total_p90_ms,target_observation_count,target_gap_max_ms,target_gap_p90_ms,target_lifecycle_median_ms,target_lifecycle_p90_ms,target_lifecycle_max_ms,target_source_age_at_outcome_ms,time_basis_main,D_response_wall_integral_data_observed_m,D_response_lower_bracket_wall_integral_data_observed_m,T_R_lower_bracket_ms,T_R_upper_bracket_ms,t_outcome_wall_s,outcome_endpoint_type_data_observed,source_scb_file,source_planning_file,record_profile_available,record_missing_reason,target_output_count_response_window,update_gap_target_response_window_max_data_observed_ms,update_gap_target_response_window_p90_data_observed_ms,data_age_target_at_t2_data_observed_ms,target_lifecycle_response_window_p90_data_observed_ms,full_stop_endpoint_available,full_stop_missing_reason,primary_dynamic_deadline_available,primary_dynamic_deadline_missing_reason,D_debt_requirement_constrained_derived_m,guarantee_status,observed_contract_status,impact_impulse_norm_data_observed,fault_onset_wall_s,fault_apply_wall_s,fault_onset_relative_t1_s,event_command_proxy_apply_wall_s,control_to_t2_after_300ms_proxy_residual_ms,physical_outcome_confidence,missing_reason
delay_300ms,300.0,202607271131,True,ANALYZED,collision,True,7.988017222183252,11,1785123121.945625,1785123122.745261,799.6358871459961,16.080189309222355,17.50269243214682,43.565605668761776,38.258205668761775,13.432027958524642,24.826177710237133,24.809866303977937,,nan,nan,nan,27.148355416248187,,,nan,nan,nan,nan,nan,292.88482666015625,4.04891733984374,8.056070758300791,8.609529241699192,486.0365431459961,313.599344,300.0,300.046735,3.0,True,-25.99726676940918,20,0,30,20,False,ALIGNED,0.6614327430725098,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271131/log/localization.log.INFO.20260727-112935.475992,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271131/log/perception.log.INFO.20260727-112942.476004,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271131/log/carla_collision_events_20260727113204.csv,361,353,352,0.9750692520775623,0.141536,92.236032,94.995728,142.1089088,20,507.43889808654785,106.58259391784668,298.7794876098633,344.0122604370123,705.8918476104736,1006.8919658660889,wall_epoch_s,13.432027958524642,11.671476707671156,699.4550228118896,799.6358871459961,1785123124.852247,COLLISION,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271131/log/scb_control_delay_20260727112916_095377.csv,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271131/log/planning.log.INFO.20260727-112936.476000,False,NO_SAME_RUN_RECORD_OR_PARSED_RECORD_EXPORT,5,108.21318626403809,105.88245391845703,400.4209041595459,299.97358322143555,False,COLLISION_RIGHT_CENSORING,False,NO_PROSPECTIVE_INDEPENDENT_BRAKING_ENVELOPE_OR_QUALIFIED_REQUIREMENT,,NOT_ESTABLISHED,NOT_TESTABLE,16817.200381467057,1785123095.9483583,1785123096.2484329,-25.99726676940918,1785123122.559271,185.9898567199707,HIGH_DIRECT_COLLISION_EVENT_AND_ACTOR_HISTORY,COLLISION_RIGHT_CENSORING; NO_QUALIFIED_DYNAMIC_DEADLINE; NO_RECORD; NO_EVENT_LOCAL_BRIDGE_COMMAND_PAYLOAD
