source_frame_index,target_tid,perf_coverage_status,infer_duration_ms,running_ms,running_pct,blocked_ms,runnable_ms,unknown_ms,max_schedule_delay_us,p95_schedule_delay_us,kswapd0_cpu_ms,kcompactd0_cpu_ms,run_slice_count,migration_count,enter_inside_running,exit_inside_running,internal_inference_ms,cp_minus_internal_ms,enter_perf_s,exit_perf_s
611,1016506,complete,276.265969,251.48296904808376,91.0292968597113,23.94500000809785,0.8379999489989132,0.0,189.99999156221747,88.54999687173404,53.924776017083786,0.008999995770864189,31,1,True,True,276.376,-0.1099999999999568,75653.497169807,75653.773435776
613,1016506,complete,275.959886,249.88888599909842,90.55261241835248,24.97600000060629,1.0949999996228144,0.0,172.0000000204891,76.49999024579297,199.81388599262573,0.07300001743715256,43,1,True,True,276.069,-0.10900000000003729,75653.783284729,75654.059244615
616,1016506,complete,304.83557,274.9135699705221,90.18421635292631,25.77700003166683,4.1449999989708886,0.0,1838.9999895589426,192.49999822932267,273.0905700591393,0.06200003554113209,51,1,True,True,304.965,-0.12899999999996226,75654.068604986,75654.373440556
619,1016506,complete,326.513405,292.7434050361626,89.65739248430637,22.500999984913506,11.26899998052977,0.0,4123.999999137595,160.99998902063817,284.6452210796997,0.05499999679159373,122,2,True,True,326.663,-0.1500000000000341,75654.385667779,75654.712181184
623,1016506,complete,317.930963,288.59696291328873,90.77346861630576,24.22200002183672,5.112000057124533,0.0,2558.000007411465,329.9999989394564,230.92800000449643,0.7269999769050628,57,0,True,True,318.049,-0.117999999999995,75654.721216143,75655.039147106
