source_frame_index,target_tid,cp_enter_line,cp_exit_line,enter_apollo_mono_ns,exit_apollo_mono_ns,enter_perf_s,exit_perf_s,cp_duration_ms,internal_inference_ms,duration_difference_ms
611,1016506,27748,27773,75653794516237,75654070782206,75653.497169807,75653.773435776,276.265969,276.376,-0.1099999999999568
613,1016506,27813,27847,75654080631159,75654356591045,75653.783284729,75654.059244615,275.959886,276.069,-0.10900000000003729
616,1016506,27885,27923,75654365951416,75654670786986,75654.068604986,75654.373440556,304.83557,304.965,-0.12899999999996226
619,1016506,27964,28007,75654683014209,75655009527614,75654.385667779,75654.712181184,326.513405,326.663,-0.1500000000000341
623,1016506,28043,28078,75655018562573,75655336493536,75654.721216143,75655.039147106,317.930963,318.049,-0.117999999999995
