event_type,collision_seq,wall_time_unix_ns,wall_time_iso,carla_frame,carla_timestamp_sec,map_name,ego_actor_id,ego_type_id,ego_role_name,other_actor_id,other_type_id,other_role_name,other_semantic_tags,normal_impulse_x,normal_impulse_y,normal_impulse_z,normal_impulse_norm,ego_location_x,ego_location_y,ego_location_z,ego_rotation_roll,ego_rotation_pitch,ego_rotation_yaw,ego_velocity_x,ego_velocity_y,ego_velocity_z,ego_speed_mps,other_location_x,other_location_y,other_location_z,other_rotation_roll,other_rotation_pitch,other_rotation_yaw,other_velocity_x,other_velocity_y,other_velocity_z,other_speed_mps,collision_history_status,collision_history_path,collision_history_row_count,collision_history_buffer_bytes
CARLA_COLLISION,1,1784535192628920402,2026-07-20T16:13:12.628920+08:00,2616,262.1121823445428,Carla/Maps/Town04,147,vehicle.lincoln.mkz_2017,hero,155,vehicle.lincoln.mkz_2020,autopilot,[14],16367.041015625,1225.72119140625,2397.05615234375,16586.991958872542,-308.1591796875,26.53024673461914,0.5701184272766113,0.021929070353507996,0.9775229692459106,0.1349370926618576,7.948909759521484,-0.01657838188111782,0.16170434653759003,7.95057164633153,-303.3009338378906,26.54034423828125,0.630562424659729,0.0,1.2268248796463013,0.07725263386964798,0.0,0.0,0.0,0.0,WRITTEN,/apollo/data/log/carla_collision_actor_history_20260720161312.csv,187,43400
