record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,measurement_time,status_json,pose_status_json
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784869432995,1783596784.8694332,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596784.8654683,1265,localization,0,0,0,1783596784.8624475,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784965300171,1783596784.9653003,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596784.964963,1266,localization,0,0,0,1783596784.9623034,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785065319306,1783596785.0653195,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596785.0648456,1267,localization,0,0,0,1783596785.0626721,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785165532267,1783596785.165532,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596785.1653254,1268,localization,0,0,0,1783596785.1624124,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785265505993,1783596785.265506,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785366470035,1783596785.36647,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596785.3660758,1270,localization,0,0,0,1783596785.3636112,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785465980235,1783596785.46598,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596785.465475,1271,localization,0,0,0,1783596785.4624715,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785565631813,1783596785.5656316,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596785.5652611,1272,localization,0,0,0,1783596785.5625103,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785665367199,1783596785.6653674,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596785.6650686,1273,localization,0,0,0,1783596785.6627378,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785764876823,1783596785.7648768,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596785.7645912,1274,localization,0,0,0,1783596785.7624848,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785865491709,1783596785.8654916,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596785.8651328,1275,localization,0,0,0,1783596785.8624916,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785965332025,1783596785.965332,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596785.9650168,1276,localization,0,0,0,1783596785.9625373,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786065765213,1783596786.0657651,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596786.065315,1277,localization,0,0,0,1783596786.0625062,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786165281845,1783596786.1652818,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596786.1647913,1278,localization,0,0,0,1783596786.1622722,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786265629880,1783596786.26563,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596786.2652845,1279,localization,0,0,0,1783596786.262548,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786366001819,1783596786.3660018,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596786.3657475,1280,localization,0,0,0,1783596786.3631647,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786465433201,1783596786.4654331,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596786.4649208,1281,localization,0,0,0,1783596786.4623196,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786565622450,1783596786.5656226,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596786.5651126,1282,localization,0,0,0,1783596786.562491,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786665264460,1783596786.6652644,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596786.6648116,1283,localization,0,0,0,1783596786.6626408,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786765569422,1783596786.7655694,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596786.764971,1284,localization,0,0,0,1783596786.7625377,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786865510539,1783596786.8655107,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596786.8650897,1285,localization,0,0,0,1783596786.862525,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786965597034,1783596786.965597,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596786.9653184,1286,localization,0,0,0,1783596786.9626257,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596787065757995,1783596787.065758,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596787.0653949,1287,localization,0,0,0,1783596787.0624332,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596787166225231,1783596787.1662252,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596787.1657681,1288,localization,0,0,0,1783596787.162467,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596787265266145,1783596787.2652662,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596787.264975,1289,localization,0,0,0,1783596787.2624903,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596787365107389,1783596787.3651075,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596787.3647742,1290,localization,0,0,0,1783596787.362609,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596787465937638,1783596787.4659376,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596787.4656353,1291,localization,0,0,0,1783596787.4625597,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596787565482846,1783596787.5654829,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596787.5652368,1292,localization,0,0,0,1783596787.5624738,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596787665200600,1783596787.6652007,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596787.664966,1293,localization,0,0,0,1783596787.6625402,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596787765032660,1783596787.7650328,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596787.7647946,1294,localization,0,0,0,1783596787.7624662,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596787865292694,1783596787.8652928,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596787.865056,1295,localization,0,0,0,1783596787.8625717,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596787964876143,1783596787.964876,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596787.9645774,1296,localization,0,0,0,1783596787.962445,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596788064898573,1783596788.0648985,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596788.0645921,1297,localization,0,0,0,1783596788.0624838,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596788165378193,1783596788.1653783,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596788.1651318,1298,localization,0,0,0,1783596788.1622925,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596788265410192,1783596788.2654102,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596788.2651165,1299,localization,0,0,0,1783596788.2623568,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596788365844884,1783596788.365845,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596788.365551,1300,localization,0,0,0,1783596788.3624592,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596788465709488,1783596788.4657097,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596788.4653707,1301,localization,0,0,0,1783596788.4624553,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596788566806717,1783596788.5668068,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596788.5650425,1302,localization,0,0,0,1783596788.5625145,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596788669131897,1783596788.6691318,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596788.6654053,1303,localization,0,0,0,1783596788.662693,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596788766652855,1783596788.7666528,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596788.7652142,1304,localization,0,0,0,1783596788.762408,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596788866226160,1783596788.8662262,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596788.865615,1305,localization,0,0,0,1783596788.8634963,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596788965180576,1783596788.9651806,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596788.9646738,1306,localization,0,0,0,1783596788.962446,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596789065964073,1783596789.065964,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596789.0655646,1307,localization,0,0,0,1783596789.0631542,,
