record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,speed_mps,throttle_percentage,brake_percentage,steering_percentage,throttle_percentage_cmd,brake_percentage_cmd,steering_percentage_cmd,steering_timestamp,gear_location,driving_mode,yaw_rate,angular_velocity_z
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784771469792,1783596784.7714698,/apollo/canbus/chassis,apollo.canbus.Chassis,1783596784.7623975,0,carla_bridge,0,0,0,1.5830756425857544,48.4181022644043,0.0,0.07492544502019882,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784869798824,1783596784.869799,/apollo/canbus/chassis,apollo.canbus.Chassis,1783596784.8624475,0,carla_bridge,0,0,0,1.6868393421173096,48.81245803833008,0.0,0.06220473349094391,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784964287806,1783596784.9642878,/apollo/canbus/chassis,apollo.canbus.Chassis,1783596784.9623034,0,carla_bridge,0,0,0,1.776591181755066,48.66475296020508,0.0,0.04583362489938736,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785065010214,1783596785.06501,/apollo/canbus/chassis,apollo.canbus.Chassis,1783596785.0626721,0,carla_bridge,0,0,0,1.861741304397583,49.064884185791016,0.0,0.03371168673038483,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785164423996,1783596785.164424,/apollo/canbus/chassis,apollo.canbus.Chassis,1783596785.1624124,0,carla_bridge,0,0,0,1.9503391981124878,50.08195114135742,0.0,0.031106550246477127,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785265358855,1783596785.265359,/apollo/canbus/chassis,apollo.canbus.Chassis,1783596785.2625773,0,carla_bridge,0,0,0,2.0453078746795654,50.19989776611328,0.0,0.03425225242972374,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785366263089,1783596785.3662632,/apollo/canbus/chassis,apollo.canbus.Chassis,1783596785.3636112,0,carla_bridge,0,0,0,2.147214412689209,50.87109375,0.0,0.04298914968967438,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785464929053,1783596785.464929,/apollo/canbus/chassis,apollo.canbus.Chassis,1783596785.4624715,0,carla_bridge,0,0,0,2.2430953979492188,46.056190490722656,0.0,-0.04844893515110016,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785565022845,1783596785.5650227,/apollo/canbus/chassis,apollo.canbus.Chassis,1783596785.5625103,0,carla_bridge,0,0,0,2.3327088356018066,48.58599090576172,0.0,-0.04965657740831375,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785665537762,1783596785.6655378,/apollo/canbus/chassis,apollo.canbus.Chassis,1783596785.6627378,0,carla_bridge,0,0,0,2.429363250732422,49.849788665771484,0.0,-0.006570920813828707,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
