record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,measurement_time,x,y,z,heading,qx,qy,qz,qw
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784869432995,1783596784.8694332,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596784.8654683,1265,localization,0,0,0,1783596784.8624475,108.68844604492188,-132.99905395507812,0.033568475395441055,0.0005965484160963541,-0.00013395467923610742,-0.00013477338184539106,-0.7068958253277402,0.7073176486038593
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784965300171,1783596784.9653003,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596784.964963,1266,localization,0,0,0,1783596784.9623034,108.8612289428711,-132.99888610839844,0.03355100378394127,0.0006711167092072756,-0.00014649769929472756,-0.0001470127752480239,-0.7068694506123528,0.7073440016828151
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785065319306,1783596785.0653195,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596785.0648456,1267,localization,0,0,0,1783596785.0626721,109.04270935058594,-132.9987030029297,0.03354913741350174,0.000706270450542057,-0.00014794240988314116,-0.00014826552918233962,-0.7068570173076946,0.7073564258655219
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785165532267,1783596785.165532,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596785.1653254,1268,localization,0,0,0,1783596785.1624124,109.23287200927734,-132.99851989746094,0.03354871645569801,0.0007307715818134497,-0.00014810989333096647,-0.00014851948804529586,-0.7068483517028766,0.7073650851578325
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785265505993,1783596785.265506,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596785.2650084,1269,localization,0,0,0,1783596785.2625773,109.43228149414062,-132.99835205078125,0.03354345262050629,0.0007579360393501489,-0.0001518537950131272,-0.00015261475232693222,-0.7068387432484399,0.7073746847973346
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785366470035,1783596785.36647,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596785.3660758,1270,localization,0,0,0,1783596785.3636112,109.64160919189453,-132.9981689453125,0.033533647656440735,0.0007936228313947247,-0.00015851846265834253,-0.000159942556227987,-0.7068261197054443,0.7073872954700424
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785465980235,1783596785.46598,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596785.465475,1271,localization,0,0,0,1783596785.4624715,109.86106872558594,-132.998046875,0.033527735620737076,0.0007675204483392761,-0.00016541284465378974,-0.00016139535451013674,-0.706835350313003,0.7073780701562812
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785565631813,1783596785.5656316,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596785.5652611,1272,localization,0,0,0,1783596785.5625103,110.08958435058594,-132.99790954589844,0.033532846719026566,0.0007222468167968898,-0.00016152054261308542,-0.00015786960393790442,-0.7068513638199456,0.7073620702682505
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785665367199,1783596785.6653674,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596785.6650686,1273,localization,0,0,0,1783596785.6627378,110.32746124267578,-132.9977569580078,0.033533114939928055,0.0007073355855249375,-0.00015938511842148245,-0.0001594978970784259,-0.706856638105007,0.7073567998709646
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785764876823,1783596785.7648768,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596785.7645912,1274,localization,0,0,0,1783596785.7624848,110.5756607055664,-132.99765014648438,0.03352327272295952,0.0006817681713333634,-0.00016709252353922478,-0.00016569945583109759,-0.706865678909954,0.7073477621389275
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785865491709,1783596785.8654916,/apollo/localization/pose,apollo.localization.LocalizationEstimate,1783596785.8651328,1275,localization,0,0,0,1783596785.8624916,110.83555603027344,-132.99754333496094,0.0335037037730217,0.0006487449547680768,-0.00018104134225995427,-0.00017965183022416694,-0.706877354828546,0.7073360871465912
