record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,tf_index,parent_frame_id,child_frame_id,tf_timestamp_sec,tx,ty,tz,qx,qy,qz,qw
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784869689831,1783596784.86969,/tf,apollo.transform.TransformStampeds,0.0,0,,0,0,0,0,world,localization,1783596784.8624475,108.68844604492188,-132.99905395507812,0.033568475395441055,-0.00013395467923610742,-0.00013477338184539106,-0.7068958253277402,0.7073176486038593
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784965325676,1783596784.9653256,/tf,apollo.transform.TransformStampeds,0.0,0,,0,0,0,0,world,localization,1783596784.9623034,108.8612289428711,-132.99888610839844,0.03355100378394127,-0.00014649769929472756,-0.0001470127752480239,-0.7068694506123528,0.7073440016828151
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785065479052,1783596785.0654793,/tf,apollo.transform.TransformStampeds,0.0,0,,0,0,0,0,world,localization,1783596785.0626721,109.04270935058594,-132.9987030029297,0.03354913741350174,-0.00014794240988314116,-0.00014826552918233962,-0.7068570173076946,0.7073564258655219
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785165682733,1783596785.1656828,/tf,apollo.transform.TransformStampeds,0.0,0,,0,0,0,0,world,localization,1783596785.1624124,109.23287200927734,-132.99851989746094,0.03354871645569801,-0.00014810989333096647,-0.00014851948804529586,-0.7068483517028766,0.7073650851578325
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785265506729,1783596785.2655067,/tf,apollo.transform.TransformStampeds,0.0,0,,0,0,0,0,world,localization,1783596785.2625773,109.43228149414062,-132.99835205078125,0.03354345262050629,-0.0001518537950131272,-0.00015261475232693222,-0.7068387432484399,0.7073746847973346
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785366564181,1783596785.366564,/tf,apollo.transform.TransformStampeds,0.0,0,,0,0,0,0,world,localization,1783596785.3636112,109.64160919189453,-132.9981689453125,0.033533647656440735,-0.00015851846265834253,-0.000159942556227987,-0.7068261197054443,0.7073872954700424
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785466295279,1783596785.4662952,/tf,apollo.transform.TransformStampeds,0.0,0,,0,0,0,0,world,localization,1783596785.4624715,109.86106872558594,-132.998046875,0.033527735620737076,-0.00016541284465378974,-0.00016139535451013674,-0.706835350313003,0.7073780701562812
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785565758630,1783596785.5657587,/tf,apollo.transform.TransformStampeds,0.0,0,,0,0,0,0,world,localization,1783596785.5625103,110.08958435058594,-132.99790954589844,0.033532846719026566,-0.00016152054261308542,-0.00015786960393790442,-0.7068513638199456,0.7073620702682505
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785665383168,1783596785.665383,/tf,apollo.transform.TransformStampeds,0.0,0,,0,0,0,0,world,localization,1783596785.6627378,110.32746124267578,-132.9977569580078,0.033533114939928055,-0.00015938511842148245,-0.0001594978970784259,-0.706856638105007,0.7073567998709646
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785764948088,1783596785.764948,/tf,apollo.transform.TransformStampeds,0.0,0,,0,0,0,0,world,localization,1783596785.7624848,110.5756607055664,-132.99765014648438,0.03352327272295952,-0.00016709252353922478,-0.00016569945583109759,-0.706865678909954,0.7073477621389275
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785865478301,1783596785.8654785,/tf,apollo.transform.TransformStampeds,0.0,0,,0,0,0,0,world,localization,1783596785.8624916,110.83555603027344,-132.99754333496094,0.0335037037730217,-0.00018104134225995427,-0.00017965183022416694,-0.706877354828546,0.7073360871465912
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785965323001,1783596785.965323,/tf,apollo.transform.TransformStampeds,0.0,0,,0,0,0,0,world,localization,1783596785.9625373,111.10823822021484,-132.99742126464844,0.03348138555884361,-0.00019636255858191342,-0.00019610895257201748,-0.7068850738149026,0.7073283646233369
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786065779965,1783596786.06578,/tf,apollo.transform.TransformStampeds,0.0,0,,0,0,0,0,world,localization,1783596786.0625062,111.39424896240234,-132.9972381591797,0.033463649451732635,-0.00020854133592739446,-0.00020938655752509135,-0.7068880839485286,0.7073253490716691
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786165413399,1783596786.1654134,/tf,apollo.transform.TransformStampeds,0.0,0,,0,0,0,0,world,localization,1783596786.1622722,111.69387817382812,-132.99705505371094,0.033450108021497726,-0.00021781147908372668,-0.00021925087289937172,-0.7068869507507783,0.7073264757843305
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786265616504,1783596786.2656164,/tf,apollo.transform.TransformStampeds,0.0,0,,0,0,0,0,world,localization,1783596786.262548,112.00702667236328,-132.99685668945312,0.03344499692320824,-0.0002213566592430017,-0.0002228706489002952,-0.7068833705352218,0.707330051525218
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786366232190,1783596786.3662322,/tf,apollo.transform.TransformStampeds,0.0,0,,0,0,0,0,world,localization,1783596786.3631647,112.33267211914062,-132.9966583251953,0.033451974391937256,-0.00021642826564213338,-0.00021802093411058302,-0.706877720799067,0.7073357006850385
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786465506194,1783596786.4655063,/tf,apollo.transform.TransformStampeds,0.0,0,,0,0,0,0,world,localization,1783596786.4623196,112.67023468017578,-132.99636840820312,0.033462200313806534,-0.00020925951672400906,-0.0002106912057559612,-0.7068711298675708,0.7073422916660748
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786565633746,1783596786.5656338,/tf,apollo.transform.TransformStampeds,0.0,0,,0,0,0,0,world,localization,1783596786.562491,113.01944732666016,-132.99609375,0.033471010625362396,-0.00020305841503762126,-0.00020433260042451135,-0.7068641617620897,0.7073492587342174
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786665384621,1783596786.6653848,/tf,apollo.transform.TransformStampeds,0.0,0,,0,0,0,0,world,localization,1783596786.6626408,113.38031005859375,-132.9958038330078,0.03347577899694443,-0.00019972313658738136,-0.0002007558298939872,-0.7068575695308477,0.7073558483568991
