frame_index,worker_model_count,worker_tid,aligned_sched_s,cpu,active_trace_nodes,stack_class,leaf,callchain
816,2,1646955,968499.227329293,2,cruise_mlp_inference;model_cruise_mlp,PI互斥锁释放,_raw_spin_unlock_irqrestore,_raw_spin_unlock_irqrestore+0x38 ([kernel.kallsyms]); try_to_wake_up+0x26c ([kernel.kallsyms]); wake_up_q+0x70 ([kernel.kallsyms]); rt_mutex_postunlock+0x24 ([kernel.kallsyms]); do_futex+0x644 ([kernel.kallsyms]); __arm64_sys_futex+0x124 ([kernel.kallsyms]); el0_svc_common.constprop.0+0x80 ([kernel.kallsyms]); do_el0_svc+0x38 ([kernel.kallsyms]); el0_svc+0x1c ([kernel.kallsyms]); el0_sync_handler+0xa8 ([kernel.kallsyms]); el0_sync+0x16c ([kernel.kallsyms]); futex_unlock_pi+0x498 (inlined); __pthread_mutex_unlock_full+0x498 (/usr/lib/aarch64-linux-gnu/libpthread-2.31.so); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/libcudnn_ops_infer.so.8.6.0); [unknown] (/usr/lib/aarch64-linux-gnu/libcudnn_ops_infer.so.8.6.0); cudnn::ops::SetStream+0x3b (/usr/lib/aarch64-linux-gnu/libcudnn_ops_infer.so.8.6.0); cudnnSetStream+0x93 (/usr/lib/aarch64-linux-gnu/libcudnn_ops_infer.so.8.6.0); [unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cuda.so)
816,2,1646945,968499.1531658992,9,cruise_mlp_inference;model_cruise_mlp,libtorch CPU路径,[unknown],[unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cpu.so)
817,1,1646944,968499.3525987912,9,model_cruise_mlp,其他路径,host1x_sync_readl,host1x_sync_readl+0x40 ([kernel.kallsyms]); t20_syncpt_update_min+0x50 ([kernel.kallsyms]); syncpt_update_min_is_expired+0x40 ([kernel.kallsyms]); nvhost_syncpt_wait_timeout+0x378 ([kernel.kallsyms]); nvhost_ctrlctl+0x89c ([kernel.kallsyms]); __arm64_sys_ioctl+0xac ([kernel.kallsyms]); el0_svc_common.constprop.0+0x80 ([kernel.kallsyms]); do_el0_svc+0x38 ([kernel.kallsyms]); el0_svc+0x1c ([kernel.kallsyms]); el0_sync_handler+0xa8 ([kernel.kallsyms]); el0_sync+0x16c ([kernel.kallsyms]); nice+0x4 (/usr/lib/aarch64-linux-gnu/libc-2.31.so); [unknown] ([heap])
817,2,1646954,968499.2937026679,9,cruise_mlp_inference;model_cruise_mlp,libtorch CPU路径,[unknown],[unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cpu.so)
817,2,1646954,968499.3324927015,11,cruise_mlp_inference;model_cruise_mlp,其他路径,futex_wait,futex_wait+0x7c ([kernel.kallsyms]); do_futex+0x188 ([kernel.kallsyms]); __arm64_sys_futex+0x124 ([kernel.kallsyms]); el0_svc_common.constprop.0+0x80 ([kernel.kallsyms]); do_el0_svc+0x38 ([kernel.kallsyms]); el0_svc+0x1c ([kernel.kallsyms]); el0_sync_handler+0xa8 ([kernel.kallsyms]); el0_sync+0x16c ([kernel.kallsyms]); __lll_lock_wait+0x50 (/usr/lib/aarch64-linux-gnu/libpthread-2.31.so); __GI___pthread_mutex_lock+0xfb (inlined); [unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libc10_cuda.so)
817,2,1646954,968499.3987445399,8,cruise_mlp_inference;model_cruise_mlp,其他路径,__kernel_clock_gettime,__kernel_clock_gettime+0x0 ([vdso])
817,2,1646959,968499.3808920847,11,model_cruise_mlp,其他路径,[unknown],[unknown] (/opt/apollo/neo/lib/modules/common/math/libmath.so)
818,2,1646955,968499.4215774788,3,model_cruise_mlp,libtorch CPU路径,[unknown],[unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cpu.so)
818,2,1646955,968499.4590199281,11,cruise_mlp_inference;model_cruise_mlp,libtorch CUDA路径,[unknown],[unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cuda.so)
818,2,1646955,968499.5166496511,1,model_cruise_mlp,libtorch CPU路径,[unknown],[unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cpu.so)
818,2,1646957,968499.4287713061,11,cruise_mlp_inference;model_cruise_mlp,其他路径,__aarch64_swp4_rel,__aarch64_swp4_rel+0x14 (/usr/lib/aarch64-linux-gnu/libpthread-2.31.so); __pthread_mutex_unlock_usercnt+0x4b (/usr/lib/aarch64-linux-gnu/libpthread-2.31.so); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libnvrm_gpu.so); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libnvrm_gpu.so); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libnvcucompat.so); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1)
818,2,1646951,968499.4217961025,8,model_cruise_mlp,其他路径,[unknown],[unknown] (/opt/apollo/neo/lib/modules/prediction/libapollo_prediction.so)
818,2,1646951,968499.5110532964,2,cruise_mlp_inference;model_cruise_mlp,libtorch CPU路径,_dl_unmap,_dl_unmap+0x4c (/usr/lib/aarch64-linux-gnu/ld-2.31.so); _dl_unmap+0x1b (/usr/lib/aarch64-linux-gnu/ld-2.31.so); [unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cpu.so)
818,2,1646951,968499.5249497511,3,cruise_mlp_inference;model_cruise_mlp,libtorch CUDA路径,[unknown],[unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cuda.so)
818,2,1646951,968499.5276237037,1,model_cruise_mlp,其他路径,[unknown],[unknown] (/opt/apollo/neo/lib/modules/prediction/libapollo_prediction.so)
819,1,1646949,968499.5688707948,9,cruise_mlp_inference;model_cruise_mlp,其他路径,[unknown],[unknown] (/usr/local/lib/libtcmalloc.so.4.5.16)
819,1,1646949,968499.5843327217,2,model_cruise_mlp,其他路径,[unknown],[unknown] (/opt/apollo/neo/lib/modules/prediction/libapollo_prediction.so)
819,1,1646949,968499.6375523305,1,model_cruise_mlp,libtorch CPU路径,[unknown],[unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cpu.so)
819,2,1646954,968499.6836923202,2,cruise_mlp_inference;model_cruise_mlp,libtorch CPU路径,[unknown],[unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cpu.so)
819,2,1646958,968499.5655983776,10,,其他路径,[unknown],[unknown] (/opt/apollo/neo/lib/cyber/task/libcyber_task.so)
819,2,1646943,968499.5737115332,9,cruise_mlp_inference;model_cruise_mlp,libtorch CPU路径,[unknown],[unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cpu.so)
819,2,1646943,968499.5946126629,1,model_cruise_mlp,CUDA异步内存复制,[unknown],[unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/local/cuda-11.4/targets/aarch64-linux/lib/libcudart.so.11.4.298); [unknown] (/usr/local/cuda-11.4/targets/aarch64-linux/lib/libcudart.so.11.4.298); cudaMemcpyAsync+0x1f3 (/usr/local/cuda-11.4/targets/aarch64-linux/lib/libcudart.so.11.4.298); [unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cuda.so)
820,1,1646961,968499.7106485883,2,cruise_mlp_inference;model_cruise_mlp,其他路径,[unknown],[unknown] (/usr/local/lib/libtcmalloc.so.4.5.16)
820,1,1646961,968499.7274924677,8,cruise_mlp_inference;model_cruise_mlp,其他路径,prepare_to_wait_event,prepare_to_wait_event+0x0 ([kernel.kallsyms]); nvhost_ctrlctl+0x89c ([kernel.kallsyms]); __arm64_sys_ioctl+0xac ([kernel.kallsyms]); el0_svc_common.constprop.0+0x80 ([kernel.kallsyms]); do_el0_svc+0x38 ([kernel.kallsyms]); el0_svc+0x1c ([kernel.kallsyms]); el0_sync_handler+0xa8 ([kernel.kallsyms]); el0_sync+0x16c ([kernel.kallsyms]); nice+0x4 (/usr/lib/aarch64-linux-gnu/libc-2.31.so); [unknown] ([heap])
820,2,1646956,968499.7277814277,9,cruise_mlp_inference;model_cruise_mlp,libtorch CUDA路径,[unknown],[unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cuda.so)
820,2,1646956,968499.7972360203,3,cruise_mlp_inference;model_cruise_mlp,libtorch CUDA路径,[unknown],[unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cuda.so)
820,2,1646956,968499.8093819775,1,cruise_mlp_inference;model_cruise_mlp,其他路径,[unknown],[unknown] (/usr/local/lib/libtcmalloc.so.4.5.16)
820,2,1646956,968499.8146147805,2,cruise_mlp_inference;model_cruise_mlp,libtorch CPU路径,[unknown],[unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cpu.so)
820,2,1646957,968499.7986089812,1,cruise_mlp_inference;model_cruise_mlp,其他路径,[unknown],[unknown] (/opt/apollo/neo/bin/mainboard)
820,2,1646951,968499.7698897358,0,cruise_mlp_inference;model_cruise_mlp,cuDNN路径,[unknown],[unknown] (/usr/lib/aarch64-linux-gnu/libcudnn_ops_infer.so.8.6.0); [unknown] (/usr/lib/aarch64-linux-gnu/libcudnn_ops_infer.so.8.6.0); cudnn::ops::SetStream+0x6f (/usr/lib/aarch64-linux-gnu/libcudnn_ops_infer.so.8.6.0); cudnnSetStream+0x93 (/usr/lib/aarch64-linux-gnu/libcudnn_ops_infer.so.8.6.0); [unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cuda.so)
821,1,1646943,968499.8273310105,2,cruise_mlp_inference;model_cruise_mlp,cuDNN路径,cudnn::cnn::EngineContainer<(cudnnBackendEngineName_t)28>::getTensorAlignment,"cudnn::cnn::EngineContainer<(cudnnBackendEngineName_t)28>::getTensorAlignment+0x0 (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); cudnn::cnn::BatchPartitionExecutor::getTensorAlignment+0x57 (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); cudnn::backend::Engine::post_checks+0x47b (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); cudnn::backend::Engine::finalize_internal+0x12f (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); [unknown] (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); cudnn::backend::EngineConfig::finalize_internal+0x483 (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); [unknown] (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); cudnn::backend::ExecutionPlan::finalize_internal+0x2d3 (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); [unknown] (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); cudnn::backend::get_plan_for_legacy_algo+0xc17 (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); cudnn::backend::make_convolution_plan<cudnn::backend::ConvolutionForwardOperation, cudnnConvolutionFwdAlgo_t, cudnn::backend::EnginesAlgoMap<cudnnConvolutionFwdAlgo_t, 8> >+0x2a7 (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0)"
821,1,1646943,968499.8301794598,3,cruise_mlp_inference;model_cruise_mlp,libtorch CPU路径,[unknown],[unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cpu.so)
821,1,1646943,968499.8441132898,0,cruise_mlp_inference;model_cruise_mlp,其他路径,[unknown],[unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/local/cuda-11.4/targets/aarch64-linux/lib/libcudart.so.11.4.298); cudaGetDevice+0x1a3 (/usr/local/cuda-11.4/targets/aarch64-linux/lib/libcudart.so.11.4.298); [unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libc10_cuda.so)
821,2,1646954,968499.8527025098,1,cruise_mlp_inference;model_cruise_mlp,libtorch CUDA路径,[unknown],[unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cuda.so)
821,2,1646954,968499.8741302321,0,model_cruise_mlp,libtorch CPU路径,[unknown],[unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cpu.so)
821,2,1646958,968499.8324083885,3,cruise_mlp_inference;model_cruise_mlp,libtorch CPU路径,[unknown],[unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cpu.so)
821,2,1646958,968499.854906319,2,cruise_mlp_inference;model_cruise_mlp,其他路径,preempt_schedule_irq,preempt_schedule_irq+0x48 ([kernel.kallsyms]); __sched_text_start+0x1c ([kernel.kallsyms]); el1_irq+0xe8 ([kernel.kallsyms]); nvhost_syncpt_wait_timeout+0xf4 ([kernel.kallsyms]); nvhost_ctrlctl+0x89c ([kernel.kallsyms]); __arm64_sys_ioctl+0xac ([kernel.kallsyms]); el0_svc_common.constprop.0+0x80 ([kernel.kallsyms]); do_el0_svc+0x38 ([kernel.kallsyms]); el0_svc+0x1c ([kernel.kallsyms]); el0_sync_handler+0xa8 ([kernel.kallsyms]); el0_sync+0x16c ([kernel.kallsyms]); nice+0x4 (/usr/lib/aarch64-linux-gnu/libc-2.31.so); [unknown] ([heap])
821,2,1646959,968499.8264128653,1,model_cruise_mlp,其他路径,[unknown],[unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libc10.so)
821,2,1646959,968499.8399465042,2,cruise_mlp_inference;model_cruise_mlp,其他路径,[unknown],[unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1)
