frame_index,worker_model_count,worker_tid,model_ordinal,obstacle_id,model_duration_ms,inference_count,inference_sum_ms,running_ms,blocked_ms,runnable_ms,unknown_ms,max_runnable_ms,cpu_list,running_segment_count,stack_sample_count,stack_categories
814,1,1646942,1,27,89.026144,3,80.899456,13.131144340150058,73.25400004629046,2.6409996207803488,0,0.1639999682083726,0;1;8;9;10;11,110,1,PI互斥锁释放:1
814,2,1646954,1,29,61.455712,2,57.768416,8.554712287150323,49.61700027342886,3.2839993946254253,0,0.4190000472590327,0;1;8;9;10;11,76,0,
814,2,1646954,2,65,35.202624,2,31.777248,8.845623582601547,22.92899996973574,3.4280004911124706,0,1.1399999493733048,0;1;2;8;9;10;11,110,1,libtorch CUDA路径:1
814,2,1646955,1,26,83.559936,3,74.767776,12.986935791559517,68.88499949127436,1.6880007460713387,0,0.22600009106099606,1;2;8;9;10;11,103,2,libtorch CPU路径:2
814,2,1646955,2,66,11.710016,3,10.435392,8.602015441283584,2.7060003485530615,0.4020001506432891,0,0.04499999340623617,9;10,45,1,cuBLASLt启发式查询:1
814,2,1646957,1,28,55.905984,2,47.737312,7.966983946971595,45.1439997414127,2.7950003277510405,0,0.32299989834427834,0;8;9;10;11,73,1,cuDNN路径:1
814,2,1646957,2,64,40.43728,2,32.712288,8.041279623284936,30.295999720692635,2.100000623613596,0,0.3100000321865082,1;8;9;10;11,97,0,
815,1,1646953,1,27,90.753344,3,84.80614400000002,14.174343436025083,74.87900124397129,1.6999993240460753,0,0.10199996177107096,0;1;2;3;8;9;10;11,114,1,cuDNN路径:1
815,2,1646960,1,28,56.3488,2,50.290048,8.157800184562802,45.540000312030315,2.6509995805099607,0,0.7600000826641917,0;1;2;3;10,60,0,
815,2,1646960,2,64,38.958944,2,34.709504,9.114944143220782,27.383000240661204,2.460999647155404,0,0.22499996703118086,0;2;3;8;9;10;11,92,0,
815,2,1646946,1,26,86.296512,3,73.147648,12.790511478669941,70.26300032157451,3.2430002465844154,0,1.5310000162571669,0;1;2;3;8;9;10;11,105,2,libtorch CPU路径:2
815,2,1646946,2,66,24.920672,3,22.856608,11.00467226933688,7.172999088652432,6.7430007038638,0,4.915999947115779,8;9;10;11,85,1,PI互斥锁慢路径:1
815,2,1646958,1,29,85.755584,2,74.621984,10.417583864182234,64.86500089522451,10.47299918718636,0,2.458999981172383,0;1;2;3;8;11,111,1,libtorch CPU路径:1
815,2,1646958,2,65,21.410112,2,18.677856,8.426111191511154,9.077000082470477,3.90700064599514,0,0.23800006601959467,1;8;9;10;11,115,1,libtorch CPU路径:1
816,1,1646952,1,27,91.819264,3,75.478592,14.346264768391848,73.9299989072606,3.5430003190413117,0,0.32400002237409353,0;1;2;3;8;10,125,2,PI互斥锁释放:1;cuDNN路径:1
816,2,1646961,1,29,60.11152,2,55.067423999999995,8.756519760936499,49.63300016243011,1.7220000736415386,0,0.1740000443533063,0;1;2;3;9;10;11,67,0,
816,2,1646961,2,65,47.918208,2,41.687488,9.569207672029734,33.61000004224479,4.739000229164958,0,0.6790000479668379,0;1;2;3,122,1,其他路径:1
816,2,1646955,1,26,97.533056,3,84.22707199999999,14.466055785305798,77.24999950733036,5.8170006377622485,0,0.8330000564455986,0;1;2;3;8;9;11,139,2,CUDA异步内存复制:1;PI互斥锁释放:1
816,2,1646955,2,66,16.001024,3,13.843264,9.963024640455842,3.9410003228113055,2.0969989709556103,0,0.5569999339058995,1;3,71,0,
816,2,1646945,1,28,62.365664,2,55.068,8.672663709148765,52.47800052165985,1.2149997055530548,0,0.2079999540001154,0;1;3;8;9;10;11,68,1,libtorch CPU路径:1
816,2,1646945,2,64,43.499648,2,40.337408,8.567647892050445,31.43000020645559,3.5019998904317617,0,0.24700001813471317,0;1;2;3,106,0,
817,1,1646944,1,27,94.934112,3,78.19526400000001,13.132112449966371,77.76800019200891,4.033999401144683,0,0.784000032581389,1;8;9;10;11,128,1,其他路径:1
817,2,1646946,1,29,49.012544,2,45.366816,7.849544286727905,38.58699940610677,2.576000289991498,0,1.3080000644549727,8;9;10;11,35,0,
817,2,1646946,2,65,58.582752,2,47.77744,9.997752960771322,46.8869999749586,1.697999075986445,0,0.45000005047768354,0;8;9;10;11,87,0,
817,2,1646954,1,26,93.801024,3,79.52528,13.396023423410952,77.39600061904639,3.0089999781921506,0,0.3700000233948231,8;9;10;11,117,2,libtorch CPU路径:1;其他路径:1
817,2,1646954,2,66,21.831328,3,19.224512,12.435328215360641,8.192999637685716,1.2030001962557435,0,0.18800003454089165,0;1;8;9;10;11,75,1,其他路径:1
817,2,1646959,1,28,73.324192,2,62.788895999999994,9.131191531196237,59.79500059038401,4.3979998445138335,0,2.5059999898076057,1;8;9;10;11,87,0,
817,2,1646959,2,64,38.214592,2,34.268736000000004,9.068591985851526,27.707000030204654,1.4390000142157078,0,0.1289999345317483,1;8;9;10;11,74,1,其他路径:1
818,1,1646948,1,27,88.597792,3,69.247072,12.568792444653809,73.39600007981062,2.63299944344908,0,0.19699998665601015,0;1;3;8;9;10;11,124,0,
818,2,1646955,1,29,52.052736,2,47.801952,7.972735678777099,42.050000512972474,2.0299998577684164,0,0.15400000847876072,2;3;8;9;10;11,99,2,libtorch CPU路径:1;libtorch CUDA路径:1
818,2,1646955,2,65,51.663904,2,43.399328,9.043904370628297,36.87900037039071,5.7409992441535,0,3.339999937452376,0;1;2;3;8,73,1,libtorch CPU路径:1
818,2,1646957,1,28,72.156384,2,60.122208,8.698383695445955,61.272999620996416,2.1850006887689233,0,0.1799999736249447,0;1;2;3;8;9;10;11,103,1,其他路径:1
818,2,1646957,2,64,39.185664,2,34.080032,9.449663339182734,26.028000051155686,3.708000644110143,0,0.5460000829771161,0;1;2;3,106,0,
818,2,1646951,1,26,97.796416,3,84.35408000000001,13.228415395133197,79.84999986365438,4.718000767752528,0,2.483000047504902,0;1;2;3;8;9;10;11,131,2,libtorch CPU路径:1;其他路径:1
818,2,1646951,2,66,18.682368,3,16.207487999999998,10.595368570648134,6.803999887779355,1.282999524846673,0,0.11300004553049803,0;1;2;3,87,2,libtorch CUDA路径:1;其他路径:1
819,1,1646949,1,27,111.657024,3,98.76816,16.010023653507233,85.79000050667673,9.856999851763248,0,0.9550000540912151,0;1;2;3;8;9;10,168,3,libtorch CPU路径:1;其他路径:2
819,2,1646954,1,28,78.994688,2,75.468064,9.423688286915421,65.9950003027916,3.5759994061663747,0,0.4000000189989805,0;1;2;3;8;9;10;11,95,0,
819,2,1646954,2,64,39.012448,2,35.795648,8.95144755486399,26.289000059477985,3.772000316530466,0,0.32300001475960016,0;1;2;3,109,1,libtorch CPU路径:1
819,2,1646958,1,29,91.854944,2,88.083456,10.873943916521966,75.9980003349483,4.982999758794904,0,1.0189999593421817,0;1;2;3;8;9;10,80,0,
819,2,1646958,2,65,25.847296,2,22.926112,8.35329620167613,16.500000143423676,0.9939996525645256,0,0.06799993570894003,0;1;2;3,83,0,
819,2,1646943,1,26,100.299104,3,94.845504,14.592104009352624,83.02199968602508,2.6850003050640225,0,0.15400000847876072,0;1;2;3;8;9;10,109,2,CUDA异步内存复制:1;libtorch CPU路径:1
819,2,1646943,2,66,20.193184,3,18.217312,9.747183183208108,8.555000182241201,1.8910006619989872,0,0.44299999717622995,0;1;2;3,84,0,
820,1,1646961,1,27,87.652928,3,72.368416,12.607928016223013,71.93399989046156,3.1110000563785434,0,1.1620000004768372,0;1;2;3;5;8;9;10;11,95,2,其他路径:2
820,2,1646956,1,26,90.818688,3,84.94000000000001,13.593687675893307,74.36600036453456,2.8589998837560415,0,0.43000001460313797,0;1;2;3;5;9;10;11,89,2,libtorch CUDA路径:2
820,2,1646956,2,66,14.46304,3,11.484224,9.144039708189666,4.385999636724591,0.933000585064292,0,0.2109999768435955,1;2;3,27,2,libtorch CPU路径:1;其他路径:1
