frame_index,worker_model_count,worker_tid,state,cpu,start_from_threadpool_ms,end_from_threadpool_ms,duration_ms
814,1,1646942,running,8,1.3508159900084138,1.7363198567181826,0.38550386670976877
814,1,1646942,blocked,,1.7363198567181826,3.9413198828697205,2.205000026151538
814,1,1646942,runnable,,3.9413198828697205,4.021319909952581,0.08000002708286047
814,1,1646942,running,0,4.021319909952581,4.3613199377432466,0.3400000277906656
814,1,1646942,blocked,,4.3613199377432466,4.375319927930832,0.013999990187585354
814,1,1646942,runnable,,4.375319927930832,4.395319847390056,0.019999919459223747
814,1,1646942,running,8,4.395319847390056,4.573319922201335,0.17800007481127977
814,1,1646942,blocked,,4.573319922201335,4.695319919846952,0.12199999764561653
814,1,1646942,runnable,,4.695319919846952,4.757319926284254,0.062000006437301636
814,1,1646942,running,8,4.757319926284254,4.871319863013923,0.11399993672966957
814,1,1646942,blocked,,4.871319863013923,4.95031988248229,0.0790000194683671
814,1,1646942,runnable,,4.95031988248229,5.053319851867855,0.10299996938556433
814,1,1646942,running,8,5.053319851867855,5.145319853909314,0.09200000204145908
814,1,1646942,blocked,,5.145319853909314,5.240319878794253,0.0950000248849392
814,1,1646942,runnable,,5.240319878794253,5.254319868981838,0.013999990187585354
814,1,1646942,running,8,5.254319868981838,5.344319855794311,0.08999998681247234
814,1,1646942,blocked,,5.344319855794311,5.387319950386882,0.04300009459257126
814,1,1646942,runnable,,5.387319950386882,5.430319928564131,0.04299997817724943
814,1,1646942,running,8,5.430319928564131,5.542319850064814,0.11199992150068283
814,1,1646942,blocked,,5.542319850064814,5.617319839075208,0.07499998901039362
814,1,1646942,runnable,,5.617319839075208,5.702319904230535,0.08500006515532732
814,1,1646942,running,8,5.702319904230535,5.76831994112581,0.06600003689527512
814,1,1646942,blocked,,5.76831994112581,5.864319857209921,0.09599991608411074
814,1,1646942,runnable,,5.864319857209921,5.878319847397506,0.013999990187585354
814,1,1646942,running,8,5.878319847397506,5.966319935396314,0.08800008799880743
814,1,1646942,blocked,,5.966319935396314,6.007319898344576,0.04099996294826269
814,1,1646942,runnable,,6.007319898344576,6.044319947250187,0.03700004890561104
814,1,1646942,running,8,6.044319947250187,6.129319895990193,0.0849999487400055
814,1,1646942,blocked,,6.129319895990193,6.19931984692812,0.06999995093792677
814,1,1646942,runnable,,6.19931984692812,6.297319894656539,0.0980000477284193
814,1,1646942,running,8,6.297319894656539,6.383319851011038,0.08599995635449886
814,1,1646942,blocked,,6.383319851011038,6.493319873698056,0.11000002268701792
814,1,1646942,runnable,,6.493319873698056,6.543319905176759,0.05000003147870302
814,1,1646942,running,8,6.543319905176759,6.627319846302271,0.08399994112551212
814,1,1646942,blocked,,6.627319846302271,6.702319951727986,0.07500010542571545
814,1,1646942,runnable,,6.702319951727986,6.716319941915572,0.013999990187585354
814,1,1646942,running,8,6.716319941915572,6.734319846145809,0.017999904230237007
814,1,1646942,blocked,,6.734319846145809,6.763319950550795,0.029000104404985905
814,1,1646942,runnable,,6.763319950550795,6.808319943957031,0.04499999340623617
814,1,1646942,running,8,6.808319943957031,6.867319927550852,0.058999983593821526
814,1,1646942,blocked,,6.867319927550852,6.9413199089467525,0.07399998139590025
814,1,1646942,runnable,,6.9413199089467525,7.016319897957146,0.07499998901039362
814,1,1646942,running,8,7.016319897957146,7.103319861926138,0.08699996396899223
814,1,1646942,blocked,,7.103319861926138,7.198319886811078,0.0950000248849392
814,1,1646942,runnable,,7.198319886811078,7.212319876998663,0.013999990187585354
814,1,1646942,running,8,7.212319876998663,7.231319905258715,0.019000028260052204
814,1,1646942,blocked,,7.231319905258715,7.259319885633886,0.027999980375170708
814,1,1646942,runnable,,7.259319885633886,7.302319863811135,0.04299997817724943
814,1,1646942,running,8,7.302319863811135,7.356319925747812,0.0540000619366765
814,1,1646942,blocked,,7.356319925747812,7.427319884300232,0.07099995855242014
814,1,1646942,runnable,,7.427319884300232,7.498319842852652,0.07099995855242014
814,1,1646942,running,8,7.498319842852652,7.597319898195565,0.09900005534291267
814,1,1646942,blocked,,7.597319898195565,7.690319907851517,0.09300000965595245
814,1,1646942,runnable,,7.690319907851517,7.705319905653596,0.014999997802078724
814,1,1646942,running,8,7.705319905653596,7.770319934934378,0.06500002928078175
814,1,1646942,blocked,,7.770319934934378,7.807319867424667,0.03699993249028921
814,1,1646942,runnable,,7.807319867424667,7.852319860830903,0.04499999340623617
814,1,1646942,running,8,7.852319860830903,7.876319927163422,0.024000066332519054
814,1,1646942,blocked,,7.876319927163422,7.961319875903428,0.0849999487400055
814,1,1646942,runnable,,7.961319875903428,8.030319935642183,0.06900005973875523
814,1,1646942,running,8,8.030319935642183,8.091319934464991,0.060999998822808266
814,1,1646942,blocked,,8.091319934464991,8.18331993650645,0.09200000204145908
814,1,1646942,runnable,,8.18331993650645,8.195319911465049,0.011999974958598614
814,1,1646942,running,8,8.195319911465049,8.277319953776896,0.08200004231184721
814,1,1646942,blocked,,8.277319953776896,8.320319931954145,0.04299997817724943
814,1,1646942,runnable,,8.320319931954145,8.364319917745888,0.0439999857917428
814,1,1646942,running,8,8.364319917745888,8.392319898121059,0.027999980375170708
814,1,1646942,blocked,,8.392319898121059,8.446319843642414,0.053999945521354675
814,1,1646942,runnable,,8.446319843642414,8.453319896943867,0.00700005330145359
814,1,1646942,running,8,8.453319896943867,8.50631995126605,0.05300005432218313
814,1,1646942,blocked,,8.50631995126605,8.907319861464202,0.40099991019815207
814,1,1646942,runnable,,8.907319861464202,8.966319845058024,0.058999983593821526
814,1,1646942,running,9,8.966319845058024,9.061319869942963,0.0950000248849392
814,1,1646942,blocked,,9.061319869942963,16.5293199243024,7.468000054359436
814,1,1646942,runnable,,16.5293199243024,16.53931988403201,0.009999959729611874
814,1,1646942,running,9,16.53931988403201,16.608319943770766,0.06900005973875523
