file,size_bytes,sha256
perception数据统计/data/perception_propagation.csv,44258,af2ee25e123460c7de43b649f3f22a5f4edf9ae985e774a3bf1f53cf0d4aa167
prediction数据统计/data/prediction_propagation.csv,54390,20d013094bc584feb7702c577fc0f0a63586b3723b5e0aebe1ab1c44d1da9c33
planning数据统计/data/planning_propagation.csv,75760,e899f82342abe2bfe26534e485f76824edf97f7db63ee3fc370d34f239356d6d
control数据统计/data/control_propagation.csv,646248,3a329ee9c05695af9fa6a11aed07ac9e6d1c1f3744c3f1eab06a4d5d711ed695
vehicle_state数据统计/data/vehicle_state.csv,65693,b97dbd9d43620bed517865c2efc28224e85aa2651e5eecda89d5e1a5bf3ee505
target_obstacle数据统计/data/target_obstacle_state.csv,7231,b59bb0716c0a68f744c2aeec5999904399ea3c9ffa2db6afcfcbae832eb1bb97
消息时序与车辆状态数据统计/data_quality_summary.json,3511,9b7b5857907fd6cecb7ffbff8eceab7f74fa09977fcb58c67769b3e34c750f27
