frame_index,trace_id,node,tid,enter_ns,exit_ns,duration_ms,completion_status,terminal_phase
513,17293982500799907067,container,3772842,1220048613737888,1220048614234752,0.496864,ok,container_exit
513,17293982500799907067,semantic_map_prepare,3772842,1220048614623328,1220048614671200,0.047872,ok,semantic_map_prepare_exit
513,17293982500799907067,semantic_base_copy,3772842,1220048614675808,1220048616017760,1.341952,ok,semantic_base_copy_exit
513,17293982500799907067,cyber_taskmanager_queue_enqueue,3772842,1220048616029088,1220048616036608,0.00752,ok,cyber_taskmanager_queue_enqueue_exit
513,17293982500799907067,cyber_taskmanager_notify_task,3772842,1220048616038240,1220048616061152,0.022912,ok,cyber_taskmanager_notify_task_exit
513,17293982500799907067,semantic_base_async_lock_wait,3772857,1220048616112032,1220048616113152,0.00112,ok,semantic_base_async_lock_wait_exit
513,17293982500799907067,cyber_taskmanager_notify_task,3772842,1220048616062240,1220048616117664,0.055424,ok,cyber_taskmanager_notify_task_exit
513,17293982500799907067,cyber_taskmanager_notify_task,3772842,1220048616118912,1220048616129728,0.010816,ok,cyber_taskmanager_notify_task_exit
513,17293982500799907067,cyber_taskmanager_notify_task,3772842,1220048616130528,1220048616142784,0.012256,ok,cyber_taskmanager_notify_task_exit
513,17293982500799907067,cyber_taskmanager_notify_task,3772842,1220048616143648,1220048616155264,0.011616,ok,cyber_taskmanager_notify_task_exit
513,17293982500799907067,cyber_taskmanager_notify_task,3772842,1220048616156096,1220048616166688,0.010592,ok,cyber_taskmanager_notify_task_exit
513,17293982500799907067,cyber_taskmanager_notify_task,3772842,1220048616167520,1220048616178976,0.011456,ok,cyber_taskmanager_notify_task_exit
513,17293982500799907067,cyber_taskmanager_notify_task,3772842,1220048616179840,1220048616190080,0.01024,ok,cyber_taskmanager_notify_task_exit
513,17293982500799907067,cyber_taskmanager_notify_task,3772842,1220048616190912,1220048616202912,0.012,ok,cyber_taskmanager_notify_task_exit
513,17293982500799907067,cyber_taskmanager_notify_task,3772842,1220048616203776,1220048616215328,0.011552,ok,cyber_taskmanager_notify_task_exit
513,17293982500799907067,cyber_taskmanager_notify_task,3772842,1220048616216288,1220048616227776,0.011488,ok,cyber_taskmanager_notify_task_exit
513,17293982500799907067,cyber_taskmanager_notify_task,3772842,1220048616229088,1220048616244864,0.015776,ok,cyber_taskmanager_notify_task_exit
513,17293982500799907067,cyber_taskmanager_notify_task,3772842,1220048616245920,1220048616257152,0.011232,ok,cyber_taskmanager_notify_task_exit
513,17293982500799907067,cyber_taskmanager_notify_task,3772842,1220048616258112,1220048616269504,0.011392,ok,cyber_taskmanager_notify_task_exit
513,17293982500799907067,cyber_taskmanager_notify_task,3772842,1220048616270784,1220048616281760,0.010976,ok,cyber_taskmanager_notify_task_exit
513,17293982500799907067,semantic_draw_roads,3772857,1220048616726144,1220048618564160,1.838016,ok,semantic_draw_roads_exit
513,17293982500799907067,semantic_draw_junctions,3772857,1220048618569024,1220048618712672,0.143648,ok,semantic_draw_junctions_exit
513,17293982500799907067,semantic_draw_crosswalks,3772857,1220048618715168,1220048618720416,0.005248,ok,semantic_draw_crosswalks_exit
513,17293982500799907067,semantic_draw_lanes,3772857,1220048618720960,1220048629204224,10.483264,ok,semantic_draw_lanes_exit
513,17293982500799907067,semantic_base_async_draw,3772857,1220048616110080,1220048629212864,13.102784,ok,semantic_base_async_draw_exit
513,17293982500799907067,cyber_taskmanager_notify_task,3772842,1220048616282688,1220048629298624,13.015936,ok,cyber_taskmanager_notify_task_exit
513,17293982500799907067,cyber_taskmanager_notify_tasks,3772842,1220048616037664,1220048629301792,13.264128,ok,cyber_taskmanager_notify_tasks_exit
513,17293982500799907067,semantic_base_async_submit,3772842,1220048616023264,1220048629303008,13.279744,ok,semantic_base_async_submit_exit
513,17293982500799907067,semantic_base_async_future_replace,3772842,1220048629304000,1220048629305184,0.001184,ok,semantic_base_async_future_replace_exit
513,17293982500799907067,semantic_base_async_schedule,3772842,1220048616022272,1220048629305920,13.283648,ok,semantic_base_async_schedule_exit
513,17293982500799907067,semantic_base_image,3772842,1220048614674720,1220048629307008,14.632288,ok,semantic_base_image_exit
513,17293982500799907067,semantic_adc_draw,3772842,1220048629307840,1220048629309088,0.001248,ok,semantic_adc_draw_exit
513,17293982500799907067,semantic_obstacle_history_draw,3772842,1220048629309696,1220048629399456,0.08976,ok,semantic_obstacle_history_draw_exit
513,17293982500799907067,semantic_history_cache_copy,3772842,1220048629400576,1220048629409184,0.008608,ok,semantic_history_cache_copy_exit
513,17293982500799907067,semantic_map_run,3772842,1220048614672768,1220048629410496,14.737728,ok,semantic_map_run_exit
513,17293982500799907067,thread_pool_run,3772842,1220048629411840,1220048629415808,0.003968,ok,thread_pool_run_exit
513,17293982500799907067,evaluator,3772842,1220048614619648,1220048629417152,14.797504,ok,evaluator_exit
513,17293982500799907067,predictor,3772842,1220048629418368,1220048629421568,0.0032,ok,predictor_exit
513,17293982500799907067,perception,3772842,1220048614242464,1220048629434880,15.192416,ok,perception_exit
513,17293982500799907067,writer,3772842,1220048629447872,1220048629531360,0.083488,ok,writer_done
513,17293982500799907067,proc,3772842,1220048613731648,1220048629537056,15.805408,ok,proc_exit
