schema_version,bridge_entry_file,settings_source_file,injector_source_file,process_id,process_working_directory,activation_speed_mps,brake_threshold_percentage,log_all_delayed_commands,sequence,control_header_time_sec,receive_wall_time_unix_ns,receive_monotonic_ns,receive_carla_frame,receive_carla_elapsed_sec,release_wall_time_unix_ns,release_monotonic_ns,apply_call_start_wall_time_unix_ns,apply_call_start_monotonic_ns,apply_call_end_wall_time_unix_ns,apply_call_end_monotonic_ns,apply_wall_time_unix_ns,apply_monotonic_ns,apply_carla_frame,apply_carla_elapsed_sec,requested_delay_ms,actual_delay_ms,api_completion_delay_ms,api_call_duration_ms,actual_frame_delay,actual_sim_delay_ms,ego_speed_mps_at_receive,throttle_percentage,brake_percentage,steering_target_percentage,first_effective_brake,queue_depth,status
scb_control_delay_v3,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/main.py,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/config/settings.yaml,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/control_delay_injector.py,1018592,/apollo,10.0,10.0,0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0,BRIDGE_CONFIG_LOADED
scb_control_delay_v3,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/main.py,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/config/settings.yaml,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/control_delay_injector.py,1018592,/apollo,10.0,10.0,0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0,INITIALIZED
scb_control_delay_v3,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/main.py,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/config/settings.yaml,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/control_delay_injector.py,1018592,/apollo,10.0,10.0,0,1,1784275125.9591398,1784275125970052998,96821965775378,1334,133.86866034939885,1784275125988657744,96821984406935,1784275125988658117,96821984407769,1784275125988723362,96821984472996,1784275125988723362,96821984472996,1334,133.86866034939885,0.0,18.631557,18.697618,0.065227,0,0.0,19.331821842385317,0.0,29.60087831100201,-0.025502892694079835,1,1,APPLIED
