event_type,collision_seq,wall_time_unix_ns,wall_time_iso,carla_frame,carla_timestamp_sec,map_name,ego_actor_id,ego_type_id,ego_role_name,other_actor_id,other_type_id,other_role_name,other_semantic_tags,normal_impulse_x,normal_impulse_y,normal_impulse_z,normal_impulse_norm,ego_location_x,ego_location_y,ego_location_z,ego_rotation_roll,ego_rotation_pitch,ego_rotation_yaw,ego_velocity_x,ego_velocity_y,ego_velocity_z,ego_speed_mps,other_location_x,other_location_y,other_location_z,other_rotation_roll,other_rotation_pitch,other_rotation_yaw,other_velocity_x,other_velocity_y,other_velocity_z,other_speed_mps,collision_history_status,collision_history_path,collision_history_row_count,collision_history_buffer_bytes
CARLA_COLLISION,1,1784275126894833224,2026-07-17T15:58:46.894833+08:00,1343,134.7686603628099,Carla/Maps/Town04,147,vehicle.lincoln.mkz_2017,hero,155,vehicle.lincoln.mkz_2020,autopilot,[14],-2348.102783203125,34396.30078125,4371.69482421875,34752.42163865428,-5.705752849578857,-39.312828063964844,0.034817371517419815,-0.00045776343904435635,-0.10278067737817764,89.77760314941406,0.06455998867750168,16.58538818359375,-1.5258788721439487e-07,16.585513835652762,-5.69504976272583,-34.005428314208984,-0.004985237028449774,0.0,0.0,89.77513122558594,0.0,0.0,0.0,0.0,WRITTEN,/apollo/data/log/carla_collision_actor_history_20260717155846.csv,174,43400
