control_seq,control_time,planning_seq_used,planning_pub_time,planning_lidar_timestamp,planning_data_age_at_control_ms,planning_reuse_count,throttle,brake,steering
10603,1788414552.408830643,643,1788414552.360669851,1788414552131942676,276.887894,9,23.693766940,0.000000000,-5.283421594
10604,1788414552.418937683,643,1788414552.360669851,1788414552131942676,286.994934,9,23.698043049,0.000000000,-5.283499330
10605,1788414552.428825855,643,1788414552.360669851,1788414552131942676,296.883106,9,24.286175697,0.000000000,-5.283764295
10606,1788414552.438967466,643,1788414552.360669851,1788414552131942676,307.024717,9,23.583763196,0.000000000,-5.283276198
10607,1788414552.448890686,643,1788414552.360669851,1788414552131942676,316.947937,9,21.238200675,0.000000000,-5.279982652
10608,1788414552.459174395,644,1788414552.454230785,1788414552231217230,227.957249,11,21.241145969,0.000000000,-5.273548806
10609,1788414552.468931675,644,1788414552.454230785,1788414552231217230,237.714529,11,21.821875489,0.000000000,-5.266617105
10610,1788414552.479071379,644,1788414552.454230785,1788414552231217230,247.854233,11,21.820521244,0.000000000,-5.261382506
10611,1788414552.488879204,644,1788414552.454230785,1788414552231217230,257.662058,11,22.403005014,0.000000000,-5.258206991
10612,1788414552.498901844,644,1788414552.454230785,1788414552231217230,267.684698,11,22.403404792,0.000000000,-5.256717250
10613,1788414552.509251118,644,1788414552.454230785,1788414552231217230,278.033972,11,22.987642584,0.000000000,-5.256323637
10614,1788414552.519336224,644,1788414552.454230785,1788414552231217230,288.119078,11,22.989796385,0.000000000,-5.256495622
10615,1788414552.529157400,644,1788414552.454230785,1788414552231217230,297.940254,11,23.575788200,0.000000000,-5.256863484
10616,1788414552.539111376,644,1788414552.454230785,1788414552231217230,307.894230,11,22.943803715,0.000000000,-5.256531896
10617,1788414552.548946619,644,1788414552.454230785,1788414552231217230,317.729473,11,0.000000000,14.500000000,-5.254273771
10618,1788414552.559191227,644,1788414552.454230785,1788414552231217230,327.974081,11,0.000000000,14.500000000,-5.250412078
10619,1788414552.573082209,645,1788414552.565232277,1788414552331949449,241.132736,11,21.152402332,0.000000000,-5.246962950
10620,1788414552.579115868,645,1788414552.565232277,1788414552331949449,247.166395,11,21.149102669,0.000000000,-5.245456371
10621,1788414552.588983536,645,1788414552.565232277,1788414552331949449,257.034063,11,21.729844381,0.000000000,-5.245601676
10622,1788414552.598848104,645,1788414552.565232277,1788414552331949449,266.898632,11,21.728298426,0.000000000,-5.246410399
10623,1788414552.609087706,645,1788414552.565232277,1788414552331949449,277.138233,11,22.310793846,0.000000000,-5.247293571
10624,1788414552.618928194,645,1788414552.565232277,1788414552331949449,286.978722,11,22.311001598,0.000000000,-5.247982351
10625,1788414552.629215240,645,1788414552.565232277,1788414552331949449,297.265768,11,22.895250726,0.000000000,-5.248412458
10626,1788414552.639058113,645,1788414552.565232277,1788414552331949449,307.108641,11,22.377928022,0.000000000,-5.248057338
10627,1788414552.648938417,645,1788414552.565232277,1788414552331949449,316.988945,11,0.000000000,14.500000000,-5.247628875
10628,1788414552.659033060,645,1788414552.565232277,1788414552331949449,327.083588,11,0.000000000,14.500000000,-5.249312995
10629,1788414552.668899059,645,1788414552.565232277,1788414552331949449,336.949587,11,0.000000000,14.500000000,-5.252761973
10630,1788414552.679128170,646,1788414552.676740170,1788414552431140889,247.987270,10,0.000000000,14.500000000,-5.256006171
10631,1788414552.689158201,646,1788414552.676740170,1788414552431140889,258.017302,10,21.161046911,0.000000000,-5.258191784
10632,1788414552.698921680,646,1788414552.676740170,1788414552431140889,267.780781,10,21.157867641,0.000000000,-5.259298385
10633,1788414552.709506989,646,1788414552.676740170,1788414552431140889,278.366089,10,21.738220146,0.000000000,-5.259664226
10634,1788414552.719310999,646,1788414552.676740170,1788414552431140889,288.170099,10,21.736793720,0.000000000,-5.259622294
10635,1788414552.728913069,646,1788414552.676740170,1788414552431140889,297.772169,10,22.318899069,0.000000000,-5.259418146
10636,1788414552.739193201,646,1788414552.676740170,1788414552431140889,308.052301,10,21.925764798,0.000000000,-5.258771003
10637,1788414552.749133110,646,1788414552.676740170,1788414552431140889,317.992210,10,0.000000000,14.500000000,-5.256970127
10638,1788414552.759066105,646,1788414552.676740170,1788414552431140889,327.925205,10,0.000000000,14.500000000,-5.254157130
10639,1788414552.768942118,646,1788414552.676740170,1788414552431140889,337.801218,10,0.000000000,14.500000000,-5.251356031
10640,1788414552.778981924,647,1788414552.769278526,1788414552531322606,247.659206,8,0.000000000,14.500000000,-5.249369582
10641,1788414552.788727045,647,1788414552.769278526,1788414552531322606,257.404327,8,0.000000000,14.500000000,-5.248422733
10642,1788414552.799161434,647,1788414552.769278526,1788414552531322606,267.838717,8,0.000000000,14.500000000,-5.248251978
