control_seq,control_time,planning_seq_used,planning_pub_time,planning_lidar_timestamp,planning_data_age_at_control_ms,planning_reuse_count,throttle,brake,steering
9705,1788414543.428897619,553,1788414543.365396261,1788414543131240807,297.657013,9,25.373218429,0.000000000,-5.366391383
9706,1788414543.438749552,553,1788414543.365396261,1788414543131240807,307.508945,9,25.325793543,0.000000000,-5.365986038
9707,1788414543.448840380,553,1788414543.365396261,1788414543131240807,317.599773,9,23.035372688,0.000000000,-5.364083408
9708,1788414543.460912943,554,1788414543.457591534,1788414543231052579,229.860306,10,23.047140150,0.000000000,-5.359136171
9709,1788414543.468955040,554,1788414543.457591534,1788414543231052579,237.902403,10,23.639889552,0.000000000,-5.352789832
9710,1788414543.478888273,554,1788414543.457591534,1788414543231052579,247.835636,10,23.639925973,0.000000000,-5.347502164
9711,1788414543.488870144,554,1788414543.457591534,1788414543231052579,257.817507,10,24.234470570,0.000000000,-5.344016388
9712,1788414543.498835087,554,1788414543.457591534,1788414543231052579,267.782450,10,24.236302185,0.000000000,-5.342186689
9713,1788414543.508888483,554,1788414543.457591534,1788414543231052579,277.835846,10,24.832641976,0.000000000,-5.341527504
9714,1788414543.519306183,554,1788414543.457591534,1788414543231052579,288.253546,10,24.836268786,0.000000000,-5.341533414
9715,1788414543.528816223,554,1788414543.457591534,1788414543231052579,297.763586,10,25.408850608,0.000000000,-5.341819890
9716,1788414543.539021969,554,1788414543.457591534,1788414543231052579,307.969332,10,24.906421610,0.000000000,-5.341525139
9717,1788414543.548969984,554,1788414543.457591534,1788414543231052579,317.917347,10,22.587747089,0.000000000,-5.339496097
9718,1788414543.558979988,555,1788414543.554851770,1788414543331074849,227.905273,11,22.581895783,0.000000000,-5.336259163
9719,1788414543.569016695,555,1788414543.554851770,1788414543331074849,237.941980,11,23.173678009,0.000000000,-5.333537041
9720,1788414543.579082727,555,1788414543.554851770,1788414543331074849,248.008013,11,23.172370354,0.000000000,-5.331983864
9721,1788414543.588987589,555,1788414543.554851770,1788414543331074849,257.912874,11,23.765948006,0.000000000,-5.331323849
9722,1788414543.598796606,555,1788414543.554851770,1788414543331074849,267.721891,11,23.766435777,0.000000000,-5.331211511
9723,1788414543.608907938,555,1788414543.554851770,1788414543331074849,277.833223,11,24.361808856,0.000000000,-5.331360195
9724,1788414543.618994713,555,1788414543.554851770,1788414543331074849,287.919998,11,24.364092053,0.000000000,-5.331581541
9725,1788414543.628917933,555,1788414543.554851770,1788414543331074849,297.843218,11,24.961260558,0.000000000,-5.331777072
9726,1788414543.638934612,555,1788414543.554851770,1788414543331074849,307.859898,11,24.249840189,0.000000000,-5.331064661
9727,1788414543.649000406,555,1788414543.554851770,1788414543331074849,317.925692,11,21.916370067,0.000000000,-5.328434656
9728,1788414543.658836126,555,1788414543.554851770,1788414543331074849,327.761412,11,21.911339452,0.000000000,-5.324775574
9729,1788414543.668971300,556,1788414543.664337635,1788414543431554627,237.416744,11,22.521709651,0.000000000,-5.321473013
9730,1788414543.678969383,556,1788414543.664337635,1788414543431554627,247.414827,11,22.518474046,0.000000000,-5.318921916
9731,1788414543.689075232,556,1788414543.664337635,1788414543431554627,257.520676,11,23.109791160,0.000000000,-5.317219880
9732,1788414543.699065447,556,1788414543.664337635,1788414543431554627,267.510891,11,23.108350566,0.000000000,-5.316313425
9733,1788414543.708935261,556,1788414543.664337635,1788414543431554627,277.380705,11,23.701462690,0.000000000,-5.315976314
9734,1788414543.718854427,556,1788414543.664337635,1788414543431554627,287.299871,11,23.701817106,0.000000000,-5.315966925
9735,1788414543.729178190,556,1788414543.664337635,1788414543431554627,297.623634,11,24.296724240,0.000000000,-5.316098930
9736,1788414543.738870859,556,1788414543.664337635,1788414543431554627,307.316303,11,23.575965024,0.000000000,-5.315399637
9737,1788414543.748845339,556,1788414543.664337635,1788414543431554627,317.290783,11,21.225332246,0.000000000,-5.312274562
9738,1788414543.759228468,556,1788414543.664337635,1788414543431554627,327.673912,11,21.218305353,0.000000000,-5.306988453
9739,1788414543.768890619,556,1788414543.664337635,1788414543431554627,337.336063,11,21.805698506,0.000000000,-5.301601152
9740,1788414543.779308558,557,1788414543.766868830,1788414543531070390,248.238087,10,21.804191645,0.000000000,-5.297844955
