run_id,parameter_set_id,geometry_policy,d_clear_input_m,d_safe_m,tau_model_predicted_ms,timing_slack_model_predicted_ms,D_debt_model_predicted_m,construction_status,qualification,evidence_class
202607271643,BASELINE_EMPIRICAL_CONSERVATIVE_CANDIDATE_DSAFE_0M,RUN_SPECIFIC_D0,36.6510692137721,0.0,149.95673155350855,-743.9133837266428,13.017889371300143,SOLVED,NOT_QUALIFIED_PRIMARY,UNVALIDATED_MODEL
202607271643,BASELINE_EMPIRICAL_CONSERVATIVE_CANDIDATE_DSAFE_0M,D0_MINUS_0P52M,36.13106921377209,0.0,131.05645183448115,-762.8136634456703,13.32732350214777,SOLVED,NOT_QUALIFIED_PRIMARY,UNVALIDATED_MODEL
202607271643,BASELINE_EMPIRICAL_CONSERVATIVE_CANDIDATE_DSAFE_6M,RUN_SPECIFIC_D0,36.6510692137721,6.0,0.0,-893.8701152801514,15.450549919780316,ALREADY_UNSAFE_AT_STATE_EPOCH,NOT_QUALIFIED_PRIMARY,UNVALIDATED_MODEL
202607271643,BASELINE_EMPIRICAL_CONSERVATIVE_CANDIDATE_DSAFE_6M,D0_MINUS_0P52M,36.13106921377209,6.0,0.0,-893.8701152801514,15.450549919780316,ALREADY_UNSAFE_AT_STATE_EPOCH,NOT_QUALIFIED_PRIMARY,UNVALIDATED_MODEL
