run_id,target_id,observation_index,trace_id,source_time_wall_s,fusion_output_wall_s,lifecycle_age_at_output_ms,output_gap_from_previous_ms,event_window,speed_mps,confidence,source_file,source_locator
202607271643,6,10,17293989273963333042,1785141849.847615,1785141850.152228,304.6131134033203,97.06401824951172,POST_T2_PRE_COLLISION,0.0,0.715740442276001,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271643/log/perception.log.INFO.20260727-164129.1218462,line 11537
202607271643,6,11,17293989273963333043,1785141849.948015,1785141850.249964,301.94902420043945,97.73588180541992,POST_T2_PRE_COLLISION,0.0,0.7225663065910339,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271643/log/perception.log.INFO.20260727-164129.1218462,line 11585
202607271643,6,12,17293989273963333044,1785141850.0481,1785141850.347374,299.2739677429199,97.40996360778809,POST_T2_PRE_COLLISION,0.2947110100922798,0.6558314561843872,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271643/log/perception.log.INFO.20260727-164129.1218462,line 11633
202607271643,6,13,17293989273963333045,1785141850.147845,1785141850.446407,298.56204986572266,99.03311729431152,POST_T2_PRE_COLLISION,0.3253545917080283,0.7466291189193726,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271643/log/perception.log.INFO.20260727-164129.1218462,line 11680
202607271643,6,14,17293989273963333046,1785141850.247845,1785141850.543677,295.83215713500977,97.27001190185547,POST_T2_PRE_COLLISION,0.2290112783410456,0.6978164911270142,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271643/log/perception.log.INFO.20260727-164129.1218462,line 11728
202607271643,6,15,17293989273963333047,1785141850.348103,1785141850.640381,292.2780513763428,96.70400619506836,POST_T2_PRE_COLLISION,0.1652668329264825,0.686570405960083,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271643/log/perception.log.INFO.20260727-164129.1218462,line 11777
202607271643,6,16,17293989273963333048,1785141850.447824,1785141850.738513,290.68899154663086,98.13189506530762,POST_T2_PRE_COLLISION,0.1349905410386424,0.6271204948425293,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271643/log/perception.log.INFO.20260727-164129.1218462,line 11824
202607271643,6,17,17293989273963333049,1785141850.547822,1785141850.835128,287.3060703277588,96.61507606506348,POST_T2_PRE_COLLISION,0.0,0.671344518661499,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271643/log/perception.log.INFO.20260727-164129.1218462,line 11873
202607271643,6,18,17293989273963333050,1785141850.647872,1785141850.951034,303.1620979309082,115.9060001373291,POST_T2_PRE_COLLISION,0.0,0.4118002653121948,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271643/log/perception.log.INFO.20260727-164129.1218462,line 11921
202607271643,6,19,17293989273963333051,1785141850.748089,1785141851.049358,301.2688159942627,98.32382202148438,POST_T2_PRE_COLLISION,0.0,0.4595769643783569,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271643/log/perception.log.INFO.20260727-164129.1218462,line 11969
