run_id,target_id,observation_index,trace_id,source_time_wall_s,fusion_output_wall_s,lifecycle_age_at_output_ms,output_gap_from_previous_ms,event_window,speed_mps,confidence,source_file,source_locator
202607271643,6,0,17293989273963333032,1785141848.854508,1785141849.173793,319.28515434265137,,INITIAL_RESPONSE,0.0,0.7024250030517578,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271643/log/perception.log.INFO.20260727-164129.1218462,line 11056
202607271643,6,1,17293989273963333033,1785141848.948534,1785141849.270803,322.2689628601074,97.00989723205566,INITIAL_RESPONSE,0.0,0.7970572113990784,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271643/log/perception.log.INFO.20260727-164129.1218462,line 11106
202607271643,6,2,17293989273963333034,1785141849.047851,1785141849.368175,320.3239440917969,97.37205505371094,INITIAL_RESPONSE,0.0,0.6702253818511963,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271643/log/perception.log.INFO.20260727-164129.1218462,line 11148
202607271643,6,3,17293989273963333035,1785141849.148516,1785141849.466822,318.30596923828125,98.64687919616699,INITIAL_RESPONSE,0.0,0.782005250453949,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271643/log/perception.log.INFO.20260727-164129.1218462,line 11198
202607271643,6,4,17293989273963333036,1785141849.247943,1785141849.565463,317.5201416015625,98.64115715026855,INITIAL_RESPONSE,0.0,0.7542562484741211,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271643/log/perception.log.INFO.20260727-164129.1218462,line 11249
202607271643,6,5,17293989273963333037,1785141849.354158,1785141849.664726,310.56809425354004,99.26295280456543,INITIAL_RESPONSE,0.0,0.7176685333251953,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271643/log/perception.log.INFO.20260727-164129.1218462,line 11303
202607271643,6,6,17293989273963333038,1785141849.448597,1785141849.760919,312.32213973999023,96.19307518005371,POST_T2_PRE_COLLISION,0.0,0.6470521688461304,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271643/log/perception.log.INFO.20260727-164129.1218462,line 11347
202607271643,6,7,17293989273963333039,1785141849.548697,1785141849.858725,310.028076171875,97.80597686767578,POST_T2_PRE_COLLISION,0.0,0.7232648730278015,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271643/log/perception.log.INFO.20260727-164129.1218462,line 11393
202607271643,6,8,17293989273963333040,1785141849.648102,1785141849.956254,308.1519603729248,97.52893447875977,POST_T2_PRE_COLLISION,0.0,0.7079668045043945,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271643/log/perception.log.INFO.20260727-164129.1218462,line 11441
202607271643,6,9,17293989273963333041,1785141849.748378,1785141850.055164,306.78606033325195,98.91009330749512,POST_T2_PRE_COLLISION,0.0,0.662539541721344,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271643/log/perception.log.INFO.20260727-164129.1218462,line 11491
