scope,run_id,n,T_R_observed_ms,D_response_observed_m,impact_speed_observed_mps,notes
single_run_observed_plus_disjoint_baseline_model_not_group_comparison,202607271643,1,893.8701152801514,15.450549919780315,11.727517297502267,No cross-run baseline or group statistic is used.
