frame_index,trace_id,node,tid,enter_ns,exit_ns,duration_ms,completion_status,terminal_phase
989,17293982500799907543,container,3772855,1220099625448544,1220099625941472,0.492928,ok,container_exit
989,17293982500799907543,semantic_map_prepare,3772855,1220099626520384,1220099626569952,0.049568,ok,semantic_map_prepare_exit
989,17293982500799907543,semantic_base_copy,3772855,1220099626574944,1220099627825600,1.250656,ok,semantic_base_copy_exit
989,17293982500799907543,cyber_taskmanager_queue_enqueue,3772855,1220099627834272,1220099627841984,0.007712,ok,cyber_taskmanager_queue_enqueue_exit
989,17293982500799907543,cyber_taskmanager_notify_task,3772855,1220099627843680,1220099627867584,0.023904,ok,cyber_taskmanager_notify_task_exit
989,17293982500799907543,cyber_taskmanager_notify_task,3772855,1220099627868992,1220099627883648,0.014656,ok,cyber_taskmanager_notify_task_exit
989,17293982500799907543,semantic_base_async_lock_wait,3772856,1220099627917248,1220099627918048,0.0008,ok,semantic_base_async_lock_wait_exit
989,17293982500799907543,cyber_taskmanager_notify_task,3772855,1220099627884480,1220099627979520,0.09504,ok,cyber_taskmanager_notify_task_exit
989,17293982500799907543,cyber_taskmanager_notify_task,3772855,1220099627981280,1220099627993856,0.012576,ok,cyber_taskmanager_notify_task_exit
989,17293982500799907543,cyber_taskmanager_notify_task,3772855,1220099627994944,1220099628006176,0.011232,ok,cyber_taskmanager_notify_task_exit
989,17293982500799907543,cyber_taskmanager_notify_task,3772855,1220099628007200,1220099628019040,0.01184,ok,cyber_taskmanager_notify_task_exit
989,17293982500799907543,semantic_draw_roads,3772856,1220099628492480,1220099630517152,2.024672,ok,semantic_draw_roads_exit
989,17293982500799907543,semantic_draw_junctions,3772856,1220099630523008,1220099630831104,0.308096,ok,semantic_draw_junctions_exit
989,17293982500799907543,semantic_draw_crosswalks,3772856,1220099630836320,1220099630845312,0.008992,ok,semantic_draw_crosswalks_exit
989,17293982500799907543,semantic_draw_lanes,3772856,1220099630846080,1220099641180480,10.3344,ok,semantic_draw_lanes_exit
989,17293982500799907543,semantic_base_async_draw,3772856,1220099627914688,1220099641187712,13.273024,ok,semantic_base_async_draw_exit
989,17293982500799907543,cyber_taskmanager_notify_task,3772855,1220099628019872,1220099641267296,13.247424,ok,cyber_taskmanager_notify_task_exit
989,17293982500799907543,cyber_taskmanager_notify_task,3772855,1220099641269952,1220099641295200,0.025248,ok,cyber_taskmanager_notify_task_exit
989,17293982500799907543,cyber_taskmanager_notify_task,3772855,1220099641296416,1220099641308320,0.011904,ok,cyber_taskmanager_notify_task_exit
989,17293982500799907543,cyber_taskmanager_notify_task,3772855,1220099641309408,1220099641319552,0.010144,ok,cyber_taskmanager_notify_task_exit
989,17293982500799907543,cyber_taskmanager_notify_task,3772855,1220099641320416,1220099641330080,0.009664,ok,cyber_taskmanager_notify_task_exit
989,17293982500799907543,cyber_taskmanager_notify_task,3772855,1220099641330912,1220099641342304,0.011392,ok,cyber_taskmanager_notify_task_exit
989,17293982500799907543,cyber_taskmanager_notify_task,3772855,1220099641342976,1220099641352320,0.009344,ok,cyber_taskmanager_notify_task_exit
989,17293982500799907543,cyber_taskmanager_notify_task,3772855,1220099641352928,1220099641363520,0.010592,ok,cyber_taskmanager_notify_task_exit
989,17293982500799907543,cyber_taskmanager_notify_task,3772855,1220099641364384,1220099641373600,0.009216,ok,cyber_taskmanager_notify_task_exit
989,17293982500799907543,cyber_taskmanager_notify_task,3772855,1220099641374176,1220099641383072,0.008896,ok,cyber_taskmanager_notify_task_exit
989,17293982500799907543,cyber_taskmanager_notify_tasks,3772855,1220099627843040,1220099641384352,13.541312,ok,cyber_taskmanager_notify_tasks_exit
989,17293982500799907543,semantic_base_async_submit,3772855,1220099627829792,1220099641385472,13.55568,ok,semantic_base_async_submit_exit
989,17293982500799907543,semantic_base_async_future_replace,3772855,1220099641386304,1220099641387424,0.00112,ok,semantic_base_async_future_replace_exit
989,17293982500799907543,semantic_base_async_schedule,3772855,1220099627828928,1220099641388000,13.559072,ok,semantic_base_async_schedule_exit
989,17293982500799907543,semantic_base_image,3772855,1220099626573888,1220099641388704,14.814816,ok,semantic_base_image_exit
989,17293982500799907543,semantic_adc_draw,3772855,1220099641389376,1220099641390784,0.001408,ok,semantic_adc_draw_exit
989,17293982500799907543,semantic_obstacle_history_draw,3772855,1220099641391392,1220099641480384,0.088992,ok,semantic_obstacle_history_draw_exit
989,17293982500799907543,semantic_history_cache_copy,3772855,1220099641481920,1220099641496160,0.01424,ok,semantic_history_cache_copy_exit
989,17293982500799907543,semantic_map_run,3772855,1220099626571712,1220099641497856,14.926144,ok,semantic_map_run_exit
989,17293982500799907543,thread_pool_run,3772855,1220099641499168,1220099641502944,0.003776,ok,thread_pool_run_exit
989,17293982500799907543,evaluator,3772855,1220099626516416,1220099641504480,14.988064,ok,evaluator_exit
989,17293982500799907543,predictor,3772855,1220099641505888,1220099641516352,0.010464,ok,predictor_exit
989,17293982500799907543,perception,3772855,1220099625949664,1220099641520000,15.570336,ok,perception_exit
989,17293982500799907543,writer,3772855,1220099641530624,1220099641613280,0.082656,ok,writer_done
989,17293982500799907543,proc,3772855,1220099625442816,1220099641618304,16.175488,ok,proc_exit
