record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,point_count,x_min,x_max,y_min,y_max,z_min,z_max
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784891008798,1783596784.8910089,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596784.8624475,0,,1783596784862447650,0,0,6053,-44.36549758911133,49.396873474121094,-46.69034957885742,48.72015380859375,-8.583094596862793,1.6484577655792236
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784990831066,1783596784.9908311,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596784.9623034,0,,1783596784962303441,0,0,5963,-44.353729248046875,49.342342376708984,-47.37937545776367,47.602783203125,-8.583598136901855,1.6486619710922241
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785102388207,1783596785.1023881,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596785.0626721,0,,1783596785062672217,0,0,6014,-44.35218811035156,49.34562301635742,-47.91360092163086,47.296424865722656,-8.583663940429688,1.6635818481445312
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785191161275,1783596785.1911614,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596785.1624124,0,,1783596785162412391,0,0,5973,-43.833213806152344,49.44245147705078,-46.01783752441406,49.325252532958984,-8.584274291992188,1.6718363761901855
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785292423785,1783596785.2924237,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596785.2625773,0,,1783596785262577362,0,0,6043,-43.82977294921875,49.3525276184082,-46.63834762573242,47.91415023803711,-8.580535888671875,1.6804914474487305
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785404175873,1783596785.4041758,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596785.3636112,0,,1783596785363611252,0,0,6016,-48.17618942260742,49.45550537109375,-47.765037536621094,47.58110427856445,-8.58467960357666,1.6823493242263794
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785492721993,1783596785.492722,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596785.4624715,0,,1783596785462471365,0,0,6121,-43.81290054321289,49.40815353393555,-47.32675552368164,47.488983154296875,-8.495508193969727,1.6615562438964844
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785590597996,1783596785.5905979,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596785.5625103,0,,1783596785562510361,0,0,6013,-48.17702102661133,49.430145263671875,-47.33790969848633,47.63983154296875,-8.582387924194336,1.6831793785095215
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785689885057,1783596785.6898851,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596785.6627378,0,,1783596785662737987,0,0,6018,-43.2607307434082,49.35647201538086,-47.75093460083008,47.63923645019531,-8.582795143127441,1.7434808015823364
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785789446297,1783596785.7894464,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596785.7624848,0,,1783596785762484838,0,0,6024,-48.27819061279297,49.35603332519531,-47.929813385009766,47.65925598144531,-8.585171699523926,1.692106008529663
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785890274946,1783596785.890275,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596785.8624916,0,,1783596785862491596,0,0,6047,-42.633750915527344,49.45881652832031,-47.28184127807617,47.69960021972656,-8.584287643432617,1.7032145261764526
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785990783207,1783596785.9907832,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596785.9625373,0,,1783596785962537192,0,0,6021,-48.277801513671875,49.48540115356445,-47.82967758178711,47.43320083618164,-8.583121299743652,1.6168951988220215
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786098872591,1783596786.0988727,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596786.0625062,0,,1783596786062506341,0,0,6022,-41.95981216430664,49.47598648071289,-45.27739715576172,47.782283782958984,-8.586856842041016,1.6912422180175781
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786213577486,1783596786.2135775,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596786.1622722,0,,1783596786162272128,0,0,6066,-48.27832794189453,49.48528289794922,-46.440521240234375,47.80999755859375,-8.584513664245605,1.6404354572296143
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786312532094,1783596786.312532,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596786.262548,0,,1783596786262548010,0,0,6058,-41.54257583618164,49.41526412963867,-47.84418869018555,47.82024383544922,-8.586467742919922,1.650829553604126
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786423602573,1783596786.4236026,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596786.3631647,0,,1783596786363164707,0,0,6002,-48.279052734375,49.46403121948242,-47.20431900024414,48.50157165527344,-8.586272239685059,1.696797490119934
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786490581787,1783596786.4905818,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596786.4623196,0,,1783596786462319627,0,0,5965,-40.61887741088867,49.47456741333008,-47.82285690307617,48.17130661010742,-8.585999488830566,1.7444442510604858
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786589971345,1783596786.5899715,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596786.562491,0,,1783596786562490885,0,0,5972,-41.281944274902344,49.50901412963867,-46.644535064697266,47.82963943481445,-8.58407211303711,1.6936466693878174
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786690082609,1783596786.6900826,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596786.6626408,0,,1783596786662640957,0,0,5988,-40.56276321411133,49.54257583618164,-47.319007873535156,47.59512710571289,-8.585647583007812,1.6793382167816162
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786789925485,1783596786.7899253,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596786.7625377,0,,1783596786762537815,0,0,5934,-40.624267578125,49.566795349121094,-47.374637603759766,47.69731521606445,-8.58481216430664,1.2787262201309204
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786889505734,1783596786.8895059,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596786.862525,0,,1783596786862524951,0,0,6005,-40.563514709472656,49.35294723510742,-47.81646728515625,47.442283630371094,-8.584815979003906,1.7385363578796387
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786991195994,1783596786.991196,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596786.9626257,0,,1783596786962625780,0,0,6019,-48.28021240234375,49.52497100830078,-47.4901008605957,49.32560348510742,-8.584803581237793,1.7341490983963013
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596787090071049,1783596787.090071,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596787.0624332,0,,1783596787062433394,0,0,5996,-39.0070686340332,49.49666976928711,-48.58687210083008,48.894432067871094,-8.584748268127441,1.7409881353378296
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596787189599873,1783596787.1896,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596787.162467,0,,1783596787162467133,0,0,6018,-48.18040084838867,49.57850646972656,-46.1382942199707,48.51613235473633,-8.583922386169434,1.3420743942260742
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596787319805675,1783596787.3198056,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596787.2624903,0,,1783596787262490427,0,0,6025,-38.33164978027344,49.30331039428711,-46.168495178222656,47.95838928222656,-8.583142280578613,1.7271407842636108
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596787402642536,1783596787.4026425,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596787.362609,0,,1783596787362608899,0,0,5992,-40.62533187866211,49.53476333618164,-47.063377380371094,47.73397445678711,-8.583893775939941,1.7448856830596924
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596787514899399,1783596787.5148995,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596787.4625597,0,,1783596787462559818,0,0,6025,-43.25746154785156,49.56379699707031,-47.973880767822266,47.68865966796875,-8.582062721252441,1.371193528175354
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596787589954750,1783596787.5899549,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596787.5624738,0,,1783596787562473685,0,0,5972,-40.62641525268555,49.49580764770508,-47.85641860961914,48.60605239868164,-8.582725524902344,1.3248008489608765
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596787691232141,1783596787.6912322,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596787.6625402,0,,1783596787662540383,0,0,6052,-40.62609100341797,49.515995025634766,-44.83579635620117,47.69810485839844,-8.583854675292969,1.2740871906280518
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596787790464033,1783596787.790464,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596787.7624662,0,,1783596787762466390,0,0,6046,-40.17540740966797,49.47361373901367,-44.37527084350586,47.72561264038086,-8.584068298339844,1.2915514707565308
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596787891153673,1783596787.8911536,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596787.8625717,0,,1783596787862571733,0,0,6007,-40.62811279296875,49.47887420654297,-45.974769592285156,47.72336959838867,-8.583443641662598,1.6464431285858154
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596787990278907,1783596787.990279,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596787.962445,0,,1783596787962445085,0,0,5982,-41.51385498046875,49.343994140625,-45.05978775024414,47.65860366821289,-8.58135986328125,1.6466938257217407
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596788090382779,1783596788.0903828,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596788.0624838,0,,1783596788062483777,0,0,5852,-40.62910079956055,49.39781951904297,-46.20319747924805,47.47108459472656,-8.581072807312012,1.4016704559326172
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596788213057890,1783596788.2130578,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596788.1622925,0,,1783596788162292571,0,0,5948,-40.62965774536133,49.23177719116211,-46.303367614746094,47.35670852661133,-8.581459999084473,1.420336127281189
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596788304442671,1783596788.3044426,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596788.2623568,0,,1783596788262356641,0,0,6053,-48.17096710205078,49.37171936035156,-48.120994567871094,48.00981521606445,-8.584052085876465,1.3620632886886597
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596788395639258,1783596788.3956392,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596788.3624592,0,,1783596788362459152,0,0,6035,-39.362998962402344,49.37682342529297,-44.94981002807617,47.52973556518555,-8.580992698669434,1.3804512023925781
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596788491002940,1783596788.4910028,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596788.4624553,0,,1783596788462455424,0,0,6014,-40.63481521606445,49.242244720458984,-44.69178771972656,48.435585021972656,-8.584875106811523,1.3710246086120605
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596788601396002,1783596788.601396,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596788.5625145,0,,1783596788562514369,0,0,5972,-40.64002990722656,49.30180740356445,-45.30264663696289,47.938514709472656,-8.578954696655273,1.466731071472168
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596788691400253,1783596788.6914003,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596788.662693,0,,1783596788662692999,0,0,5966,-40.64247131347656,49.11257553100586,-45.16124725341797,47.42831039428711,-8.580411911010742,1.417376160621643
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596788790973878,1783596788.790974,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596788.762408,0,,1783596788762408063,0,0,5986,-40.647499084472656,49.23967742919922,-44.89259338378906,47.15082931518555,-8.579212188720703,1.7287116050720215
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596788893223889,1783596788.893224,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596788.8634963,0,,1783596788863496114,0,0,5901,-45.21693420410156,49.29905319213867,-44.46961212158203,47.29690170288086,-8.58110237121582,1.4083279371261597
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596788990476844,1783596788.9904768,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596788.962446,0,,1783596788962446087,0,0,5930,-40.65536117553711,49.29829788208008,-45.037689208984375,47.463260650634766,-8.5851411819458,1.7073742151260376
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596789091484631,1783596789.0914848,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596789.0631542,0,,1783596789063154261,0,0,5933,-45.22216796875,48.937255859375,-48.446136474609375,47.59381866455078,-8.588347434997559,1.531010389328003
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596789191411380,1783596789.1914115,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596789.163104,0,,1783596789163104038,0,0,6027,-45.22581100463867,49.224998474121094,-45.2796630859375,47.7617073059082,-8.592902183532715,1.6820783615112305
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596789300553738,1783596789.3005538,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596789.263166,0,,1783596789263165904,0,0,5954,-45.216796875,49.28876876831055,-45.74324417114258,48.08518600463867,-8.597312927246094,1.5506064891815186
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596789390208609,1783596789.3902085,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596789.3626025,0,,1783596789362602583,0,0,5943,-40.64877700805664,49.22128677368164,-46.60417938232422,48.82859420776367,-8.594650268554688,1.5373963117599487
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596789505844364,1783596789.5058446,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596789.4626188,0,,1783596789462618921,0,0,6047,-45.22618103027344,49.24676513671875,-47.66652297973633,48.57723617553711,-8.593789100646973,1.576838493347168
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596789599913276,1783596789.5999131,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596789.5624602,0,,1783596789562460172,0,0,5995,-46.05948257446289,49.23114013671875,-48.634666442871094,48.62620162963867,-8.594319343566895,1.634479284286499
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596789720112739,1783596789.7201126,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596789.6625068,0,,1783596789662506686,0,0,6017,-45.23866271972656,49.251434326171875,-48.58210754394531,49.19540023803711,-8.592940330505371,1.6996299028396606
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596789791381161,1783596789.7913814,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596789.7626646,0,,1783596789762664364,0,0,5929,-46.92072296142578,49.30607223510742,-49.506107330322266,49.47780990600586,-8.592988967895508,1.7283533811569214
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596789890313305,1783596789.8903131,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596789.8625112,0,,1783596789862510991,0,0,5926,-45.25040817260742,49.28005599975586,-49.568885803222656,49.940185546875,-8.592266082763672,1.72818124294281
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596789991098881,1783596789.9910989,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596789.9626007,0,,1783596789962600765,0,0,5975,-47.3705940246582,49.431678771972656,-49.6776123046875,49.78236389160156,-8.591451644897461,1.69927179813385
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596790090609977,1783596790.09061,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783596790.0623913,0,,1783596790062391280,0,0,6007,-44.31752014160156,49.46265411376953,-49.80963897705078,47.741249084472656,-8.587279319763184,1.7308123111724854
