frame_index,worker_model_count,worker_tid,state,cpu,start_from_threadpool_ms,end_from_threadpool_ms,duration_ms
968,1,1646955,running,9,0.17795199528336525,0.860671978443861,0.6827199831604958
968,1,1646955,blocked,,0.860671978443861,1.2236719485372305,0.3629999700933695
968,1,1646955,runnable,,1.2236719485372305,1.235671923495829,0.011999974958598614
968,1,1646955,running,9,1.235671923495829,4.077672027051449,2.8420001035556197
968,1,1646955,blocked,,4.077672027051449,4.2336719343438745,0.15599990729242563
968,1,1646955,runnable,,4.2336719343438745,4.24767192453146,0.013999990187585354
968,1,1646955,running,9,4.24767192453146,4.431671928614378,0.18400000408291817
968,1,1646955,blocked,,4.431671928614378,4.806671990081668,0.3750000614672899
968,1,1646955,runnable,,4.806671990081668,4.81667194981128,0.009999959729611874
968,1,1646955,running,9,4.81667194981128,5.470671923831105,0.6539999740198255
968,1,1646955,blocked,,5.470671923831105,5.77667192555964,0.3060000017285347
968,1,1646955,runnable,,5.77667192555964,5.784671986475587,0.00800006091594696
968,1,1646955,running,9,5.784671986475587,8.345408015884459,2.560736029408872
969,1,1646956,running,1,7.263136096298695,7.9018400283530354,0.6387039320543408
969,1,1646956,blocked,,7.9018400283530354,8.206840022467077,0.30499999411404133
969,1,1646956,runnable,,8.206840022467077,8.217839989811182,0.010999967344105244
969,1,1646956,running,2,8.217839989811182,11.45683997310698,3.2389999832957983
969,1,1646956,blocked,,11.45683997310698,11.762839974835515,0.3060000017285347
969,1,1646956,runnable,,11.762839974835515,11.77083991933614,0.007999944500625134
969,1,1646956,running,2,11.77083991933614,13.96016008220613,2.18932016286999
970,1,1646946,running,5,0.12825604062527418,0.5705999210476875,0.44234388042241335
970,1,1646946,runnable,,0.5705999210476875,0.5925999721512198,0.022000051103532314
970,1,1646946,running,5,0.5925999721512198,0.9265999542549253,0.3339999821037054
970,1,1646946,blocked,,0.9265999542549253,1.2185999657958746,0.29200001154094934
970,1,1646946,runnable,,1.2185999657958746,1.2295999331399798,0.010999967344105244
970,1,1646946,running,5,1.2295999331399798,4.08459990285337,2.85499996971339
970,1,1646946,runnable,,4.08459990285337,4.2415999341756105,0.15700003132224083
970,1,1646946,running,5,4.2415999341756105,4.420599900186062,0.17899996601045132
970,1,1646946,blocked,,4.420599900186062,4.719599965028465,0.29900006484240294
970,1,1646946,runnable,,4.719599965028465,4.732599947601557,0.012999982573091984
970,1,1646946,running,5,4.732599947601557,4.93059994187206,0.19799999427050352
970,1,1646946,blocked,,4.93059994187206,5.310599924996495,0.37999998312443495
970,1,1646946,runnable,,5.310599924996495,5.318599985912442,0.00800006091594696
970,1,1646946,running,5,5.318599985912442,6.046599941328168,0.7279999554157257
970,1,1646946,blocked,,6.046599941328168,6.342599983327091,0.2960000419989228
970,1,1646946,runnable,,6.342599983327091,6.353599950671196,0.010999967344105244
970,1,1646946,running,7,6.353599950671196,7.069599931128323,0.7159999804571271
970,1,1646946,runnable,,7.069599931128323,7.090599974617362,0.021000043489038944
970,1,1646946,running,7,7.090599974617362,7.587599917314947,0.49699994269758463
970,1,1646946,runnable,,7.587599917314947,7.620599935762584,0.03300001844763756
970,1,1646946,running,7,7.620599935762584,7.632599910721183,0.011999974958598614
970,1,1646946,runnable,,7.632599910721183,7.682599942199886,0.05000003147870302
970,1,1646946,running,7,7.682599942199886,7.7315999660640955,0.04900002386420965
970,1,1646946,runnable,,7.7315999660640955,7.7445999486371875,0.012999982573091984
970,1,1646946,running,7,7.7445999486371875,9.321599965915084,1.5770000172778964
970,1,1646946,runnable,,9.321599965915084,9.344599908217788,0.022999942302703857
970,1,1646946,running,7,9.344599908217788,9.452599915675819,0.10800000745803118
970,1,1646946,blocked,,9.452599915675819,9.55759990029037,0.10499998461455107
970,1,1646946,runnable,,9.55759990029037,9.582599974237382,0.025000073947012424
970,1,1646946,running,7,9.582599974237382,9.722599992528558,0.14000001829117537
970,1,1646946,blocked,,9.722599992528558,9.866599924862385,0.14399993233382702
970,1,1646946,runnable,,9.866599924862385,9.879599907435477,0.012999982573091984
970,1,1646946,running,5,9.879599907435477,10.03888004925102,0.15928014181554317
