frame_index,worker_model_count,worker_tid,cpu,running_ms
968,1,1646955,9,6.923456094227731
969,1,1646956,1,0.6387039320543408
969,1,1646956,2,5.428320146165788
970,1,1646946,5,4.895623889751732
970,1,1646946,7,3.098999965004623
971,1,1646958,7,7.318368065170944
972,1,1646944,4,5.411543999798596
972,1,1646944,6,0.5742879584431648
973,1,1646960,3,5.883960053324699
974,1,1646956,6,7.426967960782349
974,1,1646956,7,0.15639991033822298
975,1,1646942,9,6.230144063010812
976,1,1646957,4,3.2835761085152626
976,1,1646957,6,3.306695958599448
977,1,1646954,4,3.5105119459331036
977,1,1646954,5,0.6770000327378511
977,1,1646954,6,2.4757281644269824
978,1,1646948,6,6.472664070315659
979,1,1646950,2,2.5078480830416083
979,1,1646950,5,0.8899999083951116
979,1,1646950,6,4.19220793992281
980,1,1646959,9,5.493144039064646
980,1,1646959,11,0.6115839350968599
