frame_index,worker_model_count,worker_tid,model_ordinal,state,start_sched_s,end_sched_s,duration_ms,waker_tid,waker_comm,wake_event
968,1,1646955,1,blocked,968520.653009,968520.653372,0.3629999700933695,174,irq/134-host_sy,sched_waking
968,1,1646955,1,blocked,968520.656226,968520.656382,0.15599990729242563,174,irq/134-host_sy,sched_waking
968,1,1646955,1,blocked,968520.65658,968520.656955,0.3750000614672899,174,irq/134-host_sy,sched_waking
968,1,1646955,1,blocked,968520.657619,968520.657925,0.3060000017285347,174,irq/134-host_sy,sched_waking
969,1,1646956,1,blocked,968520.804679,968520.804984,0.30499999411404133,174,irq/134-host_sy,sched_waking
969,1,1646956,1,blocked,968520.808234,968520.80854,0.3060000017285347,174,irq/134-host_sy,sched_waking
970,1,1646946,1,blocked,968520.937578,968520.93787,0.29200001154094934,174,irq/134-host_sy,sched_waking
970,1,1646946,1,blocked,968520.941072,968520.941371,0.29900006484240294,174,irq/134-host_sy,sched_waking
970,1,1646946,1,blocked,968520.941582,968520.941962,0.37999998312443495,174,irq/134-host_sy,sched_waking
970,1,1646946,1,blocked,968520.942698,968520.942994,0.2960000419989228,174,irq/134-host_sy,sched_waking
970,1,1646946,1,blocked,968520.946104,968520.946209,0.10499998461455107,174,irq/134-host_sy,sched_waking
970,1,1646946,1,blocked,968520.946374,968520.946518,0.14399993233382702,174,irq/134-host_sy,sched_waking
971,1,1646958,1,blocked,968521.064517,968521.064799,0.28200005181133747,174,irq/134-host_sy,sched_waking
971,1,1646958,1,blocked,968521.068516,968521.068836,0.31999999191612005,174,irq/134-host_sy,sched_waking
971,1,1646958,1,blocked,968521.069596,968521.069905,0.3090000245720148,174,irq/134-host_sy,sched_waking
972,1,1646944,1,blocked,968521.212511,968521.212815,0.30399998649954796,174,irq/134-host_sy,sched_waking
972,1,1646944,1,blocked,968521.215937,968521.216236,0.2989999484270811,174,irq/134-host_sy,sched_waking
973,1,1646960,1,blocked,968521.329057,968521.329349,0.29200001154094934,174,irq/134-host_sy,sched_waking
973,1,1646960,1,blocked,968521.331984,968521.332144,0.1599999377503991,174,irq/134-host_sy,sched_waking
973,1,1646960,1,blocked,968521.332784,968521.333089,0.30499999411404133,174,irq/134-host_sy,sched_waking
974,1,1646956,1,blocked,968521.449582,968521.449866,0.2839999506250024,174,irq/134-host_sy,sched_waking
974,1,1646956,1,blocked,968521.45293,968521.453334,0.4039999330416322,174,irq/134-host_sy,sched_waking
974,1,1646956,1,blocked,968521.454059,968521.454392,0.33299997448921204,174,irq/134-host_sy,sched_waking
974,1,1646956,1,blocked,968521.457331,968521.45776,0.4290000069886446,174,irq/134-host_sy,sched_waking
975,1,1646942,1,blocked,968521.615398,968521.615733,0.3349999897181988,174,irq/134-host_sy,sched_waking
975,1,1646942,1,blocked,968521.619029,968521.619409,0.37999998312443495,174,irq/134-host_sy,sched_waking
976,1,1646957,1,blocked,968521.744962,968521.74527,0.3079999005421996,174,irq/134-host_sy,sched_waking
976,1,1646957,1,blocked,968521.747996,968521.748134,0.13800000306218863,174,irq/134-host_sy,sched_waking
976,1,1646957,1,blocked,968521.74833,968521.748721,0.391000066883862,174,irq/134-host_sy,sched_waking
976,1,1646957,1,blocked,968521.749319,968521.749644,0.3249999135732651,174,irq/134-host_sy,sched_waking
977,1,1646954,1,blocked,968521.885393,968521.885686,0.2930000191554427,174,irq/134-host_sy,sched_waking
977,1,1646954,1,blocked,968521.888569,968521.888692,0.1230000052601099,174,irq/134-host_sy,sched_waking
977,1,1646954,1,blocked,968521.889385,968521.889692,0.30700000934302807,174,irq/134-host_sy,sched_waking
978,1,1646948,1,blocked,968522.018779,968522.019085,0.3060000017285347,174,irq/134-host_sy,sched_waking
978,1,1646948,1,blocked,968522.02235,968522.022719,0.3690000157803297,174,irq/134-host_sy,sched_waking
979,1,1646950,1,blocked,968522.158776,968522.159081,0.30499999411404133,174,irq/134-host_sy,sched_waking
979,1,1646950,1,blocked,968522.162495,968522.162892,0.3969999961555004,174,irq/134-host_sy,sched_waking
979,1,1646950,1,blocked,968522.172741,968522.173048,0.30700000934302807,174,irq/134-host_sy,sched_waking
980,1,1646959,1,blocked,968522.300621,968522.300907,0.2859999658539891,174,irq/134-host_sy,sched_waking
980,1,1646959,1,blocked,968522.304149,968522.304465,0.3160000778734684,174,irq/134-host_sy,sched_waking
