record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,point_count,measurement_time
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540547789601,1783598540.5477896,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598540.5183544,0,,1783598540518354552,0,0,6090,1783598540.5183544
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540661634960,1783598540.6616352,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598540.6185155,0,,1783598540618515479,0,0,6137,1783598540.6185155
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540749102915,1783598540.7491028,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598540.7185135,0,,1783598540718513376,0,0,6126,1783598540.7185135
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540845991091,1783598540.8459911,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598540.8184028,0,,1783598540818402802,0,0,6054,1783598540.8184028
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540946933107,1783598540.946933,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598540.9187262,0,,1783598540918726059,0,0,6032,1783598540.9187262
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541054402618,1783598541.0544026,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598541.0186172,0,,1783598541018617000,0,0,6058,1783598541.0186172
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541145906270,1783598541.1459062,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598541.1187027,0,,1783598541118702503,0,0,5988,1783598541.1187027
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541249365052,1783598541.249365,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598541.2184472,0,,1783598541218447132,0,0,5972,1783598541.2184472
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541347588807,1783598541.3475888,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598541.3191264,0,,1783598541319126382,0,0,6050,1783598541.3191264
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541466250423,1783598541.4662504,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598541.4186049,0,,1783598541418604901,0,0,6001,1783598541.4186049
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541545653936,1783598541.545654,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598541.5183773,0,,1783598541518377217,0,0,6020,1783598541.5183773
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541658533783,1783598541.6585338,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598541.6185322,0,,1783598541618532002,0,0,6072,1783598541.6185322
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541746602271,1783598541.7466023,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598541.7184472,0,,1783598541718447022,0,0,6035,1783598541.7184472
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541858086451,1783598541.8580863,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598541.818326,0,,1783598541818325986,0,0,6105,1783598541.818326
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541950988346,1783598541.9509883,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598541.918539,0,,1783598541918539053,0,0,6025,1783598541.918539
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598542060753976,1783598542.0607538,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598542.0186584,0,,1783598542018658358,0,0,6064,1783598542.0186584
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598542147617969,1783598542.147618,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598542.1192424,0,,1783598542119242510,0,0,6037,1783598542.1192424
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598542246610149,1783598542.2466102,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598542.218345,0,,1783598542218344993,0,0,5975,1783598542.218345
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598542347045356,1783598542.3470454,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598542.318808,0,,1783598542318808189,0,0,6044,1783598542.318808
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598542447527699,1783598542.4475276,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598542.418509,0,,1783598542418509056,0,0,5992,1783598542.418509
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598542546675561,1783598542.5466754,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598542.518449,0,,1783598542518449238,0,0,5972,1783598542.518449
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598542646628458,1783598542.6466284,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598542.6183357,0,,1783598542618335724,0,0,5982,1783598542.6183357
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598542746825454,1783598542.7468255,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598542.718217,0,,1783598542718216881,0,0,6056,1783598542.718217
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598542846289992,1783598542.8462899,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598542.8182967,0,,1783598542818296495,0,0,6015,1783598542.8182967
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598542946394155,1783598542.9463942,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598542.9184582,0,,1783598542918458182,0,0,5990,1783598542.9184582
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598543046964659,1783598543.0469646,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598543.0183778,0,,1783598543018377768,0,0,5956,1783598543.0183778
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598543148505704,1783598543.1485057,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598543.1186907,0,,1783598543118690915,0,0,5912,1783598543.1186907
