record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,control_seq,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,throttle,brake,steering_target,steering_rate,speed_target,acceleration_target,gear_location
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540575087929,1783598540.5750878,/apollo/control,apollo.control.ControlCommand,1783598540.5745652,6612,6612,control,1783598540418404946,0,0,24.459618122643814,0.0,0.1103801370436887,100.0,0.0,1.9039521745697416,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540584502933,1783598540.584503,/apollo/control,apollo.control.ControlCommand,1783598540.5842454,6613,6613,control,1783598540418404946,0,0,24.464125204823308,0.0,0.11057407342168696,100.0,0.0,1.9051702937904877,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540594720302,1783598540.5947204,/apollo/control,apollo.control.ControlCommand,1783598540.5944066,6614,6614,control,1783598540418404946,0,0,24.694185510837432,0.0,0.11118841681295667,100.0,0.0,1.9673481883852681,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540604679208,1783598540.604679,/apollo/control,apollo.control.ControlCommand,1783598540.6042902,6615,6615,control,1783598540418404946,0,0,24.69905396110626,0.0,0.11182387808429305,100.0,0.0,1.9686639737673688,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540614648194,1783598540.6146483,/apollo/control,apollo.control.ControlCommand,1783598540.6143613,6616,6616,control,1783598540418404946,0,0,24.929475635209716,0.0,0.11230570827576851,100.0,0.0,2.0309395345235046,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540625337114,1783598540.6253371,/apollo/control,apollo.control.ControlCommand,1783598540.6247551,6617,6617,control,1783598540418404946,0,0,24.205927225910383,0.0,0.11262917554527242,100.0,0.0,1.8316974371093973,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540652276467,1783598540.6522765,/apollo/control,apollo.control.ControlCommand,1783598540.6342592,6618,6618,control,1783598540418404946,0,0,24.209998601551135,0.0,0.112862866083276,100.0,0.0,1.8328167195805602,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540652291475,1783598540.6522915,/apollo/control,apollo.control.ControlCommand,1783598540.6447573,6619,6619,control,1783598540418404946,0,0,24.435810554221288,0.0,0.11302876389218977,100.0,0.0,1.8948958256873545,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540657761726,1783598540.6577618,/apollo/control,apollo.control.ControlCommand,1783598540.652193,6620,6620,control,1783598540418404946,0,0,24.440237189534912,0.0,0.11312346336523615,100.0,0.0,1.896112774392156,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540664592900,1783598540.664593,/apollo/control,apollo.control.ControlCommand,1783598540.6643395,6621,6621,control,1783598540418404946,0,0,24.444663824848536,0.0,0.11316373675360221,100.0,0.0,1.8973297230969575,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540674914173,1783598540.6749141,/apollo/control,apollo.control.ControlCommand,1783598540.6746156,6622,6622,control,1783598540518354552,0,0,24.669205281469523,0.0,0.11272687322162114,100.0,0.0,1.959059550708473,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540682524416,1783598540.6825244,/apollo/control,apollo.control.ControlCommand,1783598540.682165,6623,6623,control,1783598540518354552,0,0,24.673981905233667,0.0,0.11131192290929269,100.0,0.0,1.9603727165085123,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540694583858,1783598540.694584,/apollo/control,apollo.control.ControlCommand,1783598540.6941462,6624,6624,control,1783598540518354552,0,0,24.897301699678366,0.0,0.10940042431421826,100.0,0.0,2.021766690791754,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540704450381,1783598540.7044504,/apollo/control,apollo.control.ControlCommand,1783598540.7041728,6625,6625,control,1783598540518354552,0,0,24.90242831189303,0.0,0.10776740187911256,100.0,0.0,2.023176073687031,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540714295943,1783598540.714296,/apollo/control,apollo.control.ControlCommand,1783598540.7141016,6626,6626,control,1783598540518354552,0,0,25.226274006637798,0.0,0.10667030735562565,100.0,0.0,2.0846662650655103,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540724486305,1783598540.7244864,/apollo/control,apollo.control.ControlCommand,1783598540.7242258,6627,6627,control,1783598540518354552,0,0,24.18539528120535,0.0,0.10811220552248066,100.0,0.0,1.8106522980202466,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540734703770,1783598540.7347038,/apollo/control,apollo.control.ControlCommand,1783598540.7343855,6628,6628,control,1783598540518354552,0,0,24.401783366044555,0.0,0.11432400819930018,100.0,0.0,1.8718260461339504,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540749272898,1783598540.7492728,/apollo/control,apollo.control.ControlCommand,1783598540.7464705,6629,6629,control,1783598540518354552,0,0,24.618511947766418,0.0,0.1230004736746432,100.0,0.0,1.9330960540327,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540757935234,1783598540.7579353,/apollo/control,apollo.control.ControlCommand,1783598540.754432,6630,6630,control,1783598540518354552,0,0,24.623058662686393,0.0,0.13050230840860397,100.0,0.0,1.9343814279176166,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540765637572,1783598540.7656376,/apollo/control,apollo.control.ControlCommand,1783598540.7645378,6631,6631,control,1783598540518354552,0,0,24.83680701900047,0.0,0.1355865598829098,100.0,0.0,1.9948089145724013,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540775317663,1783598540.7753177,/apollo/control,apollo.control.ControlCommand,1783598540.7749887,6632,6632,control,1783598540518354552,0,0,24.841688920174494,0.0,0.13834462620876645,100.0,0.0,1.996189046907126,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540782772003,1783598540.782772,/apollo/control,apollo.control.ControlCommand,1783598540.78255,6633,6633,control,1783598540618515479,0,0,25.190226925541896,0.0,0.13950747741545827,100.0,0.0,2.070960451487682,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540794744758,1783598540.7947447,/apollo/control,apollo.control.ControlCommand,1783598540.7943785,6634,6634,control,1783598540618515479,0,0,25.57154028107477,0.0,0.1398903134340826,100.0,0.0,2.1312209087365965,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540805121006,1783598540.805121,/apollo/control,apollo.control.ControlCommand,1783598540.8048482,6635,6635,control,1783598540618515479,0,0,25.95345324477709,0.0,0.13994141374623195,100.0,0.0,2.1915761244353185,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540814783273,1783598540.8147833,/apollo/control,apollo.control.ControlCommand,1783598540.814419,6636,6636,control,1783598540618515479,0,0,25.96338559915807,0.0,0.13983874450535053,100.0,0.0,2.1931457736696593,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540824630500,1783598540.8246305,/apollo/control,apollo.control.ControlCommand,1783598540.8243635,6637,6637,control,1783598540618515479,0,0,24.562340348924202,0.0,0.13955347264093115,100.0,0.0,1.8963175889950552,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540834727454,1783598540.8347275,/apollo/control,apollo.control.ControlCommand,1783598540.8344016,6638,6638,control,1783598540618515479,0,0,24.766787475103804,0.0,0.13897643492494893,100.0,0.0,1.9563206367822648,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540844587832,1783598540.8445878,/apollo/control,apollo.control.ControlCommand,1783598540.8443253,6639,6639,control,1783598540618515479,0,0,24.77093577367877,0.0,0.13827963859359457,100.0,0.0,1.9575381181050924,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540854722801,1783598540.8547227,/apollo/control,apollo.control.ControlCommand,1783598540.8544693,6640,6640,control,1783598540618515479,0,0,24.975705768336876,0.0,0.13771033104788066,100.0,0.0,2.01763592434211,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540864717995,1783598540.8647182,/apollo/control,apollo.control.ControlCommand,1783598540.8644166,6641,6641,control,1783598540618515479,0,0,24.980176935390347,0.0,0.13734075544511715,100.0,0.0,2.0189481641147458,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540874735493,1783598540.8747356,/apollo/control,apollo.control.ControlCommand,1783598540.8744583,6642,6642,control,1783598540618515479,0,0,25.3330240866202,0.0,0.13715044850015518,100.0,0.0,2.079160065363162,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540884627552,1783598540.8846273,/apollo/control,apollo.control.ControlCommand,1783598540.8844292,6643,6643,control,1783598540618515479,0,0,25.711337618899233,0.0,0.13708486412351537,100.0,0.0,2.1409844501855098,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540894731641,1783598540.8947315,/apollo/control,apollo.control.ControlCommand,1783598540.894481,6644,6644,control,1783598540618515479,0,0,25.720541041818713,0.0,0.13708895711610844,100.0,0.0,2.142488482982933,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540904711315,1783598540.9047115,/apollo/control,apollo.control.ControlCommand,1783598540.9044206,6645,6645,control,1783598540618515479,0,0,26.099448167328468,0.0,0.13712155432656853,100.0,0.0,2.2044098734188604,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540914807469,1783598540.9148076,/apollo/control,apollo.control.ControlCommand,1783598540.9145217,6646,6646,control,1783598540618515479,0,0,26.10924518347867,0.0,0.13715790045273102,100.0,0.0,2.206010911829863,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540924792071,1783598540.924792,/apollo/control,apollo.control.ControlCommand,1783598540.9244964,6647,6647,control,1783598540618515479,0,0,24.832504233757998,0.0,0.13687119459668884,100.0,0.0,1.9437884247434956,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540934577346,1783598540.9345775,/apollo/control,apollo.control.ControlCommand,1783598540.9342875,6648,6648,control,1783598540618515479,0,0,24.836514209303136,0.0,0.1358901472977721,100.0,0.0,1.9450008358926867,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540944785915,1783598540.9447858,/apollo/control,apollo.control.ControlCommand,1783598540.9444804,6649,6649,control,1783598540618515479,0,0,25.08781918463043,0.0,0.13455028296408067,100.0,0.0,2.0066306046803817,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540955100212,1783598540.9551,/apollo/control,apollo.control.ControlCommand,1783598540.9548588,6650,6650,control,1783598540618515479,0,0,25.093482939887224,0.0,0.13340105218467554,100.0,0.0,2.0079400214431518,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540962942902,1783598540.962943,/apollo/control,apollo.control.ControlCommand,1783598540.9626472,6651,6651,control,1783598540618515479,0,0,25.09914669514402,0.0,0.1326267119258821,100.0,0.0,2.009249438205922,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540974894409,1783598540.9748943,/apollo/control,apollo.control.ControlCommand,1783598540.974525,6652,6652,control,1783598540718513376,0,0,25.16519648995826,0.0,0.1321376895853186,100.0,0.0,2.02334752080494,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540984586404,1783598540.9845865,/apollo/control,apollo.control.ControlCommand,1783598540.9843538,6653,6653,control,1783598540718513376,0,0,25.1734098960388,0.0,0.13175119428064996,100.0,0.0,2.024753943181289,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540994534078,1783598540.9945343,/apollo/control,apollo.control.ControlCommand,1783598540.9942918,6654,6654,control,1783598540718513376,0,0,25.545133031547714,0.0,0.13143526952588583,100.0,0.0,2.088405944611587,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541004584088,1783598541.004584,/apollo/control,apollo.control.ControlCommand,1783598541.0043826,6655,6655,control,1783598540718513376,0,0,25.553926031921804,0.0,0.13123010675658361,100.0,0.0,2.0899116138017004,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541014514418,1783598541.0145144,/apollo/control,apollo.control.ControlCommand,1783598541.0142992,6656,6656,control,1783598540718513376,0,0,25.926228761724257,0.0,0.13112441260325147,100.0,0.0,2.153662862045762,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541024763115,1783598541.024763,/apollo/control,apollo.control.ControlCommand,1783598541.0245116,6657,6657,control,1783598540718513376,0,0,24.736602439143862,0.0,0.13076797987080663,100.0,0.0,1.8748220957722856,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541034917668,1783598541.0349176,/apollo/control,apollo.control.ControlCommand,1783598541.0347111,6658,6658,control,1783598540718513376,0,0,24.74043276603692,0.0,0.1297564649914814,100.0,0.0,1.8760129915984176,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541042510247,1783598541.0425103,/apollo/control,apollo.control.ControlCommand,1783598541.0423079,6659,6659,control,1783598540718513376,0,0,24.744263092929977,0.0,0.1284059538788133,100.0,0.0,1.8772038874245496,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541055261303,1783598541.0552611,/apollo/control,apollo.control.ControlCommand,1783598541.0549335,6660,6660,control,1783598540718513376,0,0,24.9534434758875,0.0,0.12725720674186014,100.0,0.0,1.9406404731017453,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541062598011,1783598541.062598,/apollo/control,apollo.control.ControlCommand,1783598541.0623593,6661,6661,control,1783598540718513376,0,0,24.957756398313197,0.0,0.12648794699632615,100.0,0.0,1.9419306159075878,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541074610797,1783598541.0746107,/apollo/control,apollo.control.ControlCommand,1783598541.0743704,6662,6662,control,1783598540718513376,0,0,25.26481445678138,0.0,0.12607645566834308,100.0,0.0,2.004532241392681,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541084537704,1783598541.0845375,/apollo/control,apollo.control.ControlCommand,1783598541.0843613,6663,6663,control,1783598540718513376,0,0,25.272501894353482,0.0,0.1259219835986668,100.0,0.0,2.0059201814501098,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541094656257,1783598541.0946562,/apollo/control,apollo.control.ControlCommand,1783598541.094375,6664,6664,control,1783598540718513376,0,0,25.619777625402033,0.0,0.1259160409195461,100.0,0.0,2.0686196041867895,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541104753691,1783598541.1047537,/apollo/control,apollo.control.ControlCommand,1783598541.1044726,6665,6665,control,1783598540718513376,0,0,25.9675950298912,0.0,0.12597461273843497,100.0,0.0,2.131416824175054,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541114638197,1783598541.114638,/apollo/control,apollo.control.ControlCommand,1783598541.1144047,6666,6666,control,1783598540718513376,0,0,25.97636581434455,0.0,0.12604556028905994,100.0,0.0,2.1330003587356536,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541125020046,1783598541.1250203,/apollo/control,apollo.control.ControlCommand,1783598541.1247227,6667,6667,control,1783598540718513376,0,0,24.752912836194096,0.0,0.12575395743495146,100.0,0.0,1.8392122153636998,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541133032463,1783598541.1330326,/apollo/control,apollo.control.ControlCommand,1783598541.1326814,6668,6668,control,1783598540718513376,0,0,24.75648097139116,0.0,0.12468390571781642,100.0,0.0,1.8403593237700757,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541144816514,1783598541.1448166,/apollo/control,apollo.control.ControlCommand,1783598541.1443937,6669,6669,control,1783598540718513376,0,0,24.760049106588227,0.0,0.1232078337522014,100.0,0.0,1.8415064321764516,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541154808828,1783598541.1548088,/apollo/control,apollo.control.ControlCommand,1783598541.1545439,6670,6670,control,1783598540818402802,0,0,25.316642488932644,0.0,0.12202911295247697,100.0,0.0,1.9778461479675071,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541164724855,1783598541.1647248,/apollo/control,apollo.control.ControlCommand,1783598541.1644368,6671,6671,control,1783598540818402802,0,0,25.644995134226296,0.0,0.12146186400823449,100.0,0.0,2.0392114635128618,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541174822032,1783598541.174822,/apollo/control,apollo.control.ControlCommand,1783598541.1744592,6672,6672,control,1783598540818402802,0,0,25.65217186617646,0.0,0.12139097393424172,100.0,0.0,2.040552711792779,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541184920906,1783598541.1849208,/apollo/control,apollo.control.ControlCommand,1783598541.1845484,6673,6673,control,1783598540818402802,0,0,25.98104002018203,0.0,0.12154873645403827,100.0,0.0,2.102014369960088,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541194894532,1783598541.1948946,/apollo/control,apollo.control.ControlCommand,1783598541.1946106,6674,6674,control,1783598540818402802,0,0,25.988732260844117,0.0,0.12176310997172253,100.0,0.0,2.10345196086196,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541204588479,1783598541.2045887,/apollo/control,apollo.control.ControlCommand,1783598541.2043684,6675,6675,control,1783598540818402802,0,0,25.9964245015062,0.0,0.12194664416355364,100.0,0.0,2.104889551763832,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541214562873,1783598541.214563,/apollo/control,apollo.control.ControlCommand,1783598541.214374,6676,6676,control,1783598540818402802,0,0,26.3258081642237,0.0,0.1220701402290889,100.0,0.0,2.1664475525530973,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541224624275,1783598541.2246244,/apollo/control,apollo.control.ControlCommand,1783598541.2244024,6677,6677,control,1783598540818402802,0,0,24.76549761150691,0.0,0.12185158362711743,100.0,0.0,1.7934371042295454,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541235107238,1783598541.2351074,/apollo/control,apollo.control.ControlCommand,1783598541.2348132,6678,6678,control,1783598540818402802,0,0,24.974510596173182,0.0,0.12097389160444516,100.0,0.0,1.8545306729095536,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541242691495,1783598541.2426915,/apollo/control,apollo.control.ControlCommand,1783598541.2424536,6679,6679,control,1783598540818402802,0,0,24.978464983039157,0.0,0.11975622036492263,100.0,0.0,1.8555999742453486,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541255243560,1783598541.2552435,/apollo/control,apollo.control.ControlCommand,1783598541.254788,6680,6680,control,1783598540818402802,0,0,25.23565330123112,0.0,0.11870590811683258,100.0,0.0,1.9183220212518677,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541262599014,1783598541.262599,/apollo/control,apollo.control.ControlCommand,1783598541.2623954,6681,6681,control,1783598540818402802,0,0,25.24158084752196,0.0,0.11799530617147136,100.0,0.0,1.9194899079806225,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541274576959,1783598541.274577,/apollo/control,apollo.control.ControlCommand,1783598541.2743316,6682,6682,control,1783598540818402802,0,0,25.56042358920171,0.0,0.11761059441572119,100.0,0.0,1.9823105403801011,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541284579616,1783598541.2845795,/apollo/control,apollo.control.ControlCommand,1783598541.284292,6683,6683,control,1783598540818402802,0,0,25.566851500353266,0.0,0.11746253002595558,100.0,0.0,1.983577012501816,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541294906628,1783598541.2949066,/apollo/control,apollo.control.ControlCommand,1783598541.2945595,6684,6684,control,1783598540818402802,0,0,25.886194606893746,0.0,0.11745271548309315,100.0,0.0,2.046496230294256,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541304711298,1783598541.3047113,/apollo/control,apollo.control.ControlCommand,1783598541.3044014,6685,6685,control,1783598540818402802,0,0,25.89312288290602,0.0,0.1175040463421515,100.0,0.0,2.04786128780893,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541314763202,1783598541.3147633,/apollo/control,apollo.control.ControlCommand,1783598541.3145134,6686,6686,control,1783598540818402802,0,0,26.212966354307213,0.0,0.11756817669212019,100.0,0.0,2.1108790909943282,GEAR_DRIVE
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541325420939,1783598541.325421,/apollo/control,apollo.control.ControlCommand,1783598541.3251681,6687,6687,control,1783598540918726059,0,0,24.91708809629331,0.0,0.11446868111426112,100.0,0.0,1.783269837145327,GEAR_DRIVE
