frame_index,worker_model_count,worker_tid,cpu,running_ms
860,1,1646945,0,2.059128019027412
860,1,1646945,1,1.669999910518527
860,1,1646945,3,0.07100007496774197
860,1,1646945,4,2.793047809973359
860,1,1646945,5,4.274999722838402
860,1,1646945,6,1.137000392191112
860,1,1646945,7,1.9659999525174499
860,2,1646948,1,2.225999836809933
860,2,1646948,2,1.1909999884665012
860,2,1646948,4,2.3859997745603323
860,2,1646948,5,3.990983939729631
860,2,1646948,6,5.5716236820444465
860,2,1646948,7,5.829999805428088
860,3,1646950,0,2.8972161235287786
860,3,1646950,3,1.8464719178155065
860,3,1646950,4,3.3230000408366323
860,3,1646950,5,7.305648294277489
860,3,1646950,6,11.077856528572738
860,3,1646950,7,2.7299998328089714
860,3,1646951,0,0.2840000670403242
860,3,1646951,1,2.2370002698153257
860,3,1646951,3,0.572279910556972
860,3,1646951,4,3.3919995184987783
860,3,1646951,5,2.330040093511343
860,3,1646951,6,12.151343980804086
860,3,1646951,7,6.3669998198747635
861,1,1646952,4,0.6644241511821747
861,1,1646952,5,9.88338328897953
861,1,1646952,6,1.2359997490420938
861,1,1646952,7,0.6439997814595699
861,2,1646961,1,0.5714079597964883
861,2,1646961,2,1.151000033132732
861,2,1646961,4,3.6640000762417912
861,2,1646961,5,4.267999320290983
861,2,1646961,6,8.154047769494355
861,2,1646961,7,1.686000032350421
861,3,1646944,0,0.69500005338341
861,3,1646944,4,4.2175594717264175
861,3,1646944,5,7.844040170311928
861,3,1646944,6,2.025999827310443
861,3,1646944,7,11.60396751947701
861,3,1646957,0,0.33199996687471867
861,3,1646957,1,1.1050000321120024
861,3,1646957,2,0.28000003658235073
861,3,1646957,4,11.496784398332238
861,3,1646957,5,4.758168361149728
861,3,1646957,6,6.669015972875059
861,3,1646957,7,3.556999610736966
877,1,1646957,0,5.535000003874302
877,1,1646957,1,0.9030003566294909
877,1,1646957,2,3.480999846942723
877,1,1646957,3,2.49018392059952
877,2,1646944,0,3.792000003159046
877,2,1646944,1,5.921639851294458
877,2,1646944,2,6.635615834966302
877,2,1646944,3,3.666000091470778
877,2,1646949,0,2.5389997754245996
877,2,1646949,1,5.739232175983489
877,2,1646949,2,8.703344385139644
877,2,1646949,3,3.628751845099032
877,4,1646951,0,4.331743810325861
877,4,1646951,1,5.945967859588563
877,4,1646951,2,15.764416311867535
877,4,1646951,3,10.067998198792338
878,1,1646956,0,2.610999858006835
878,1,1646956,1,4.727000021375716
878,1,1646956,2,0.8924804860725999
878,1,1646956,3,3.8458078633993864
878,2,1646948,0,7.360640098340809
