frame_index,worker_model_count,worker_tid,model_ordinal,state,start_sched_s,end_sched_s,duration_ms,waker_tid,waker_comm,wake_event
860,1,1646945,1,blocked,968505.38903,968505.389033,0.00300002284348011,1646951,mainboard,sched_waking
860,1,1646945,1,blocked,968505.389146,968505.389187,0.04099996294826269,1646951,mainboard,sched_waking
860,1,1646945,1,blocked,968505.389218,968505.389236,0.018000020645558834,1646951,mainboard,sched_waking
860,1,1646945,1,blocked,968505.389306,968505.389843,0.5370000144466758,174,irq/134-host_sy,sched_waking
860,1,1646945,1,blocked,968505.39005,968505.390104,0.053999945521354675,1646950,mainboard,sched_waking
860,1,1646945,1,blocked,968505.391484,968505.391495,0.010999967344105244,1646951,mainboard,sched_waking
860,1,1646945,1,blocked,968505.391658,968505.391709,0.05100003909319639,1646948,mainboard,sched_waking
860,1,1646945,1,blocked,968505.391827,968505.391882,0.05500006955116987,1646951,mainboard,sched_waking
860,1,1646945,1,blocked,968505.392143,968505.392225,0.08199992589652538,1646951,mainboard,sched_waking
860,1,1646945,1,blocked,968505.392347,968505.392402,0.05500006955116987,1646948,mainboard,sched_waking
860,1,1646945,1,blocked,968505.392546,968505.392629,0.08300004992634058,1646951,mainboard,sched_waking
860,1,1646945,1,blocked,968505.392741,968505.392772,0.031000003218650818,1646950,mainboard,sched_waking
860,1,1646945,1,blocked,968505.392898,968505.392951,0.05300005432218313,1646950,mainboard,sched_waking
860,1,1646945,1,blocked,968505.393052,968505.393101,0.04900002386420965,1646948,mainboard,sched_waking
860,1,1646945,1,blocked,968505.393208,968505.393264,0.055999960750341415,1646951,mainboard,sched_waking
860,1,1646945,1,blocked,968505.393369,968505.393447,0.0779998954385519,1646951,mainboard,sched_waking
860,1,1646945,1,blocked,968505.393482,968505.393516,0.03400002606213093,1646948,mainboard,sched_waking
860,1,1646945,1,blocked,968505.393583,968505.393611,0.027999980375170708,1646951,mainboard,sched_waking
860,1,1646945,1,blocked,968505.393702,968505.393782,0.08000002708286047,1646948,mainboard,sched_waking
860,1,1646945,1,blocked,968505.393809,968505.393814,0.004999921657145023,1646951,mainboard,sched_waking
860,1,1646945,1,blocked,968505.393894,968505.393912,0.018000020645558834,1646948,mainboard,sched_waking
