frame_index,worker_model_count,worker_tid,obstacle_ids,model_duration_sum_ms,worker_span_ms,inter_model_gap_ms,inference_count,inference_sum_ms,inference_share_of_model,completion_from_pool_start_ms,model_running_ms,model_blocked_ms,model_runnable_ms,model_unknown_ms,span_running_ms,span_blocked_ms,span_runnable_ms,span_unknown_ms,span_max_runnable_ms,span_cpu_list,span_running_segment_count
860,1,1646945,27,97.026176,97.026176,0.0,3,92.6456,0.954851606230467,97.19952,13.971175882034004,79.76099965162575,3.2940004020929337,0.0,13.971175882034004,79.76099965162575,3.2940004020929337,0,1.3089999556541443,0;1;3;4;5;6;7,99
860,2,1646948,28;72,112.65660799999999,112.706624,0.050016000000013605,5,97.401696,0.8645892835687011,112.90432,21.195607027038932,81.67599991429597,9.785001049749553,0.0,21.245623007416725,81.67599991429597,9.785001049749553,0,4.9730000318959355,1;2;4;5;6;7,183
860,3,1646950,26;66;74,122.392192,122.474688,0.08249600000000612,8,107.964128,0.8821161402191409,123.238688,29.180192737840116,88.11100001912564,5.1009992603212595,0.0,29.262688709422946,88.11100001912564,5.1009992603212595,0,0.3160000778734684,0;3;4;5;6;7,196
860,3,1646951,29;69;73,115.09766400000001,115.221312,0.12364799999998866,7,98.484544,0.8556606674484722,115.381504,27.333663660101593,78.07399972807616,9.690000559203327,0.0,27.439311612397432,78.07399972807616,9.708000579848886,0,1.8840000266209245,0;1;3;4;5;6;7,204
861,1,1646952,27,86.575808,86.575808,0.0,3,72.754496,0.8403559571745494,87.503296,12.427806970663369,71.28300098702312,2.8650000458583236,0.0,12.427806970663369,71.28300098702312,2.8650000458583236,0,0.15700003132224083,4;5;6;7,95
861,2,1646961,28;72,105.231456,105.273376,0.04192000000000462,5,92.77382399999999,0.8816168427813067,106.23184,19.49445519130677,77.79799960553646,7.939001196064055,0.0,19.53637518454343,77.79799960553646,7.939001196064055,0,1.7210000660270452,1;2;4;5;6;7,157
861,3,1646944,29;69;73,112.65356799999999,112.74096,0.08739200000000835,7,97.42640000000002,0.8648319066112493,112.87584,26.386567042209208,82.62000035028905,3.647000645287335,0.0,26.473959092982113,82.62000035028905,3.647000645287335,0,0.15700003132224083,0;4;5;6;7,180
861,3,1646957,26;66;74,111.92796799999999,112.0072,0.07923200000000463,8,93.9776,0.8396257135660677,113.763904,28.197968378663063,80.20699955523014,3.5229999339208007,0.0,28.27720041386783,80.20699955523014,3.5229999339208007,0,0.24399999529123306,0;1;2;4;5;6;7,156
877,1,1646957,27,98.345184,98.345184,0.0,3,88.35635199999999,0.8984308982532382,99.110464,12.409184128046036,84.09000013489276,1.8459997372701764,0.0,12.409184128046036,84.09000013489276,1.8459997372701764,0,0.11800008360296488,0;1;2;3,114
877,2,1646944,26;74,127.652256,127.705248,0.05299200000000326,5,115.653152,0.9060016299281073,127.92832,20.015255780890584,88.26999994926155,19.36700032092631,0.0,20.06824780255556,88.26999994926155,19.36700032092631,0,8.79800005350262,0;1;2;3,153
877,2,1646949,28;72,113.103328,113.144096,0.040767999999999915,5,93.436064,0.8261124199634514,113.301024,20.610328181646764,86.25100005883723,6.241999799385667,0.0,20.651096128858626,86.25100005883723,6.241999799385667,0,2.8490000404417515,0;1;2;3,144
877,4,1646951,29;69;73;77,132.13612799999999,132.324128,0.1880000000000166,10,110.395168,0.8354654375826724,132.480352,36.1101261805743,86.17399982176721,9.852001909166574,0.0,36.287126247771084,86.17399982176721,9.863001992926002,0,1.8870000494644046,0;1;2;3,266
878,1,1646956,27,74.760288,74.760288,0.0,3,58.974464,0.7888474693944464,74.884,12.076288228854537,59.46900031995028,3.214999451301992,0.0,12.076288228854537,59.46900031995028,3.214999451301992,0,0.46499993186444044,0;1;2;3,123
878,2,1646948,26;74,112.368736,112.535552,0.1668159999999972,5,91.84256,0.8173319667847826,112.683616,20.982734858989716,85.27900010813028,6.107000983320177,0.0,21.14955091383308,85.27900010813028,6.107000983320177,0,2.242000075057149,0;1;2;3,152
878,2,1646959,28;72,120.855744,120.892288,0.03654399999999214,5,104.52707199999999,0.8648912210577264,121.136576,20.495744654908776,88.32299977075309,12.03699957113713,0.0,20.53228870499879,88.32299977075309,12.03699957113713,0,6.323999958112836,0;1;2;3,180
878,4,1646943,29;69;73;77,135.508864,135.642112,0.13324800000000891,10,122.728,0.9056824504115096,135.776576,32.17486490029842,88.85699976235628,14.476999291218817,0.0,32.30811294633895,88.85699976235628,14.476999291218817,0,3.8160000694915652,0;1;2;3,156
879,1,1646944,27,99.794656,99.794656,0.0,3,93.765152,0.9395808929888991,99.958688,13.904656283557415,83.11199978925288,2.7779999654740095,0.0,13.904656283557415,83.11199978925288,2.7779999654740095,0,0.4190000472590327,0;1;2;3,123
879,2,1646949,28;72,113.804672,113.840672,0.036000000000001364,5,101.595936,0.8927220140839209,114.004224,22.89767120964825,81.96000033058226,8.9470004895702,0.0,22.933671134524047,81.96000033058226,8.9470004895702,0,0.7779999868944287,0;1;2;3,190
879,2,1646951,26;74,111.28348799999999,111.327488,0.04400000000001114,5,96.08025599999999,0.8633828587400136,111.494272,19.87048808950931,82.73499924689531,8.67800076957792,0.0,19.91448807530105,82.73499924689531,8.67800076957792,0,1.1820000363513827,0;1;2;3,212
879,4,1646957,29;69;73;77,124.503648,124.687584,0.18393600000000276,10,104.758688,0.8414105906358664,124.851264,31.338648637756705,87.80999958980829,5.354999681003392,0.0,31.498584779910743,87.80999958980829,5.378999630920589,0,0.24199998006224632,0;1;2;3,220
880,1,1646959,27,102.88656,102.88656,0.0,3,95.413024,0.9273613968627193,103.072864,13.460560934618115,78.67199881002307,10.754000279121101,0.0,13.460560934618115,78.67199881002307,10.754000279121101,0,3.9220000617206097,0;1;2;3,123
880,2,1646948,28;72,109.33984,109.38288,0.04304000000000485,5,97.968704,0.8960018964725027,110.585536,21.446840022690594,79.84400005079806,8.048999821767211,0.0,21.489880047738552,79.84400005079806,8.048999821767211,0,1.7540000844746828,0;1;2;3;8,197
880,2,1646943,26;74,107.522656,107.61568,0.09302399999999977,5,84.41868799999999,0.7851246531707698,108.380672,21.45365602336824,75.95399930141866,10.11500065214932,0.0,21.53567993082106,75.95399930141866,10.126000735908747,0,5.241999984718859,0;1;2;3,190
880,4,1646956,29;69;73;77,120.893536,121.01888,0.12534399999999835,10,98.50902399999998,0.8148411177252685,121.191488,32.7565367333591,80.89999994263053,7.236999226734042,0.0,32.881880761124194,80.89999994263053,7.236999226734042,0,0.39499998092651367,0;1;2;3,215
881,1,1646949,27,97.320736,97.320736,0.0,3,83.135552,0.8542429436620784,97.515648,11.73973549157381,79.9549997318536,5.626000696793199,0.0,11.73973549157381,79.9549997318536,5.626000696793199,0,1.5660000499337912,0;1;2;3,92
881,2,1646957,26;74,112.103936,112.145216,0.04128000000000043,5,103.14665600000001,0.920098434367193,113.217696,19.04793584253639,74.28000005893409,18.776000011712313,0.0,19.089215900748968,74.28000005893409,18.776000011712313,0,8.572999970056117,0;1;2;3,186
881,2,1646951,28;72,110.36179200000001,110.401344,0.039551999999986265,5,94.098592,0.8526374055252744,110.589216,21.063791471533477,79.25600023008883,10.042000212706625,0.0,21.103343460708857,79.25600023008883,10.042000212706625,0,0.7280000718310475,0;1;2;3,205
