event_type,collision_seq,wall_time_unix_ns,wall_time_iso,carla_frame,carla_timestamp_sec,map_name,ego_actor_id,ego_type_id,ego_role_name,other_actor_id,other_type_id,other_role_name,other_semantic_tags,normal_impulse_x,normal_impulse_y,normal_impulse_z,normal_impulse_norm,ego_location_x,ego_location_y,ego_location_z,ego_rotation_roll,ego_rotation_pitch,ego_rotation_yaw,ego_velocity_x,ego_velocity_y,ego_velocity_z,ego_speed_mps,other_location_x,other_location_y,other_location_z
CARLA_COLLISION,1,1783598572118030334,2026-07-09T20:02:52.118032+08:00,1176,118.79599622264504,Carla/Maps/Town01,197,vehicle.lincoln.mkz_2017,hero,207,vehicle.nissan.patrol,scenario,[14],4644.02197265625,-272.2237243652344,597.8482055664062,4690.252478867241,307.7348937988281,133.7451629638672,0.033809032291173935,5.4724943765904754e-05,-0.005921773612499237,0.7735958099365234,2.2222421169281006,0.02983812242746353,-5.054473604104714e-07,2.222442426655714,312.3660583496094,133.5090789794922,0.001234359689988196
CARLA_COLLISION,2,1783598572218025362,2026-07-09T20:02:52.218027+08:00,1177,118.89599622413516,Carla/Maps/Town01,197,vehicle.lincoln.mkz_2017,hero,207,vehicle.nissan.patrol,scenario,[14],396.5191345214844,-24.764312744140625,51.31371307373047,400.5918026829428,307.7528381347656,133.75637817382812,0.032562464475631714,0.08730796724557877,0.09516502171754837,0.4440390169620514,0.3022162616252899,0.017577391117811203,-0.0007486247923225164,0.30272792059596004,312.3642578125,133.50965881347656,-0.0036604308988898993
CARLA_COLLISION,3,1783598572317975831,2026-07-09T20:02:52.317977+08:00,1178,118.99599622562528,Carla/Maps/Town01,197,vehicle.lincoln.mkz_2017,hero,207,vehicle.nissan.patrol,scenario,[14],134.45570373535156,-8.691360473632812,17.630577087402344,135.8849265455374,307.7556457519531,133.75965881347656,0.031922969967126846,0.10720714181661606,0.18482491374015808,0.35949140787124634,0.0034873581025749445,0.0192699134349823,0.0007294869283214211,0.019596514524422404,312.3636474609375,133.50985717773438,-0.004825820680707693
CARLA_COLLISION,4,1783598572417970836,2026-07-09T20:02:52.417973+08:00,1179,119.09599622711539,Carla/Maps/Town01,197,vehicle.lincoln.mkz_2017,hero,207,vehicle.nissan.patrol,scenario,[14],62.29426956176758,-4.026768207550049,8.16836929321289,62.95643842643738,307.7559509277344,133.7615966796875,0.031815968453884125,0.09926223009824753,0.19776128232479095,0.3119064271450043,0.0023066853173077106,0.015242645516991615,-0.0006553318817168474,0.015430116635493787,312.36395263671875,133.50978088378906,-0.0030666349921375513
CARLA_COLLISION,5,1783598572518137445,2026-07-09T20:02:52.518139+08:00,1180,119.19599622860551,Carla/Maps/Town01,197,vehicle.lincoln.mkz_2017,hero,207,vehicle.nissan.patrol,scenario,[14],49.52264404296875,-3.2011969089508057,6.493683815002441,50.04905457794072,307.75604248046875,133.7630615234375,0.03179536759853363,0.08022712171077728,0.19096525013446808,0.2806793749332428,0.0004986381391063333,0.008198317140340805,-0.0008007833384908736,0.00825241164039833,312.3645935058594,133.50958251953125,-0.0003186035028193146
CARLA_COLLISION,6,1783598572618559743,2026-07-09T20:02:52.618562+08:00,1181,119.29599623009562,Carla/Maps/Town01,197,vehicle.lincoln.mkz_2017,hero,207,vehicle.nissan.patrol,scenario,[14],69.899658203125,-4.518388748168945,9.165631294250488,70.64267018463715,307.756103515625,133.7646484375,0.03184492141008377,0.07177093625068665,0.17732536792755127,0.2421974241733551,0.003486130153760314,0.021743906661868095,-0.0006507232901640236,0.02203120562223844,312.36517333984375,133.5094451904297,0.002022972097620368
CARLA_COLLISION,7,1783598572718070937,2026-07-09T20:02:52.718073+08:00,1182,119.39599623158574,Carla/Maps/Town01,197,vehicle.lincoln.mkz_2017,hero,207,vehicle.nissan.patrol,scenario,[14],125.47921752929688,-8.111111640930176,16.453529357910156,126.81302295958348,307.756103515625,133.76600646972656,0.03189477697014809,0.06635797768831253,0.16528373956680298,0.21372658014297485,-0.0009644699166528881,0.003599064191803336,-0.00031741498969495296,0.003739547773799992,312.3655700683594,133.5093536376953,0.003396606305614114
CARLA_COLLISION,8,1783598572818201170,2026-07-09T20:02:52.818203+08:00,1183,119.49599623307586,Carla/Maps/Town01,197,vehicle.lincoln.mkz_2017,hero,207,vehicle.nissan.patrol,scenario,[14],47.32487106323242,-3.0591304302215576,6.205499172210693,47.827919880724366,307.7562561035156,133.76742553710938,0.0319201834499836,0.06212751567363739,0.1574358493089676,0.17907369136810303,0.0025907086674124002,0.008180839009582996,-0.0005106561002321541,0.008596433443750084,312.36578369140625,133.50930786132812,0.0038423538208007812
CARLA_COLLISION,9,1783598572918109846,2026-07-09T20:02:52.918112+08:00,1184,119.59599623456597,Carla/Maps/Town01,197,vehicle.lincoln.mkz_2017,hero,207,vehicle.nissan.patrol,scenario,[14],65.55409240722656,-4.5630059242248535,8.632635116577148,66.2773146970792,307.7564392089844,133.7689666748047,0.03194589540362358,0.05946439132094383,0.15086521208286285,0.14036394655704498,0.005238373298197985,0.02152792364358902,-0.00030387769220396876,0.022158167633342156,312.3658447265625,133.50927734375,0.003677215427160263
CARLA_COLLISION,10,1783598573018231429,2026-07-09T20:02:53.018233+08:00,1185,119.69599623605609,Carla/Maps/Town01,197,vehicle.lincoln.mkz_2017,hero,207,vehicle.nissan.patrol,scenario,[14],57.76939392089844,-4.0211381912231445,7.607489585876465,58.40673183923296,307.75653076171875,133.7701416015625,0.03203420713543892,0.0568091943860054,0.13970467448234558,0.11082619428634644,0.002066925400868058,0.0025896839797496796,0.0006054973346181214,0.0033682741500589545,312.3658752441406,133.50924682617188,0.003236389020457864
CARLA_COLLISION,11,1783598573119036684,2026-07-09T20:02:53.119038+08:00,1186,119.7959962375462,Carla/Maps/Town01,197,vehicle.lincoln.mkz_2017,hero,207,vehicle.nissan.patrol,scenario,[14],136.031982421875,-9.468741416931152,17.91366958618164,137.53274833176607,307.75640869140625,133.77076721191406,0.03226884827017784,0.03826507180929184,0.11040317267179489,0.08350871503353119,0.0031399226281791925,0.010921508073806763,-0.0006203085067681968,0.011380827534092018,312.36602783203125,133.50914001464844,0.0027379225939512253
CARLA_COLLISION,12,1783598573218135724,2026-07-09T20:02:53.218138+08:00,1187,119.89599623903632,Carla/Maps/Town01,197,vehicle.lincoln.mkz_2017,hero,207,vehicle.nissan.patrol,scenario,[14],58.74076843261719,-4.088752746582031,7.73540735244751,59.38882303923304,307.7566223144531,133.77206420898438,0.03218770772218704,0.03468810021877289,0.11504770070314407,0.05571185052394867,0.0005690479301847517,0.0033970330841839314,6.268208380788565e-05,0.003444935175807847,312.3660583496094,133.5090789794922,0.0025357818230986595
CARLA_COLLISION,13,1783598573318214416,2026-07-09T20:02:53.318216+08:00,1188,119.99599624052644,Carla/Maps/Town01,197,vehicle.lincoln.mkz_2017,hero,207,vehicle.nissan.patrol,scenario,[14],102.57815551757812,-7.140129089355469,13.50822925567627,103.70984374891812,307.7569580078125,133.7735595703125,0.03212602436542511,0.03952502831816673,0.12343516945838928,0.016172677278518677,0.003980204928666353,0.021359307691454887,0.00024722536909393966,0.021728395631420823,312.3660583496094,133.50909423828125,0.0024649810511618853
CARLA_COLLISION,14,1783598573418103505,2026-07-09T20:02:53.418105+08:00,1189,120.09599624201655,Carla/Maps/Town01,197,vehicle.lincoln.mkz_2017,hero,207,vehicle.nissan.patrol,scenario,[14],10.232037544250488,-0.712218701839447,1.3474284410476685,10.34492200018664,307.75714111328125,133.7746124267578,0.032129839062690735,0.03900628536939621,0.12749230861663818,-0.014160153456032276,0.002699884120374918,0.004902078304439783,0.0006827421602793038,0.005637897021384367,312.36602783203125,133.50909423828125,0.0024449157062917948
