frame_index,input_seq,callback_tid,execution_ms,callback_running_ms,callback_blocked_ms,callback_runnable_ms,unknown_ms,stack_samples_all_frame_tids,stack_samples_callback,sched_context_events
91,891,3772853,19.007168,2.6801680214703083,1.0629999451339245,15.264000045135617,0.0,0,0,48
514,1360,3772856,17.843424,3.4954254515469074,11.547999922186136,2.7999987360090017,0.0,1,0,106
772,1630,3772847,17.338048,3.4080480691045523,4.642999963834882,9.286999935284257,0.0,1,0,241
586,1432,3772852,16.869856,2.939856145530939,13.916000025346875,0.013999873772263527,0.0,2,0,48
411,1247,3772853,16.826528,2.712527522817254,0.01200009137392044,14.102000277489424,0.0,1,0,32
715,1573,3772847,16.361184,2.8941843193024397,13.45600001513958,0.010999850928783417,0.0,2,1,33
988,1868,3772844,16.271008,3.1160081271082163,13.124000048264861,0.031000003218650818,0.0,1,0,32
989,1869,3772855,16.175488,2.889488125219941,13.273999793455005,0.01200009137392044,0.0,2,0,39
560,1406,3772848,15.859392,2.9393918812274933,8.577000116929412,4.343000007793307,0.0,1,0,50
906,1776,3772857,15.80944,2.8944399673491716,7.781999884173274,5.133000202476978,0.0,2,1,37
513,1359,3772842,15.805408,2.7934079989790916,12.988000176846981,0.023999717086553574,0.0,1,0,30
718,1576,3772846,15.635072,2.8910720720887184,12.731999857351184,0.01200009137392044,0.0,2,1,26
