record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,planning_seq,point_index,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,trajectory_point_size,trajectory_type,gear,lane_ids_json,target_lane_ids_json,traj_relative_time,traj_s,traj_x,traj_y,traj_z,traj_theta,traj_kappa,traj_dkappa,traj_ddkappa,traj_v,traj_a,traj_da,traj_steer
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540778755826,1783598540.778756,/apollo/planning,apollo.planning.ADCTrajectory,1783598540.7780674,244,244,0,planning,1783598540618515479,0,0,139,NORMAL,GEAR_DRIVE,"[""road_22_lane_0_-1"", ""road_313_lane_0_-1"", ""road_4_lane_0_-1""]","[""road_22_lane_0_-1"", ""road_313_lane_0_-1"", ""road_4_lane_0_-1""]",-0.4636971950531006,-1.279001840558161,108.66458672553962,-132.99932330368856,0.0,0.0005359182998465606,0.00023424634105308244,1.4337279189744345e-06,0.0,1.962351800355245,1.1592400099249074,0.0,0.0
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540778755826,1783598540.778756,/apollo/planning,apollo.planning.ADCTrajectory,1783598540.7780674,244,244,1,planning,1783598540618515479,0,0,139,NORMAL,GEAR_DRIVE,"[""road_22_lane_0_-1"", ""road_313_lane_0_-1"", ""road_4_lane_0_-1""]","[""road_22_lane_0_-1"", ""road_313_lane_0_-1"", ""road_4_lane_0_-1""]",-0.4436972141265869,-1.2400015135777362,108.70358704770565,-132.99930392521452,0.0,0.0005454744435140491,0.00023472384336230146,1.9116372252715036e-06,0.0,1.9853339501992064,1.1795050453984057,0.0,0.0
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540778755826,1783598540.778756,/apollo/planning,apollo.planning.ADCTrajectory,1783598540.7780674,244,244,2,planning,1783598540618515479,0,0,139,NORMAL,GEAR_DRIVE,"[""road_22_lane_0_-1"", ""road_313_lane_0_-1"", ""road_4_lane_0_-1""]","[""road_22_lane_0_-1"", ""road_313_lane_0_-1"", ""road_4_lane_0_-1""]",-0.42369723320007324,-1.2010011803649088,108.74257053090811,-132.99928466910174,0.0,0.000555030588662575,0.00023520134562065835,-5.090185026560139e-14,0.0,2.008316104015766,1.1997700813224605,0.0,0.0
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540778755826,1783598540.778756,/apollo/planning,apollo.planning.ADCTrajectory,1783598540.7780674,244,244,3,planning,1783598540618515479,0,0,139,NORMAL,GEAR_DRIVE,"[""road_22_lane_0_-1"", ""road_313_lane_0_-1"", ""road_4_lane_0_-1""]","[""road_22_lane_0_-1"", ""road_313_lane_0_-1"", ""road_4_lane_0_-1""]",-0.40369725227355957,-1.1596589976370506,108.78391270698624,-132.999261220682,0.0,0.0005648547788537073,0.000234863954248549,-3.3765372180134876e-07,0.0,2.0315941864888036,1.1854236827427849,0.0,0.0
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540778755826,1783598540.778756,/apollo/planning,apollo.planning.ADCTrajectory,1783598540.7780674,244,244,4,planning,1783598540618515479,0,0,139,NORMAL,GEAR_DRIVE,"[""road_22_lane_0_-1"", ""road_313_lane_0_-1"", ""road_4_lane_0_-1""]","[""road_22_lane_0_-1"", ""road_313_lane_0_-1"", ""road_4_lane_0_-1""]",-0.3836972713470459,-1.1183168149091924,108.82525488306439,-132.99923777226226,0.0,0.0005746789690448395,0.00023452656287643964,-6.753073927008471e-07,0.0,2.0548722689618413,1.171077284163109,0.0,0.0
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540778755826,1783598540.778756,/apollo/planning,apollo.planning.ADCTrajectory,1783598540.7780674,244,244,5,planning,1783598540618515479,0,0,139,NORMAL,GEAR_DRIVE,"[""road_22_lane_0_-1"", ""road_313_lane_0_-1"", ""road_4_lane_0_-1""]","[""road_22_lane_0_-1"", ""road_313_lane_0_-1"", ""road_4_lane_0_-1""]",-0.3636972904205322,-1.076974632181334,108.8665970591425,-132.9992143238425,0.0,0.0005845031592355276,0.00023418917150433026,-1.0129610636003456e-06,0.0,2.078150351434879,1.1567308855834333,0.0,0.0
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540778755826,1783598540.778756,/apollo/planning,apollo.planning.ADCTrajectory,1783598540.7780674,244,244,6,planning,1783598540618515479,0,0,139,NORMAL,GEAR_DRIVE,"[""road_22_lane_0_-1"", ""road_313_lane_0_-1"", ""road_4_lane_0_-1""]","[""road_22_lane_0_-1"", ""road_313_lane_0_-1"", ""road_4_lane_0_-1""]",-0.34369730949401855,-1.0356324494534759,108.90793923522064,-132.99919087542276,0.0,0.0005943273494266599,0.0002338517801322209,-1.350614734499844e-06,0.0,2.1014284339079166,1.1423844870037574,0.0,0.0
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540778755826,1783598540.778756,/apollo/planning,apollo.planning.ADCTrajectory,1783598540.7780674,244,244,7,planning,1783598540618515479,0,0,139,NORMAL,GEAR_DRIVE,"[""road_22_lane_0_-1"", ""road_313_lane_0_-1"", ""road_4_lane_0_-1""]","[""road_22_lane_0_-1"", ""road_313_lane_0_-1"", ""road_4_lane_0_-1""]",-0.3236973285675049,-0.9942902610198783,108.94929112525094,-132.99916734751807,0.0,0.0006041515410091236,0.00023351438867777287,-8.240273546266204e-14,0.0,2.1247065200227433,1.128038088757342,0.0,0.0
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540778755826,1783598540.778756,/apollo/planning,apollo.planning.ADCTrajectory,1783598540.7780674,244,244,8,planning,1783598540618515479,0,0,139,NORMAL,GEAR_DRIVE,"[""road_22_lane_0_-1"", ""road_313_lane_0_-1"", ""road_4_lane_0_-1""]","[""road_22_lane_0_-1"", ""road_313_lane_0_-1"", ""road_4_lane_0_-1""]",-0.3036973476409912,-0.9506509772494889,108.99293039806872,-132.99913642943542,0.0,0.0006147940696310528,0.00023288463541410056,-6.302420537155206e-07,0.0,2.14778070715135,1.138306581570108,0.0,0.0
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540778755826,1783598540.778756,/apollo/planning,apollo.planning.ADCTrajectory,1783598540.7780674,244,244,9,planning,1783598540618515479,0,0,139,NORMAL,GEAR_DRIVE,"[""road_22_lane_0_-1"", ""road_313_lane_0_-1"", ""road_4_lane_0_-1""]","[""road_22_lane_0_-1"", ""road_313_lane_0_-1"", ""road_4_lane_0_-1""]",-0.28369736671447754,-0.9070116934790993,109.03656967088652,-132.99910551135278,0.0,0.0006254365982525378,0.00023225488215042827,-1.2604840250283057e-06,0.0,2.1708548942799566,1.1485750743828738,0.0,0.0
