record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,planning_seq,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,total_time_ms,task_index,task_name,task_time_ms
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540778755826,1783598540.778756,/apollo/planning,apollo.planning.ADCTrajectory,1783598540.7780674,244,244,planning,1783598540618515479,0,0,22.452116012573242,0,LANE_CHANGE_PATH,0.0476837158203125
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540778755826,1783598540.778756,/apollo/planning,apollo.planning.ADCTrajectory,1783598540.7780674,244,244,planning,1783598540618515479,0,0,22.452116012573242,1,LANE_FOLLOW_PATH,13.676643371582031
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540778755826,1783598540.778756,/apollo/planning,apollo.planning.ADCTrajectory,1783598540.7780674,244,244,planning,1783598540618515479,0,0,22.452116012573242,2,LANE_BORROW_PATH,0.01430511474609375
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540778755826,1783598540.778756,/apollo/planning,apollo.planning.ADCTrajectory,1783598540.7780674,244,244,planning,1783598540618515479,0,0,22.452116012573242,3,FALLBACK_PATH,0.0035762786865234375
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540778755826,1783598540.778756,/apollo/planning,apollo.planning.ADCTrajectory,1783598540.7780674,244,244,planning,1783598540618515479,0,0,22.452116012573242,4,PATH_DECIDER,0.2372264862060547
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540778755826,1783598540.778756,/apollo/planning,apollo.planning.ADCTrajectory,1783598540.7780674,244,244,planning,1783598540618515479,0,0,22.452116012573242,5,RULE_BASED_STOP_DECIDER,0.0035762786865234375
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540778755826,1783598540.778756,/apollo/planning,apollo.planning.ADCTrajectory,1783598540.7780674,244,244,planning,1783598540618515479,0,0,22.452116012573242,6,SPEED_BOUNDS_PRIORI_DECIDER,0.6854534149169922
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540778755826,1783598540.778756,/apollo/planning,apollo.planning.ADCTrajectory,1783598540.7780674,244,244,planning,1783598540618515479,0,0,22.452116012573242,7,SPEED_HEURISTIC_OPTIMIZER,1.0433197021484375
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540778755826,1783598540.778756,/apollo/planning,apollo.planning.ADCTrajectory,1783598540.7780674,244,244,planning,1783598540618515479,0,0,22.452116012573242,8,SPEED_DECIDER,0.011205673217773438
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540778755826,1783598540.778756,/apollo/planning,apollo.planning.ADCTrajectory,1783598540.7780674,244,244,planning,1783598540618515479,0,0,22.452116012573242,9,SPEED_BOUNDS_FINAL_DECIDER,0.6716251373291016
