run_id,time_s,relative_to_t1_s,x_m,y_m,speed_mps,source_file,source_line
202607181955,1784375702.022686,-44.61581301689148,-6.176138877868652,-3.475405216217041,4.155633268176084,D:\data\100ms\202607181955\log\localization.log.INFO.20260718-195356.189930,1
202607181955,1784375702.138313,-44.5001859664917,-6.151965618133545,-3.898941516876221,4.313147246922104,D:\data\100ms\202607181955\log\localization.log.INFO.20260718-195356.189930,2
202607181955,1784375702.267416,-44.37108302116394,-6.127176284790039,-4.338819026947021,4.484292483983383,D:\data\100ms\202607181955\log\localization.log.INFO.20260718-195356.189930,3
202607181955,1784375702.396944,-44.241554975509644,-6.101685047149658,-4.796855449676514,4.674286058638827,D:\data\100ms\202607181955\log\localization.log.INFO.20260718-195356.189930,4
202607181955,1784375702.505628,-44.13287091255188,-6.075435161590576,-5.275031566619873,4.886221538438556,D:\data\100ms\202607181955\log\localization.log.INFO.20260718-195356.189930,5
202607181955,1784375702.620284,-44.01821494102478,-6.048393249511719,-5.775576114654541,5.117360918408355,D:\data\100ms\202607181955\log\localization.log.INFO.20260718-195356.189930,6
202607181955,1784375702.730288,-43.90821099281311,-6.021330833435059,-6.283004760742188,4.975293696512226,D:\data\100ms\202607181955\log\localization.log.INFO.20260718-195356.189930,7
202607181955,1784375702.840675,-43.797823905944824,-5.993940353393555,-6.804513931274414,5.221425624420459,D:\data\100ms\202607181955\log\localization.log.INFO.20260718-195356.189930,8
202607181955,1784375702.947708,-43.69079113006592,-5.966544628143311,-7.325033187866211,5.168499694992985,D:\data\100ms\202607181955\log\localization.log.INFO.20260718-195356.189930,9
202607181955,1784375703.061081,-43.577418088912964,-5.940154075622559,-7.848472595214844,5.2666949772159,D:\data\100ms\202607181955\log\localization.log.INFO.20260718-195356.189930,10
202607181955,1784375703.17133,-43.46716904640198,-5.913542747497559,-8.39139461517334,5.543076209346246,D:\data\100ms\202607181955\log\localization.log.INFO.20260718-195356.189930,11
202607181955,1784375703.279642,-43.35885691642761,-5.886645793914795,-8.949610710144043,5.555620256249689,D:\data\100ms\202607181955\log\localization.log.INFO.20260718-195356.189930,12
202607181955,1784375703.387221,-43.251277923583984,-5.857991695404053,-9.556939125061035,6.711754557024447,D:\data\100ms\202607181955\log\localization.log.INFO.20260718-195356.189930,13
202607181955,1784375703.496421,-43.142077922821045,-5.82388162612915,-10.29337882995605,7.81434222159866,D:\data\100ms\202607181955\log\localization.log.INFO.20260718-195356.189930,14
202607181955,1784375703.608191,-43.03030800819397,-5.786876678466797,-11.11005210876465,8.341365185174915,D:\data\100ms\202607181955\log\localization.log.INFO.20260718-195356.189930,15
202607181955,1784375703.716173,-42.92232608795166,-5.749422550201416,-11.95889091491699,8.591720040348045,D:\data\100ms\202607181955\log\localization.log.INFO.20260718-195356.189930,16
202607181955,1784375703.826415,-42.81208395957947,-5.71208381652832,-12.83046245574951,8.804417272811301,D:\data\100ms\202607181955\log\localization.log.INFO.20260718-195356.189930,17
202607181955,1784375703.937082,-42.701416969299316,-5.675127506256104,-13.72210884094238,8.994660187170387,D:\data\100ms\202607181955\log\localization.log.INFO.20260718-195356.189930,18
