role,actor_id,actor_type,role_name,carla_frame,carla_timestamp_sec,wall_time_unix_ns,location_x,location_y,location_z,rotation_yaw,velocity_x,velocity_y,velocity_z
ego,197,vehicle.lincoln.mkz_2017,hero,5672,567.7317906605313,1783692901824309058,252.49867248535156,133.4652099609375,0.03474042937159538,0.18084923923015594,0.000792457431089133,-7.124370995370555e-07,-1.1548995644261595e-05
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5672,567.7317906605313,1783692901824309058,263.6703796386719,133.4867706298828,-0.004700412508100271,0.09170268476009369,-3.081696453577365e-09,-7.936963863919289e-10,-5.054473604104714e-07
ego,197,vehicle.lincoln.mkz_2017,hero,5673,567.8317906620214,1783692901923308939,252.49874877929688,133.4652099609375,0.034642353653907776,0.18084661662578583,-0.0005015544011257589,2.3319453248404898e-06,3.0040739602554822e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5673,567.8317906620214,1783692901923308939,263.6703796386719,133.4867706298828,-0.004700412508100271,0.09170268476009369,2.451608915876591e-09,-3.462004016796527e-09,-6.67572024326546e-08
ego,197,vehicle.lincoln.mkz_2017,hero,5674,567.9317906635115,1783692902024023288,252.50335693359375,133.4652099609375,0.03424791246652603,0.18078842759132385,0.04960448294878006,0.00015340102254413068,6.132125690783141e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5674,567.9317906635115,1783692902024023288,263.6703796386719,133.4867706298828,-0.004700412508100271,0.09170268476009369,6.7190635277825095e-09,-8.226440861847095e-09,-2.193450825416221e-07
ego,197,vehicle.lincoln.mkz_2017,hero,5675,568.0317906650016,1783692902124029834,252.5098419189453,133.4652099609375,0.03400880843400955,0.18066290020942688,0.05303376540541649,0.0001605537545401603,4.110336249141255e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5675,568.0317906650016,1783692902124029834,263.6703796386719,133.4867706298828,-0.004700412508100271,0.09170268476009369,8.169636522836754e-09,-7.866733042760643e-09,-3.147125084979052e-07
ego,197,vehicle.lincoln.mkz_2017,hero,5676,568.1317906664917,1783692902223564112,252.53390502929688,133.4652557373047,0.03366617113351822,0.18839897215366364,0.39305105805397034,0.002798882545903325,9.155273232863692e-07
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5676,568.1317906664917,1783692902223564112,263.6703796386719,133.4867706298828,-0.004700412508100271,0.09170268476009369,3.63049368345969e-09,-2.74068656658244e-09,-4.863738922722405e-07
ego,197,vehicle.lincoln.mkz_2017,hero,5677,568.2317906679818,1783692902325948162,252.5853271484375,133.46575927734375,0.03343706205487251,0.16144776344299316,0.6115127205848694,0.0015276650665327907,1.1444091114753974e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5677,568.2317906679818,1783692902325948162,263.6703796386719,133.4867706298828,-0.004700412508100271,0.09170268476009369,-5.474898867596778e-10,2.9474651608296654e-09,-2.8610228852699038e-08
ego,197,vehicle.lincoln.mkz_2017,hero,5678,568.331790669472,1783692902424055832,252.6542205810547,133.46604919433594,0.03338849917054176,0.1528613269329071,0.7567994594573975,0.0022826059721410275,4.577636616431846e-07
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5678,568.331790669472,1783692902424055832,263.6703796386719,133.4867706298828,-0.004700412508100271,0.09170268476009369,-5.081902898496082e-09,4.1391814420421724e-09,-2.0980834847250662e-07
ego,197,vehicle.lincoln.mkz_2017,hero,5679,568.4317906709621,1783692902524186313,252.736572265625,133.46620178222656,0.033396165817976,0.1596304327249527,0.9149298071861267,0.0026144012808799744,3.147125084979052e-07
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5679,568.4317906709621,1783692902524186313,263.6703796386719,133.4867706298828,-0.004700412508100271,0.09170268476009369,-6.81304035410335e-09,1.0377552150941938e-08,-3.7193296975601697e-07
ego,197,vehicle.lincoln.mkz_2017,hero,5680,568.5317906724522,1783692902624572356,252.83245849609375,133.46640014648438,0.03341791033744812,0.16829785704612732,1.0311182737350464,0.0028290918562561274,-2.918243353633443e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5680,568.5317906724522,1783692902624572356,263.6703796386719,133.4867706298828,-0.004700412508100271,0.09170268476009369,-5.8085105614225085e-09,5.045440509832133e-09,-4.577636616431846e-07
ego,197,vehicle.lincoln.mkz_2017,hero,5681,568.6317906739423,1783692902723767712,252.93702697753906,133.466796875,0.033472880721092224,0.15339452028274536,1.092818021774292,0.0026661043521016836,3.433227391269611e-07
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5681,568.6317906739423,1783692902723767712,263.6703796386719,133.4867706298828,-0.004700412508100271,0.09170268476009369,0.0,0.0,0.0
ego,197,vehicle.lincoln.mkz_2017,hero,5682,568.7317906754324,1783692902824762509,253.05018615722656,133.46710205078125,0.03351907804608345,0.15217772126197815,1.1500062942504883,0.002979365875944495,3.623962356869015e-07
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5682,568.7317906754324,1783692902824762509,263.6703796386719,133.4867706298828,-0.004700412508100271,0.09170268476009369,4.99409047449717e-09,-6.315951761592942e-09,-1.7166136956348055e-07
ego,197,vehicle.lincoln.mkz_2017,hero,5683,568.8317906769225,1783692902925032644,253.16534423828125,133.46739196777344,0.033600445836782455,0.15186169743537903,1.162034511566162,0.0029707583598792553,0.0
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5683,568.8317906769225,1783692902925032644,263.6703796386719,133.4867706298828,-0.004700412508100271,0.09170268476009369,7.080339869958152e-09,-7.188399209212548e-09,-2.670288097306184e-07
ego,197,vehicle.lincoln.mkz_2017,hero,5684,568.9317906784127,1783692903024394576,253.2816162109375,133.4676971435547,0.03365899994969368,0.151503786444664,1.172210931777954,0.002972859423607588,4.272460955689894e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5684,568.9317906784127,1783692903024394576,263.6703796386719,133.4867706298828,-0.004700412508100271,0.09170268476009369,5.8043894135551e-09,-1.5826994159695573e-09,-4.1007993445418833e-07
ego,197,vehicle.lincoln.mkz_2017,hero,5685,569.0317906799028,1783692903123800855,253.3988800048828,133.46800231933594,0.03369398042559624,0.1510045826435089,1.1814278364181519,0.002933097304776311,-3.414153979974799e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5685,569.0317906799028,1783692903123800855,263.6703796386719,133.4867706298828,-0.004700412508100271,0.09170268476009369,1.882262540275903e-10,-4.8049355605428445e-09,-5.81741346650233e-07
ego,197,vehicle.lincoln.mkz_2017,hero,5686,569.1317906813929,1783692903224147923,253.51705932617188,133.46829223632812,0.03371366485953331,0.15032656490802765,1.1898893117904663,0.0028809942305088043,1.3828276905769599e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5686,569.1317906813929,1783692903224147923,263.6702575683594,133.4867706298828,-0.00469690328463912,0.09171092510223389,-0.010483112186193466,-3.2702507724025054e-06,-1.4305113893442467e-07
ego,197,vehicle.lincoln.mkz_2017,hero,5687,569.231790682883,1783692903324032082,253.6360321044922,133.46859741210938,0.033724840730428696,0.14949575066566467,1.1976892948150635,0.002836530329659581,2.098083541568485e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5687,569.231790682883,1783692903324032082,263.6739501953125,133.48670959472656,-0.0047371480613946915,0.1058991327881813,0.035727597773075104,0.000369087589206174,-2.794265583361266e-06
ego,197,vehicle.lincoln.mkz_2017,hero,5688,569.3317906843731,1783692903424781808,253.7557830810547,133.46888732910156,0.03373128920793533,0.1484798938035965,1.2049561738967896,0.0027676608879119158,-8.678435960973729e-07
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5688,569.3317906843731,1783692903424781808,263.6864929199219,133.48667907714844,-0.004837627522647381,0.10025588423013687,0.13849252462387085,-0.001109416363760829,-1.697540255918284e-06
ego,197,vehicle.lincoln.mkz_2017,hero,5689,569.4317906858632,1783692903525780466,253.876220703125,133.4691925048828,0.03373521566390991,0.14725109934806824,1.2117018699645996,0.0026896896306425333,-1.077651972991589e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5689,569.4317906858632,1783692903525780466,263.72100830078125,133.4867706298828,-0.005104618147015572,0.10583106428384781,0.49447715282440186,0.0012509275693446398,-8.144378625729587e-06
ego,197,vehicle.lincoln.mkz_2017,hero,5690,569.5317906873534,1783692903624360419,253.997314453125,133.46949768066406,0.03373788669705391,0.14585065841674805,1.2179328203201294,0.0026201256550848484,-1.3828276905769599e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5690,569.5317906873534,1783692903624360419,263.7904357910156,133.4867401123047,-0.005431194324046373,0.13586129248142242,0.8108597993850708,8.697757584741339e-05,-2.2983551389188506e-05
ego,197,vehicle.lincoln.mkz_2017,hero,5691,569.6317906888435,1783692903724492743,254.1190185546875,133.46981811523438,0.033739831298589706,0.14429330825805664,1.2237420082092285,0.0025497900787740946,-1.5830993334020604e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5691,569.6317906888435,1783692903724492743,263.89190673828125,133.48687744140625,-0.005654888227581978,0.12651030719280243,1.1580653190612793,0.001016477239318192,-2.860069253074471e-05
ego,197,vehicle.lincoln.mkz_2017,hero,5692,569.7317906903336,1783692903824510549,254.2412872314453,133.47010803222656,0.033741243183612823,0.14259719848632812,1.2291405200958252,0.002481438685208559,-1.5068053471622989e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5692,569.7317906903336,1783692903824510549,264.0240783691406,133.48703002929688,-0.0057760425843298435,0.1073233112692833,1.452508568763733,0.00030245623202063143,-1.8529892258811742e-05
ego,197,vehicle.lincoln.mkz_2017,hero,5693,569.8317906918237,1783692903923435073,254.36404418945312,133.47036743164062,0.03374223783612251,0.14076612889766693,1.234152913093567,0.0024106192868202925,-2.6607513063936494e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5693,569.8317906918237,1783692903923435073,264.1931457519531,133.48716735839844,-0.005939426366239786,0.10059712082147598,1.8496476411819458,0.001442869775928557,-2.214431697211694e-05
ego,197,vehicle.lincoln.mkz_2017,hero,5694,569.9317906933138,1783692904025164492,254.48727416992188,133.4705810546875,0.03374326601624489,0.13884662091732025,1.2388675212860107,0.002352996962144971,1.6689300537109375e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5694,569.9317906933138,1783692904025164492,264.38763427734375,133.4873046875,-0.0058766743168234825,0.08878659456968307,1.953855276107788,0.0011434814659878612,4.739761152450228e-06
ego,197,vehicle.lincoln.mkz_2017,hero,5695,570.0317906948039,1783692904123820930,254.61099243164062,133.47079467773438,0.03374429792165756,0.13693691790103912,1.2431739568710327,0.0023305921349674463,-1.1444091541079615e-07
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5695,570.0317906948039,1783692904123820930,264.535888671875,133.48741149902344,-0.004788074176758528,0.08455467224121094,0.6065500974655151,0.0004262274014763534,8.224487100960687e-05
ego,197,vehicle.lincoln.mkz_2017,hero,5696,570.131790696294,1783692904224912078,254.63848876953125,133.47085571289062,0.034729212522506714,0.13627685606479645,0.0005315574817359447,-1.88055389571673e-06,-1.0089874194818549e-05
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5696,570.131790696294,1783692904224912078,264.5388488769531,133.48741149902344,-0.003211498260498047,0.0842040404677391,0.0039856950752437115,-5.568739652517252e-06,-8.844375406624749e-05
ego,197,vehicle.lincoln.mkz_2017,hero,5697,570.2317906977842,1783692904326576410,254.6555633544922,133.47096252441406,0.034383486956357956,0.12645059823989868,0.28274184465408325,9.259865328203887e-05,2.613067636048072e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5697,570.2317906977842,1783692904326576410,264.5390319824219,133.48741149902344,-0.003300838405266404,0.08418900519609451,-0.0028153553139418364,1.7357566321152262e-05,-9.479522304900456e-06
ego,197,vehicle.lincoln.mkz_2017,hero,5698,570.3317906992743,1783692904425694965,254.69171142578125,133.47096252441406,0.03394243121147156,0.12603379786014557,0.5090696811676025,0.0021354653872549534,2.1839141481905244e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5698,570.3317906992743,1783692904425694965,264.53961181640625,133.48741149902344,-0.003687915625050664,0.0841674730181694,-0.0033219747710973024,1.3295645658217836e-05,4.5156477426644415e-05
ego,197,vehicle.lincoln.mkz_2017,hero,5699,570.4317907007644,1783692904524962924,254.76234436035156,133.47108459472656,0.03351697698235512,0.12833331525325775,0.8130106329917908,0.0014376445906236768,1.039505036715127e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5699,570.4317907007644,1783692904524962924,264.54022216796875,133.48741149902344,-0.0040247151628136635,0.08415529876947403,-0.0025533228181302547,8.178421012416948e-06,4.20570358983241e-05
ego,197,vehicle.lincoln.mkz_2017,hero,5700,570.5317907022545,1783692904624505354,254.8473358154297,133.4712677001953,0.033457621932029724,0.1250598430633545,0.8989772796630859,0.001350743928924203,1.3542174883696134e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5700,570.5317907022545,1783692904624505354,264.5406494140625,133.48741149902344,-0.004263744223862886,0.0841498151421547,-0.0017451269086450338,4.581209395837504e-06,2.6702880859375e-05
ego,197,vehicle.lincoln.mkz_2017,hero,5701,570.6317907037446,1783692904725721956,254.94078063964844,133.471435546875,0.03348516300320625,0.12578700482845306,0.9795565605163574,0.002893739612773061,1.6212462696785224e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5701,570.6317907037446,1783692904725721956,264.5408630371094,133.48741149902344,-0.004422092344611883,0.08414755761623383,-0.001138433231972158,3.052969987038523e-06,1.0051727258542087e-05
ego,197,vehicle.lincoln.mkz_2017,hero,5702,570.7317907052347,1783692904825729078,255.04356384277344,133.47169494628906,0.03351213410496712,0.11927878856658936,1.069871425628662,0.001584125915542245,-1.9073485191256623e-07
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5702,570.7317907052347,1783692904825729078,264.5410461425781,133.48741149902344,-0.004524402320384979,0.08414673805236816,-0.0007274834788404405,2.12540544453077e-06,1.6880035218491685e-06
ego,197,vehicle.lincoln.mkz_2017,hero,5703,570.8317907067249,1783692904924290912,255.15159606933594,133.471923828125,0.033565692603588104,0.11539946496486664,1.1003155708312988,0.0019569615833461285,-5.340576194612368e-07
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5703,570.8317907067249,1783692904924290912,264.5411376953125,133.48741149902344,-0.004586620256304741,0.0841517522931099,-0.007801470812410116,-1.5189871191978455e-06,2.0980834847250662e-07
ego,197,vehicle.lincoln.mkz_2017,hero,5704,570.931790708215,1783692905025800940,255.26300048828125,133.47215270996094,0.03361360356211662,0.11160077154636383,1.1353821754455566,0.0019340034341439605,-9.822845186135964e-07
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5704,570.931790708215,1783692905025800940,264.5476989746094,133.48736572265625,-0.004711666144430637,0.0925503820180893,0.09533524513244629,-0.0008046271395869553,-8.106231348392612e-07
ego,197,vehicle.lincoln.mkz_2017,hero,5705,571.0317907097051,1783692905125091345,255.37741088867188,133.47235107421875,0.033648546785116196,0.11103427410125732,1.1571547985076904,0.002007595496252179,-1.2779235021298518e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5705,571.0317907097051,1783692905125091345,264.5658264160156,133.48733520507812,-0.004857997875660658,0.10242282599210739,0.2225070595741272,0.0004999295924790204,-2.822876012942288e-06
ego,197,vehicle.lincoln.mkz_2017,hero,5706,571.1317907111952,1783692905225089472,255.49331665039062,133.47254943847656,0.03368142992258072,0.11023719608783722,1.1688579320907593,0.001975413877516985,-1.287460349885805e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5706,571.1317907111952,1783692905225089472,264.60418701171875,133.48757934570312,-0.005100269336253405,0.07110808044672012,0.5013085603713989,0.0004939360660500824,-9.698867870611139e-06
ego,197,vehicle.lincoln.mkz_2017,hero,5707,571.2317907126853,1783692905325380005,255.61029052734375,133.47276306152344,0.03370443359017372,0.10931984335184097,1.1785211563110352,0.001931757084093988,2.0122527075727703e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5707,571.2317907126853,1783692905325380005,264.60870361328125,133.48744201660156,-0.004611911717802286,0.09649576991796494,0.0023211264051496983,-8.450674067717046e-05,1.7642973944020923e-06
ego,197,vehicle.lincoln.mkz_2017,hero,5708,571.3317907141754,1783692905424503695,255.72816467285156,133.47296142578125,0.03371843323111534,0.10822457820177078,1.187217354774475,0.001866424921900034,2.841949481080519e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5708,571.3317907141754,1783692905424503695,264.6131286621094,133.48744201660156,-0.004608440212905407,0.0963539108633995,0.15444158017635345,0.00017608399502933025,3.204345603080583e-06
ego,197,vehicle.lincoln.mkz_2017,hero,5709,571.4317907156656,1783692905525247035,255.84689331054688,133.47317504882812,0.033726900815963745,0.10701954364776611,1.1953331232070923,0.0018208378460258245,1.23977656585339e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5709,571.4317907156656,1783692905525247035,264.63665771484375,133.4874725341797,-0.004811038728803396,0.09077775478363037,0.25744786858558655,0.00015235123282764107,1.6117095356094069e-06
ego,197,vehicle.lincoln.mkz_2017,hero,5710,571.5317907171557,1783692905625897383,255.96641540527344,133.47337341308594,0.033732011914253235,0.10570390522480011,1.2027969360351562,0.001770988223142922,-5.340576194612368e-07
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5710,571.5317907171557,1783692905625897383,264.6809997558594,133.487548828125,-0.005078944843262434,0.07886572182178497,0.5453418493270874,0.0001582772092660889,-6.132125690783141e-06
ego,197,vehicle.lincoln.mkz_2017,hero,5711,571.6317907186458,1783692905725651917,256.0871276855469,133.4735870361328,0.03372858092188835,0.10430922359228134,1.2215068340301514,0.0017470092279836535,-4.0054320038507285e-07
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5711,571.6317907186458,1783692905725651917,264.68951416015625,133.487548828125,-0.004556102678179741,0.0769883319735527,0.002847871510311961,-8.5529309217236e-06,4.5490264710679185e-06
ego,197,vehicle.lincoln.mkz_2017,hero,5712,571.7317907201359,1783692905825584192,256.21051025390625,133.4738006591797,0.03371286392211914,0.10277552157640457,1.2527896165847778,0.0017201134469360113,-1.0299681889591739e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5712,571.7317907201359,1783692905825584192,264.6947021484375,133.487548828125,-0.004553279839456081,0.07856803387403488,0.17932282388210297,0.00048582657473161817,1.1444091541079615e-07
ego,197,vehicle.lincoln.mkz_2017,hero,5713,571.831790721626,1783692905924321046,256.3373718261719,133.4739990234375,0.03369569778442383,0.10105198621749878,1.2897510528564453,0.0016815332928672433,-1.3923644246460753e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5713,571.831790721626,1783692905924321046,264.6965637207031,133.487548828125,-0.004507503472268581,0.07884829491376877,2.4714693154237466e-06,9.254996257368475e-06,-1.077651972991589e-06
ego,197,vehicle.lincoln.mkz_2017,hero,5714,571.9317907231161,1783692906025041302,256.4671936035156,133.47421264648438,0.03369779512286186,0.09924338012933731,1.3022146224975586,0.0016394355334341526,-1.4019011587151908e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5714,571.9317907231161,1783692906025041302,264.6993408203125,133.487548828125,-0.004593868274241686,0.0751248151063919,0.12174689769744873,-0.00044381077168509364,3.356933575560106e-06
ego,197,vehicle.lincoln.mkz_2017,hero,5715,572.0317907246063,1783692906124073238,256.5962219238281,133.47442626953125,0.033726442605257034,0.09710946679115295,1.3009049892425537,0.0015743792755529284,-1.5830993334020604e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5715,572.0317907246063,1783692906124073238,264.7091979980469,133.48765563964844,-0.004697780590504408,0.06791217625141144,0.10277362912893295,0.00020680938905570656,1.573562599332945e-06
ego,197,vehicle.lincoln.mkz_2017,hero,5716,572.1317907260964,1783692906226257368,256.7257995605469,133.47463989257812,0.03373495116829872,0.09576766192913055,1.3086503744125366,0.001521269092336297,-1.3923644246460753e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5716,572.1317907260964,1783692906226257368,264.7362365722656,133.4877471923828,-0.004962177015841007,0.06027701124548912,0.4021596312522888,0.00044868586701340973,-4.711151177616557e-06
ego,197,vehicle.lincoln.mkz_2017,hero,5717,572.2317907275865,1783692906325021296,256.8564147949219,133.47483825683594,0.033733271062374115,0.09488264471292496,1.3229156732559204,0.0014996237587183714,3.7384031656984007e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5717,572.2317907275865,1783692906325021296,264.7393493652344,133.48777770996094,-0.004621295724064112,0.056263651698827744,0.0015825509326532483,2.2277290554484352e-05,1.3160705520931515e-06
ego,197,vehicle.lincoln.mkz_2017,hero,5718,572.3317907290766,1783692906424285870,256.9887390136719,133.4749755859375,0.033726442605257034,0.09398438781499863,1.3394721746444702,0.0014492726186290383,2.2697447548125638e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5718,572.3317907290766,1783692906424285870,264.7392272949219,133.48777770996094,-0.004563274327665567,0.05626147240400314,-2.098765253322199e-05,-8.045200956985354e-06,-1.4400482086784905e-06
ego,197,vehicle.lincoln.mkz_2017,hero,5719,572.4317907305667,1783692906525569985,257.1224060058594,133.47508239746094,0.03372571989893913,0.09314204007387161,1.3503022193908691,0.001445125788450241,2.7656553811539197e-06
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5719,572.4317907305667,1783692906525569985,264.73931884765625,133.48777770996094,-0.004589404910802841,0.05626101791858673,-0.0003066130157094449,-9.80454478849424e-06,-2.3746490569465095e-06
ego,197,vehicle.lincoln.mkz_2017,hero,5720,572.5317907320568,1783692906625032671,257.2566833496094,133.47518920898438,0.03373334929347038,0.09202029556035995,1.35118567943573,0.0014166180044412613,6.961822123230377e-07
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5720,572.5317907320568,1783692906625032671,264.7393798828125,133.48777770996094,-0.00462354626506567,0.056260980665683746,-0.0002775132597889751,-7.65036566008348e-06,1.6212462696785224e-06
ego,197,vehicle.lincoln.mkz_2017,hero,5721,572.631790733547,1783692906724074268,257.3904724121094,133.4752960205078,0.03374841436743736,0.09056068956851959,1.3429046869277954,0.0014057689113542438,-5.340576194612368e-07
other,214,vehicle.lincoln.mkz_2020,npc_vehicle_9,5721,572.631790733547,1783692906724074268,264.73944091796875,133.48777770996094,-0.004639568272978067,0.056260839104652405,-0.00013627117732539773,-3.5334132917341776e-06,7.05719003235572e-07
