run_id,trace_id,control_output_count,first_output_mono_ns,last_output_mono_ns,first_output_wall_s,last_output_wall_s,reuse_span_ms,primary_parent_trace_id,data_ts_ns,is_first_causal_trace,is_selected_post_t2_trace
202607271131,17293896665878496262,10,3918905096960,3918995331520,1785123099.4872031,1785123099.5774388,90.23456,72131690813719606,1785123099245285914,False,False
202607271131,17293896665878496263,12,3919005234976,3919114956352,1785123099.5873425,1785123099.6970654,109.721376,72131690813719607,1785123099344971298,False,False
202607271131,17293896665878496264,9,3919127210592,3919205192800,1785123099.7093198,1785123099.787303,77.982208,72131690813719608,1785123099444847144,False,False
202607271131,17293896665878496265,11,3919217725216,3919315098400,1785123099.7998354,1785123099.89721,97.373184,72131690813719609,1785123099544771120,False,False
202607271131,17293896665878496266,10,3919327350304,3919416546912,1785123099.909462,1785123099.9986598,89.196608,72131690813719610,1785123099644848407,False,False
202607271131,17293896665878496267,8,3919426900096,3919496296608,1785123100.0090132,1785123100.0784106,69.396512,72131690813719611,1785123099745137687,False,False
202607271131,17293896665878496268,10,3919506602656,3919596950432,1785123100.0887167,1785123100.1790657,90.347776,72131690813719612,1785123099844763178,False,False
202607271131,17293896665878496269,9,3919604710272,3919686526304,1785123100.1868258,1785123100.2686427,81.816032,72131690813719613,1785123099945115793,False,False
202607271131,17293896665878496270,10,3919696628096,3919786536896,1785123100.2787447,1785123100.3686547,89.9088,72131690813719614,1785123100045585509,False,False
202607271131,17293896665878496271,11,3919796909184,3919896596064,1785123100.3790271,1785123100.4787152,99.68688,72131690813719615,1785123100144643615,False,False
202607271131,17293896665878496272,10,3919906916256,3919995506528,1785123100.4890356,1785123100.577627,88.590272,72131690813719616,1785123100245257539,False,False
202607271131,17293896665878496273,12,3920005279616,3920115312800,1785123100.5874002,1785123100.697435,110.033184,72131690813719617,1785123100344738946,False,False
202607271131,17293896665878496274,10,3920125197824,3920215152992,1785123100.70732,1785123100.7972763,89.955168,72131690813719618,1785123100444838811,False,False
202607271131,17293896665878496275,11,3920227585664,3920325120448,1785123100.8097093,1785123100.9072452,97.534784,72131690813719619,1785123100544774010,False,False
202607271131,17293896665878496276,9,3920335656992,3920415351552,1785123100.9177818,1785123100.9974775,79.69456,72131690813719620,1785123100644675452,False,False
202607271131,17293896665878496277,9,3920425487936,3920507099328,1785123101.0076141,1785123101.0892265,81.611392,72131690813719621,1785123100744814707,False,False
202607271131,17293896665878496278,11,3920517464064,3920617124256,1785123101.0995915,1785123101.1992528,99.660192,72131690813719622,1785123100845129739,False,False
202607271131,17293896665878496279,8,3920627712256,3920697106880,1785123101.209841,1785123101.2792366,69.394624,72131690813719623,1785123100944742130,False,False
202607271131,17293896665878496280,11,3920707206400,3920807114368,1785123101.2893362,1785123101.3892455,99.907968,72131690813719624,1785123101044841431,False,False
202607271131,17293896665878496281,9,3920817388352,3920897184832,1785123101.3995197,1785123101.4793172,79.79648,72131690813719625,1785123101144895467,False,False
202607271131,17293896665878496282,12,3920911341760,3921015265664,1785123101.4934742,1785123101.5973995,103.923904,72131690813719626,1785123101245126346,False,False
202607271131,17293896665878496283,11,3921025352832,3921125143232,1785123101.6074867,1785123101.7072785,99.7904,72131690813719627,1785123101344936325,False,False
202607271131,17293896665878496284,8,3921135446560,3921207082592,1785123101.717582,1785123101.789219,71.636032,72131690813719628,1785123101445534350,False,False
202607271131,17293896665878496285,9,3921217117248,3921295312480,1785123101.7992537,1785123101.87745,78.195232,72131690813719629,1785123101544678266,False,False
202607271131,17293896665878496286,11,3921305220832,3921407024064,1785123101.8873584,1785123101.989163,101.803232,72131690813719630,1785123101645102432,False,False
202607271131,17293896665878496287,11,3921417182144,3921517125824,1785123101.9993212,1785123102.0992663,99.94368,72131690813719631,1785123101744885757,False,False
202607271131,17293896665878496288,9,3921527330624,3921604987520,1785123102.109471,1785123102.187129,77.656896,72131690813719632,1785123101844746709,False,False
202607271131,17293896665878496289,9,3921617632224,3921697186016,1785123102.199774,1785123102.2793288,79.553792,72131690813719633,1785123101944899056,False,False
202607271131,17293896665878496290,12,3921705459328,3921817308672,1785123102.2876022,1785123102.399453,111.849344,72131690813719634,1785123102044754079,False,False
202607271131,17293896665878496291,9,3921825079552,3921907144864,1785123102.407224,1785123102.4892902,82.065312,72131690813719635,1785123102144753481,False,False
202607271131,17293896665878496292,9,3921917308640,3921995051264,1785123102.4994543,1785123102.5771978,77.742624,72131690813719636,1785123102244959054,False,False
202607271131,17293896665878496293,10,3922007549728,3922097021312,1785123102.5896966,1785123102.6791692,89.471584,72131690813719637,1785123102344740482,False,False
202607271131,17293896665878496294,10,3922107445664,3922195241920,1785123102.6895938,1785123102.7773912,87.796256,72131690813719638,1785123102444729442,False,False
202607271131,17293896665878496295,11,3922205254976,3922305086464,1785123102.7874043,1785123102.887237,99.831488,72131690813719639,1785123102545290994,False,False
202607271131,17293896665878496296,11,3922317518688,3922415279712,1785123102.8996696,1785123102.9974318,97.761024,72131690813719640,1785123102644636926,False,False
202607271131,17293896665878496297,11,3922425137504,3922524956576,1785123103.0072896,1785123103.1071103,99.819072,72131690813719641,1785123102745116624,False,False
202607271131,17293896665878496298,9,3922537351520,3922616918976,1785123103.1195052,1785123103.1990738,79.567456,72131690813719642,1785123102845081298,False,False
202607271131,17293896665878496299,9,3922627005760,3922705273536,1785123103.2091606,1785123103.2874296,78.267776,72131690813719643,1785123102945742240,False,False
202607271131,17293896665878496300,10,3922715771008,3922805344832,1785123103.2979271,1785123103.387502,89.573824,72131690813719644,1785123103044771813,False,False
202607271131,17293896665878496301,10,3922815192608,3922905221792,1785123103.39735,1785123103.4873803,90.029184,72131690813719645,1785123103145417157,False,False
202607271131,17293896665878496302,12,3922915100384,3923024984032,1785123103.4972591,1785123103.607144,109.883648,72131690813719646,1785123103245247889,False,False
202607271131,17293896665878496303,9,3923037448288,3923115280256,1785123103.6196086,1785123103.6974416,77.831968,72131690813719647,1785123103344899015,False,False
202607271131,17293896665878496304,11,3923126030592,3923225131232,1785123103.708192,1785123103.807294,99.10064,72131690813719648,1785123103444959208,False,False
202607271131,17293896665878496305,12,3923238101792,3923347777728,1785123103.8202646,1785123103.9299421,109.675936,72131690813719649,1785123103545874323,False,False
202607271131,17293896665878496306,11,3923357258176,3923457852000,1785123103.9394226,1785123104.0400178,100.593824,72131690813719650,1785123103644760139,False,False
202607271131,17293896665878496307,10,3923467434112,3923555128800,1785123104.0496,1785123104.1372957,87.694688,72131690813719651,1785123103753240550,False,False
202607271131,17293896665878496308,8,3923567471840,3923636920416,1785123104.1496391,1785123104.2190886,69.448576,72131690813719652,1785123103845222892,False,False
202607271131,17293896665878496309,10,3923647403328,3923736995232,1785123104.2295716,1785123104.3191648,89.591904,72131690813719653,1785123103944802643,False,False
202607271131,17293896665878496310,8,3923747202432,3923816905568,1785123104.329372,1785123104.399076,69.703136,72131690813719654,1785123104044775341,False,False
202607271131,17293896665878496311,9,3923827419232,3923907456224,1785123104.4095898,1785123104.4896278,80.036992,72131690813719655,1785123104144691036,False,False
202607271131,17293896665878496312,11,3923915450720,3924017005184,1785123104.4976225,1785123104.5991783,101.554464,72131690813719656,1785123104245027611,False,False
202607271131,17293896665878496313,9,3924027130048,3924107158176,1785123104.6093032,1785123104.6893325,80.028128,72131690813719657,1785123104344644215,False,False
202607271131,17293896665878496314,9,3924117130496,3924197033184,1785123104.6993048,1785123104.7792087,79.902688,72131690813719658,1785123104444819936,False,False
202607271131,17293896665878496315,10,3924207882272,3924295418720,1785123104.790058,1785123104.8775954,87.536448,72131690813719659,1785123104544758673,False,False
202607271131,17293896665878496316,10,3924305147808,3924397192896,1785123104.8873246,1785123104.9793708,92.045088,72131690813719660,1785123104644992146,False,False
202607271131,17293896665878496317,12,3924405603552,3924515639008,1785123104.9877818,1785123105.0978186,110.035456,72131690813719661,1785123104745009722,False,False
202607271131,17293896665878496318,8,3924528077376,3924596953312,1785123105.1102571,1785123105.179134,68.875936,72131690813719662,1785123104845251404,False,False
202607271131,17293896665878496319,10,3924607027456,3924696889760,1785123105.1892083,1785123105.2790718,89.862304,72131690813719663,1785123104945029021,False,False
202607271131,17293896665878496320,11,3924707039232,3924807021216,1785123105.2892213,1785123105.3892045,99.981984,72131690813719664,1785123105044781381,False,False
202607271131,17293896665878496321,10,3924817192192,3924907103776,1785123105.3993757,1785123105.4892886,89.911584,72131690813719665,1785123105144789548,False,False
202607271131,17293896665878496322,9,3924917064576,3924996856800,1785123105.4992495,1785123105.5790427,79.792224,72131690813719666,1785123105245275320,False,False
202607271131,17293896665878496323,11,3925007166176,3925106833792,1785123105.5893521,1785123105.689021,99.667616,72131690813719667,1785123105344808035,False,False
202607271131,17293896665878496324,9,3925117056096,3925196937600,1785123105.6992435,1785123105.7791262,79.881504,72131690813719668,1785123105444979450,False,False
202607271131,17293896665878496325,10,3925207510688,3925297113120,1785123105.7896993,1785123105.879303,89.602432,72131690813719669,1785123105544814653,False,False
202607271131,17293896665878496326,12,3925307435776,3925417491136,1785123105.8896258,1785123105.9996824,110.05536,72131690813719670,1785123105645083143,False,False
202607271131,17293896665878496327,10,3925426124896,3925515876608,1785123106.0083163,1785123106.0980692,89.751712,72131690813719671,1785123105745091931,False,False
202607271131,17293896665878496328,10,3925526253984,3925615442912,1785123106.1084468,1785123106.1976368,89.188928,72131690813719672,1785123105844822598,False,False
202607271131,17293896665878496329,10,3925625587904,3925715337248,1785123106.207782,1785123106.2975326,89.749344,72131690813719673,1785123105945500557,False,False
202607271131,17293896665878496330,8,3925725548544,3925795957312,1785123106.307744,1785123106.3781536,70.408768,72131690813719674,1785123106044693477,False,False
202607271131,17293896665878496331,10,3925805907808,3925895500800,1785123106.3881042,1785123106.4776983,89.592992,72131690813719675,1785123106144836990,False,False
202607271131,17293896665878496332,10,3925905766496,3925995526688,1785123106.4879642,1785123106.5777256,89.760192,72131690813719676,1785123106244804042,False,False
202607271131,17293896665878496333,11,3926006090432,3926105873568,1785123106.5882895,1785123106.6880739,99.783136,72131690813719677,1785123106344838444,False,False
202607271131,17293896665878496334,10,3926116060416,3926205546592,1785123106.698261,1785123106.7877483,89.486176,72131690813719678,1785123106445033184,False,False
202607271131,17293896665878496335,10,3926215630592,3926306108896,1785123106.7978325,1785123106.8883119,90.478304,72131690813719679,1785123106544891095,False,False
202607271131,17293896665878496336,12,3926318135904,3926425612576,1785123106.9003391,1785123107.007817,107.476672,72131690813719680,1785123106645942932,False,False
202607271131,17293896665878496337,9,3926436300320,3926515259104,1785123107.018505,1785123107.0974648,78.958784,72131690813719681,1785123106745266989,False,False
202607271131,17293896665878496338,10,3926526154560,3926615130784,1785123107.1083605,1785123107.1973379,88.976224,72131690813719682,1785123106845436191,False,False
202607271131,17293896665878496339,9,3926627335328,3926707033536,1785123107.2095425,1785123107.2892418,79.698208,72131690813719683,1785123106945168377,False,False
202607271131,17293896665878496340,9,3926717108576,3926795070464,1785123107.299317,1785123107.3772798,77.961888,72131690813719684,1785123107044959029,False,False
202607271131,17293896665878496341,11,3926807176128,3926904965152,1785123107.3893857,1785123107.487176,97.789024,72131690813719685,1785123107146074045,False,False
202607271131,17293896665878496342,10,3926917325952,3927007058848,1785123107.499537,1785123107.589271,89.732896,72131690813719686,1785123107245278678,False,False
202607271131,17293896665878496343,12,3927017184768,3927125395456,1785123107.5993972,1785123107.7076092,108.210688,72131690813719687,1785123107344741911,False,False
202607271131,17293896665878496344,9,3927135735424,3927215665536,1785123107.7179494,1785123107.7978804,79.930112,72131690813719688,1785123107445313203,False,False
202607271131,17293896665878496345,10,3927225696864,3927315435424,1785123107.8079119,1785123107.8976517,89.73856,72131690813719689,1785123107549268882,False,False
202607271131,17293896665878496346,9,3927325760096,3927405656256,1785123107.9079764,1785123107.9878736,79.89616,72131690813719690,1785123107644794144,False,False
202607271131,17293896665878496347,11,3927415708928,3927514845760,1785123107.9979265,1785123108.0970645,99.136832,72131690813719691,1785123107745080559,False,False
202607271131,17293896665878496348,10,3927527223712,3927615584800,1785123108.1094427,1785123108.197805,88.361088,72131690813719692,1785123107844857908,False,False
202607271131,17293896665878496349,8,3927627088576,3927696774560,1785123108.2093089,1785123108.2789958,69.685984,72131690813719693,1785123107945172549,False,False
202607271131,17293896665878496350,10,3927707063008,3927796962624,1785123108.2892842,1785123108.3791852,89.899616,72131690813719694,1785123108045146706,False,False
202607271131,17293896665878496351,9,3927807045344,3927884962400,1785123108.389268,1785123108.467186,77.917056,72131690813719695,1785123108145678567,False,False
202607271131,17293896665878496352,11,3927898187104,3927996762592,1785123108.4804108,1785123108.5789876,98.575488,72131690813719696,1785123108244844988,False,False
202607271131,17293896665878496353,10,3928006871712,3928096903776,1785123108.589097,1785123108.67913,90.032064,72131690813719697,1785123108344724740,False,False
202607271131,17293896665878496354,10,3928107128096,3928196831744,1785123108.6893547,1785123108.7790594,89.703648,72131690813719698,1785123108445078471,False,False
202607271131,17293896665878496355,11,3928207119456,3928305105216,1785123108.7893474,1785123108.8873343,97.98576,72131690813719699,1785123108544830695,False,False
202607271131,17293896665878496356,9,3928317134080,3928397344416,1785123108.8993633,1785123108.9795747,80.210336,72131690813719700,1785123108644992514,False,False
202607271131,17293896665878496357,11,3928405387328,3928505091584,1785123108.9876177,1785123109.0873234,99.704256,72131690813719701,1785123108744958272,False,False
202607271131,17293896665878496358,10,3928517389184,3928605078656,1785123109.099621,1785123109.1873116,87.689472,72131690813719702,1785123108844969449,False,False
202607271131,17293896665878496359,9,3928617872672,3928696985664,1785123109.200106,1785123109.2792199,79.112992,72131690813719703,1785123108944852465,False,False
202607271131,17293896665878496360,10,3928706985152,3928797063456,1785123109.2892196,1785123109.379299,90.078304,72131690813719704,1785123109045643444,False,False
202607271131,17293896665878496361,11,3928807368512,3928905142336,1785123109.3896043,1785123109.4873793,97.773824,72131690813719705,1785123109145555927,False,False
202607271131,17293896665878496362,10,3928915823456,3929006901856,1785123109.4980605,1785123109.5891402,91.0784,72131690813719706,1785123109244728460,False,False
202607271131,17293896665878496363,10,3929017109248,3929104916160,1785123109.5993476,1785123109.6871557,87.806912,72131690813719707,1785123109345316319,False,False
202607271131,17293896665878496364,10,3929117110720,3929205202944,1785123109.6993506,1785123109.7874439,88.092224,72131690813719708,1785123109444905016,False,False
202607271131,17293896665878496365,12,3929215625920,3929327014656,1785123109.797867,1785123109.9092572,111.388736,72131690813719709,1785123109545350255,False,False
202607271131,17293896665878496366,11,3929337365696,3929437355584,1785123109.9196084,1785123110.0195994,99.989888,72131690813719710,1785123109645938758,False,False
202607271131,17293896665878496367,9,3929445465216,3929525578048,1785123110.0277092,1785123110.1078231,80.112832,72131690813719711,1785123109745382119,False,False
202607271131,17293896665878496368,9,3929538007264,3929615136288,1785123110.1202526,1785123110.1973825,77.129024,72131690813719712,1785123109845282418,False,False
202607271131,17293896665878496369,10,3929625998400,3929717037600,1785123110.2082448,1785123110.2992852,91.0392,72131690813719713,1785123109944909424,False,False
202607271131,17293896665878496370,11,3929725217344,3929825784608,1785123110.307465,1785123110.4080336,100.567264,72131690813719714,1785123110044773517,False,False
202607271131,17293896665878496371,8,3929837816384,3929905193472,1785123110.4200656,1785123110.4874434,67.377088,72131690813719715,1785123110145191345,False,False
202607271131,17293896665878496372,10,3929915457440,3930006590144,1785123110.4977076,1785123110.5888414,91.132704,72131690813719716,1785123110244911510,False,False
202607271131,17293896665878496373,10,3930016895744,3930107133376,1785123110.5991473,1785123110.6893861,90.237632,72131690813719717,1785123110345041967,False,False
202607271131,17293896665878496374,10,3930115279872,3930204910656,1785123110.6975327,1785123110.7871647,89.630784,72131690813719718,1785123110445219618,False,False
202607271131,17293896665878496375,9,3930217082880,3930295111360,1785123110.799337,1785123110.8773665,78.02848,72131690813719719,1785123110544761314,False,False
202607271131,17293896665878496376,10,3930307326720,3930396916000,1785123110.8895822,1785123110.9791725,89.58928,72131690813719720,1785123110645160597,False,False
202607271131,17293896665878496377,11,3930408083072,3930507185408,1785123110.9903398,1785123111.0894434,99.102336,72131690813719721,1785123110744914232,False,False
202607271131,17293896665878496378,12,3930515429536,3930625752672,1785123111.0976875,1785123111.208012,110.323136,72131690813719722,1785123110844843661,False,False
202607271131,17293896665878496379,10,3930635824320,3930725906400,1785123111.2180839,1785123111.3081672,90.08208,72131690813719723,1785123110945215289,False,False
202607271131,17293896665878496380,7,3930735930560,3930795931616,1785123111.3181915,1785123111.3781934,60.001056,72131690813719724,1785123111044848398,False,False
202607271131,17293896665878496381,10,3930805999744,3930895026720,1785123111.3882616,1785123111.4772897,89.026976,72131690813719725,1785123111144872282,False,False
202607271131,17293896665878496382,11,3930907577024,3931004874656,1785123111.4898403,1785123111.5871391,97.297632,72131690813719726,1785123111244863816,False,False
202607271131,17293896665878496383,11,3931017791008,3931115272288,1785123111.6000557,1785123111.6975381,97.48128,72131690813719727,1785123111345149047,False,False
202607271131,17293896665878496384,10,3931125284608,3931215022784,1785123111.7075505,1785123111.79729,89.738176,72131690813719728,1785123111444876589,False,False
202607271131,17293896665878496385,10,3931227505632,3931315446336,1785123111.809773,1785123111.8977149,87.940704,72131690813719729,1785123111544808744,False,False
202607271131,17293896665878496386,12,3931325641504,3931435365344,1785123111.90791,1785123112.0176353,109.72384,72131690813719730,1785123111644782057,False,False
