schema_version,bridge_entry_file,settings_source_file,injector_source_file,process_id,process_working_directory,activation_speed_mps,brake_threshold_percentage,log_all_delayed_commands,sequence,control_header_time_sec,receive_wall_time_unix_ns,receive_monotonic_ns,receive_carla_frame,receive_carla_elapsed_sec,release_wall_time_unix_ns,release_monotonic_ns,apply_call_start_wall_time_unix_ns,apply_call_start_monotonic_ns,apply_call_end_wall_time_unix_ns,apply_call_end_monotonic_ns,apply_wall_time_unix_ns,apply_monotonic_ns,apply_carla_frame,apply_carla_elapsed_sec,requested_delay_ms,actual_delay_ms,api_completion_delay_ms,api_call_duration_ms,actual_frame_delay,actual_sim_delay_ms,ego_speed_mps_at_receive,throttle_percentage,brake_percentage,steering_target_percentage,first_effective_brake,queue_depth,status
scb_control_delay_v3,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/main.py,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/config/settings.yaml,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/control_delay_injector.py,1066469,/apollo,10.0,10.0,0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0,BRIDGE_CONFIG_LOADED
scb_control_delay_v3,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/main.py,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/config/settings.yaml,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/control_delay_injector.py,1066469,/apollo,10.0,10.0,0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0,INITIALIZED
scb_control_delay_v3,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/main.py,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/config/settings.yaml,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/control_delay_injector.py,1066469,/apollo,10.0,10.0,0,1,1784279225.6211984,1784279225627129273,100921622858153,1095,109.98864870495163,1784279225634350533,100921630099953,1784279225634350755,100921630100417,1784279225634417681,100921630167169,1784279225634417681,100921630167169,1095,109.98864870495163,0.0,7.2418,7.309016,0.066752,0,0.0,16.71397833160444,0.0,14.5,-0.01933648784569963,1,1,APPLIED
