channel,message_count,duration_sec,rate_hz,period_mean_ms,period_median_ms,period_std_ms,period_min_ms,period_max_ms,gap_gt_1_5x_median_count
/apollo/canbus/chassis,320,31.892613410949707,10.002316081455952,99.97684454843169,100.00467300415039,0.7099335421114749,94.48885917663574,101.88126564025879,0
/apollo/common/latency_records,10,27.03933334350586,0.3328484428837283,3004.370371500651,3000.3602504730225,4.8271478510054395,2999.8068809509277,3010.4105472564697,0
/apollo/common/latency_reports,2,17.00037455558777,0.05882223340022323,17000.37455558777,17000.37455558777,0,17000.37455558777,17000.37455558777,0
/apollo/control,3151,31.501160383224487,99.99631637942738,10.000368375626822,10.006546974182129,0.9760778807553887,0.0820159912109375,19.805192947387695,10
/apollo/control/interactive,3151,31.50115728378296,99.99632621820038,10.00036739167713,10.003924369812012,0.9977728908535456,0.030517578125,21.759748458862305,10
/apollo/guardian,3196,31.95194721221924,99.99390581047751,10.000609456093658,9.999990463256836,1.1222628402231993,0.02956390380859375,19.904375076293945,26
/apollo/hmi/status,31,30.653085231781006,0.9786943067282542,1021.7695077260336,1001.8991231918335,448.5967383651394,201.19071006774902,1605.015754699707,5
/apollo/localization/msf_status,319,31.795790195465088,10.001324013181945,99.9867616209594,100.0136137008667,0.9886441047766314,95.64065933227539,103.89184951782227,0
/apollo/localization/pose,319,31.796000480651855,10.001257868690303,99.98742289513162,100.02326965332031,0.9543219476892016,95.75796127319336,104.12859916687012,0
/apollo/monitor,64,31.50761103630066,1.9995168763323954,500.1208101000105,501.99365615844727,7.793601807195509,483.7620258331299,514.2247676849365,0
/apollo/monitor/system_status,24,29.994686126708984,0.766802489708985,1304.1167881177819,1494.0884113311768,241.59286634819165,991.1541938781738,1503.5548210144043,0
/apollo/perception/obstacles,312,31.917236804962158,9.743951266848043,102.62777107704873,79.53739166259766,51.267434546087436,73.35925102233887,295.9752082824707,45
/apollo/perception/traffic_light,320,31.892680406570435,10.002295070008621,99.97705456605152,99.98941421508789,0.7176948339251858,94.56825256347656,101.91965103149414,0
/apollo/planning,311,31.84015202522278,9.736134417776261,102.71016782329929,84.41877365112305,51.879756949054475,57.32131004333496,291.11456871032715,44
/apollo/planning/command,1,0,,,,,,,0
/apollo/planning/command_status,310,31.639472246170044,9.766281738071799,102.39311406527523,84.33151245117188,51.66720572145859,57.20019340515137,291.0456657409668,43
/apollo/planning_command_history,32,31.001225471496582,0.9999604702240655,1000.0395313385994,1000.0085830688477,3.6273036541690744,990.0333881378174,1010.0224018096924,0
/apollo/prediction,311,31.72429609298706,9.77169041328322,102.33643900963568,80.28221130371094,51.025759560747595,71.78592681884766,296.51713371276855,42
/apollo/sensor/gnss/best_pose,320,31.89306330680847,10.002174984925341,99.97825488027735,100.01516342163086,0.6641989846483485,95.11184692382812,102.47087478637695,0
/apollo/sensor/gnss/corrected_imu,319,31.794772624969482,10.001644098887631,99.98356171374051,100.02171993255615,0.6549607409176541,95.16787528991699,102.4465560913086,0
/apollo/sensor/gnss/heading,320,31.892938375473022,10.002214165544686,99.97786324599693,100.01921653747559,0.7234459718661576,95.07250785827637,104.05468940734863,0
/apollo/sensor/gnss/ins_stat,319,31.794776678085327,10.001642823903925,99.98357445938782,100.0220775604248,0.7723208447674237,95.0627326965332,104.08496856689453,0
/apollo/sensor/gnss/odometry,320,31.89299201965332,10.00219734176786,99.97803140957154,100.01277923583984,0.7268075476800272,95.11733055114746,104.06494140625,0
/apollo/sensor/radar/front,319,31.79900550842285,10.000312742980872,99.99687266799639,99.95067119598389,9.784685449420426,66.47443771362305,134.3710422515869,0
/apollo/sensor/velodyne64/compensator/PointCloud2,319,31.799203872680664,10.000250360770831,99.99749645497064,99.94912147521973,9.783486360848958,66.60079956054688,134.3517303466797,0
/clock,321,31.99174928665161,10.002579012880622,99.97421652078629,99.99299049377441,0.6005080758725766,92.37885475158691,102.54573822021484,0
/tf,319,31.795763969421387,10.001332262556323,99.98667914912386,100.0213623046875,0.9541555386053354,95.63565254211426,104.13432121276855,0
/tf_static,1,0,,,,,,,0
