record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,latitude,longitude,height_msl,raw_json
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396486631812,1783598396.4866319,/apollo/sensor/gnss/best_pose,apollo.drivers.gnss.GnssBestPose,1783598396.4830308,0,gnss,0,0,0,-0.0011948168980637774,0.0009890253071994303,2.0339369773864746,"{
  ""header"": {
    ""timestamp_sec"": 1783598396.4830308,
    ""module_name"": ""gnss"",
    ""frame_id"": ""ego_vehicle/gnss""
  },
  ""latitude"": -0.0011948168980637774,
  ""longitude"": 0.0009890253071994303,
  ""height_msl"": 2.0339369773864746
}"
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396589212006,1783598396.589212,/apollo/sensor/gnss/best_pose,apollo.drivers.gnss.GnssBestPose,1783598396.5830665,0,gnss,0,0,0,-0.001194823614582674,0.0009905296727760924,2.0339667797088623,"{
  ""header"": {
    ""timestamp_sec"": 1783598396.5830665,
    ""module_name"": ""gnss"",
    ""frame_id"": ""ego_vehicle/gnss""
  },
  ""latitude"": -0.001194823614582674,
  ""longitude"": 0.0009905296727760924,
  ""height_msl"": 2.0339667797088623
}"
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396686380832,1783598396.6863809,/apollo/sensor/gnss/best_pose,apollo.drivers.gnss.GnssBestPose,1783598396.683093,0,gnss,0,0,0,-0.001194831016448461,0.000992122998103028,2.0339784622192383,"{
  ""header"": {
    ""timestamp_sec"": 1783598396.683093,
    ""module_name"": ""gnss"",
    ""frame_id"": ""ego_vehicle/gnss""
  },
  ""latitude"": -0.001194831016448461,
  ""longitude"": 0.000992122998103028,
  ""height_msl"": 2.0339784622192383
}"
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396785603189,1783598396.785603,/apollo/sensor/gnss/best_pose,apollo.drivers.gnss.GnssBestPose,1783598396.7831302,0,gnss,0,0,0,-0.0011948391037179817,0.0009938006227310705,2.03398060798645,"{
  ""header"": {
    ""timestamp_sec"": 1783598396.7831302,
    ""module_name"": ""gnss"",
    ""frame_id"": ""ego_vehicle/gnss""
  },
  ""latitude"": -0.0011948391037179817,
  ""longitude"": 0.0009938006227310705,
  ""height_msl"": 2.03398060798645
}"
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396886218077,1783598396.886218,/apollo/sensor/gnss/best_pose,apollo.drivers.gnss.GnssBestPose,1783598396.8831332,0,gnss,0,0,0,-0.0011948478763343928,0.0009955639173805629,2.033982992172241,"{
  ""header"": {
    ""timestamp_sec"": 1783598396.8831332,
    ""module_name"": ""gnss"",
    ""frame_id"": ""ego_vehicle/gnss""
  },
  ""latitude"": -0.0011948478763343928,
  ""longitude"": 0.0009955639173805629,
  ""height_msl"": 2.033982992172241
}"
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396986229372,1783598396.9862292,/apollo/sensor/gnss/best_pose,apollo.drivers.gnss.GnssBestPose,1783598396.9839292,0,gnss,0,0,0,-0.0011948573342976943,0.0009974173368926206,2.033989429473877,"{
  ""header"": {
    ""timestamp_sec"": 1783598396.9839292,
    ""module_name"": ""gnss"",
    ""frame_id"": ""ego_vehicle/gnss""
  },
  ""latitude"": -0.0011948573342976943,
  ""longitude"": 0.0009974173368926206,
  ""height_msl"": 2.033989429473877
}"
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397085884247,1783598397.085884,/apollo/sensor/gnss/best_pose,apollo.drivers.gnss.GnssBestPose,1783598397.0830302,0,gnss,0,0,0,-0.0011948676147000015,0.0009993676663329427,2.034001111984253,"{
  ""header"": {
    ""timestamp_sec"": 1783598397.0830302,
    ""module_name"": ""gnss"",
    ""frame_id"": ""ego_vehicle/gnss""
  },
  ""latitude"": -0.0011948676147000015,
  ""longitude"": 0.0009993676663329427,
  ""height_msl"": 2.034001111984253
}"
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397186227771,1783598397.1862278,/apollo/sensor/gnss/best_pose,apollo.drivers.gnss.GnssBestPose,1783598397.183239,0,gnss,0,0,0,-0.0011948787175413145,0.0010014240209918113,2.0340189933776855,"{
  ""header"": {
    ""timestamp_sec"": 1783598397.183239,
    ""module_name"": ""gnss"",
    ""frame_id"": ""ego_vehicle/gnss""
  },
  ""latitude"": -0.0011948787175413145,
  ""longitude"": 0.0010014240209918113,
  ""height_msl"": 2.0340189933776855
}"
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397285836694,1783598397.2858367,/apollo/sensor/gnss/best_pose,apollo.drivers.gnss.GnssBestPose,1783598397.2832465,0,gnss,0,0,0,-0.0011948907798711161,0.0010035951734794228,2.034038782119751,"{
  ""header"": {
    ""timestamp_sec"": 1783598397.2832465,
    ""module_name"": ""gnss"",
    ""frame_id"": ""ego_vehicle/gnss""
  },
  ""latitude"": -0.0011948907798711161,
  ""longitude"": 0.0010035951734794228,
  ""height_msl"": 2.034038782119751
}"
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397386605888,1783598397.3866057,/apollo/sensor/gnss/best_pose,apollo.drivers.gnss.GnssBestPose,1783598397.3831363,0,gnss,0,0,0,-0.0011949040758736373,0.0010058904446941111,2.03406023979187,"{
  ""header"": {
    ""timestamp_sec"": 1783598397.3831363,
    ""module_name"": ""gnss"",
    ""frame_id"": ""ego_vehicle/gnss""
  },
  ""latitude"": -0.0011949040758736373,
  ""longitude"": 0.0010058904446941111,
  ""height_msl"": 2.03406023979187
}"
