record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,speed_mps,throttle_percentage,brake_percentage,steering_percentage,throttle_percentage_cmd,brake_percentage_cmd,steering_percentage_cmd,steering_timestamp,gear_location,driving_mode,yaw_rate,angular_velocity_z
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396486337056,1783598396.486337,/apollo/canbus/chassis,apollo.canbus.Chassis,1783598396.4830308,0,carla_bridge,0,0,0,1.6075388193130493,48.95146179199219,0.0,-0.24376872181892395,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396585422227,1783598396.5854223,/apollo/canbus/chassis,apollo.canbus.Chassis,1783598396.5830665,0,carla_bridge,0,0,0,1.7118881940841675,49.76480484008789,0.0,-0.24226444959640503,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396685495444,1783598396.6854956,/apollo/canbus/chassis,apollo.canbus.Chassis,1783598396.683093,0,carla_bridge,0,0,0,1.8076783418655396,49.90739440917969,0.0,-0.24994513392448425,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396785578549,1783598396.7855785,/apollo/canbus/chassis,apollo.canbus.Chassis,1783598396.7831302,0,carla_bridge,0,0,0,1.9018378257751465,49.85053634643555,0.0,-0.24641159176826477,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396885628917,1783598396.885629,/apollo/canbus/chassis,apollo.canbus.Chassis,1783598396.8831332,0,carla_bridge,0,0,0,1.9994052648544312,50.428157806396484,0.0,-0.24259541928768158,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396986156507,1783598396.9861565,/apollo/canbus/chassis,apollo.canbus.Chassis,1783598396.9839292,0,carla_bridge,0,0,0,2.103015422821045,50.880558013916016,0.0,-0.23793892562389374,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397085378864,1783598397.085379,/apollo/canbus/chassis,apollo.canbus.Chassis,1783598397.0830302,0,carla_bridge,0,0,0,2.2159337997436523,52.23176574707031,0.0,-0.23050545156002045,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397186175963,1783598397.186176,/apollo/canbus/chassis,apollo.canbus.Chassis,1783598397.183239,0,carla_bridge,0,0,0,2.338974714279175,52.39626693725586,0.0,-0.22674626111984253,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397285759477,1783598397.2857594,/apollo/canbus/chassis,apollo.canbus.Chassis,1783598397.2832465,0,carla_bridge,0,0,0,2.47200083732605,53.33606719970703,0.0,-0.2207792103290558,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397385578034,1783598397.385578,/apollo/canbus/chassis,apollo.canbus.Chassis,1783598397.3831363,0,carla_bridge,0,0,0,2.614104986190796,53.253746032714844,0.0,-0.2230888456106186,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397485855541,1783598397.4858556,/apollo/canbus/chassis,apollo.canbus.Chassis,1783598397.483131,0,carla_bridge,0,0,0,2.7602851390838623,52.57232666015625,0.0,-0.21285514533519745,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397585190092,1783598397.58519,/apollo/canbus/chassis,apollo.canbus.Chassis,1783598397.5832176,0,carla_bridge,0,0,0,2.9076337814331055,52.3087272644043,0.0,-0.20795585215091705,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397685376526,1783598397.6853764,/apollo/canbus/chassis,apollo.canbus.Chassis,1783598397.6828961,0,carla_bridge,0,0,0,3.0556352138519287,51.99604034423828,0.0,-0.20234423875808716,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397785921524,1783598397.7859216,/apollo/canbus/chassis,apollo.canbus.Chassis,1783598397.7829494,0,carla_bridge,0,0,0,3.191315174102783,48.22813415527344,0.0,-0.20016103982925415,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397886225592,1783598397.8862257,/apollo/canbus/chassis,apollo.canbus.Chassis,1783598397.8831058,0,carla_bridge,0,0,0,3.3118648529052734,48.26237487792969,0.0,-0.19673393666744232,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397985334348,1783598397.9853342,/apollo/canbus/chassis,apollo.canbus.Chassis,1783598397.9831069,0,carla_bridge,0,0,0,3.4314372539520264,49.409847259521484,0.0,-0.18673326075077057,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598398085864850,1783598398.085865,/apollo/canbus/chassis,apollo.canbus.Chassis,1783598398.0831192,0,carla_bridge,0,0,0,3.553354501724243,48.983604431152344,0.0,-0.18598048388957977,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598398186519355,1783598398.1865194,/apollo/canbus/chassis,apollo.canbus.Chassis,1783598398.1831174,0,carla_bridge,0,0,0,3.674151659011841,49.038150787353516,0.0,-0.18090826272964478,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598398285652623,1783598398.2856526,/apollo/canbus/chassis,apollo.canbus.Chassis,1783598398.283151,0,carla_bridge,0,0,0,3.793591260910034,49.136470794677734,0.0,-0.17435121536254883,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598398385680494,1783598398.3856804,/apollo/canbus/chassis,apollo.canbus.Chassis,1783598398.3829467,0,carla_bridge,0,0,0,3.9118521213531494,49.24188995361328,0.0,-0.1721230298280716,,,,0.0,GEAR_DRIVE,COMPLETE_AUTO_DRIVE,,
