control_seq,control_record_time_sec,control_header_timestamp_sec,planning_header_sequence_num,planning_header_timestamp_sec,planning_publish_record_time_sec,matched_planning_seq_from_record,planning_age_ms,planning_trajectory_point_size,planning_trajectory_type,reuse_count,reuse_index_in_run
12659,1783596785.2568135,1783596785.2565382,231,1783596785.21971,1783596785.2214038,231,35.40968894958496,138,NORMAL,13,1
12660,1783596785.2667527,1783596785.2664878,231,1783596785.21971,1783596785.2214038,231,45.3488826751709,138,NORMAL,13,2
12661,1783596785.2770205,1783596785.2766206,231,1783596785.21971,1783596785.2214038,231,55.61661720275879,138,NORMAL,13,3
12662,1783596785.2867007,1783596785.2864614,231,1783596785.21971,1783596785.2214038,231,65.29688835144043,138,NORMAL,13,4
12663,1783596785.297083,1783596785.2967675,231,1783596785.21971,1783596785.2214038,231,75.67906379699707,138,NORMAL,13,5
12664,1783596785.306872,1783596785.3066165,231,1783596785.21971,1783596785.2214038,231,85.46805381774902,138,NORMAL,13,6
12665,1783596785.3168998,1783596785.3166454,231,1783596785.21971,1783596785.2214038,231,95.49593925476074,138,NORMAL,13,7
12666,1783596785.3268087,1783596785.3265476,231,1783596785.21971,1783596785.2214038,231,105.40485382080078,138,NORMAL,13,8
12667,1783596785.3367777,1783596785.3365383,231,1783596785.21971,1783596785.2214038,231,115.37384986877441,138,NORMAL,13,9
12668,1783596785.346717,1783596785.3464396,231,1783596785.21971,1783596785.2214038,231,125.31304359436035,138,NORMAL,13,10
12669,1783596785.3570232,1783596785.3565915,231,1783596785.21971,1783596785.2214038,231,135.6194019317627,138,NORMAL,13,11
12670,1783596785.3670487,1783596785.3667207,231,1783596785.21971,1783596785.2214038,231,145.6449031829834,138,NORMAL,13,12
12671,1783596785.3770535,1783596785.3766708,231,1783596785.21971,1783596785.2214038,231,155.64966201782227,138,NORMAL,13,13
12672,1783596785.3872397,1783596785.3869107,232,1783596785.376567,1783596785.377484,232,9.755611419677734,142,NORMAL,17,1
12673,1783596785.3972173,1783596785.3968909,232,1783596785.376567,1783596785.377484,232,19.733190536499023,142,NORMAL,17,2
12674,1783596785.4053342,1783596785.4049058,232,1783596785.376567,1783596785.377484,232,27.85015106201172,142,NORMAL,17,3
12675,1783596785.41525,1783596785.4149537,232,1783596785.376567,1783596785.377484,232,37.7659797668457,142,NORMAL,17,4
12676,1783596785.4254713,1783596785.4251375,232,1783596785.376567,1783596785.377484,232,47.98722267150879,142,NORMAL,17,5
12677,1783596785.4351196,1783596785.434797,232,1783596785.376567,1783596785.377484,232,57.63554573059082,142,NORMAL,17,6
12678,1783596785.4470663,1783596785.4467447,232,1783596785.376567,1783596785.377484,232,69.58222389221191,142,NORMAL,17,7
12679,1783596785.4569027,1783596785.4565704,232,1783596785.376567,1783596785.377484,232,79.41865921020508,142,NORMAL,17,8
12680,1783596785.467228,1783596785.4669495,232,1783596785.376567,1783596785.377484,232,89.74385261535645,142,NORMAL,17,9
12681,1783596785.4770873,1783596785.4767106,232,1783596785.376567,1783596785.377484,232,99.60317611694336,142,NORMAL,17,10
12682,1783596785.4872313,1783596785.486739,232,1783596785.376567,1783596785.377484,232,109.74717140197754,142,NORMAL,17,11
12683,1783596785.497112,1783596785.4967728,232,1783596785.376567,1783596785.377484,232,119.6279525756836,142,NORMAL,17,12
12684,1783596785.5071084,1783596785.5066574,232,1783596785.376567,1783596785.377484,232,129.6243667602539,142,NORMAL,17,13
12685,1783596785.5167716,1783596785.5165074,232,1783596785.376567,1783596785.377484,232,139.28747177124023,142,NORMAL,17,14
12686,1783596785.526918,1783596785.5265162,232,1783596785.376567,1783596785.377484,232,149.43385124206543,142,NORMAL,17,15
12687,1783596785.5370817,1783596785.5367439,232,1783596785.376567,1783596785.377484,232,159.59763526916504,142,NORMAL,17,16
